ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,Antibiotic resistance,Metabolite (antibiotic)
1964,EY 3383,"DSM 17311, CCUG 48852, CIP 107078, NCTC 13147, LMG 20358",1,1,Burkholderia ubonensis,Burkholderia,ubonensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
1939,TVV75,"CCUG 34169, DSM 11319, LMG 10929, JCM 10562, ATCC BAA-248, CCM 4901, CIP 105875, KCTC 2974, NCIMB 13446, CFBP 4796",1,1,Burkholderia vietnamiensis,Burkholderia,vietnamiensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
4313,78-31,"DSM 9390, ATCC 51602, CCM 4874, CDC 1180-81, CUETM 78-31, CCUG 35507, CIP 106355",1,1,Buttiauxella ferragutiae,Buttiauxella,ferragutiae,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
1915,"N 15, N15","DSM 50014, ATCC 29195, CIP 105421, CCUG 7431, CCM 2742, LMG 14190, JCM 10563, BCRC 13900, CFBP 4791, KCTC 2968",1,1,Caballeronia glathei,Caballeronia,glathei,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
1962,"BL 011226, S5-B","DSM 17212, CCUG 49583, JCM 11778, KCTC 12081, CIP 108192, LMG 22029",1,1,Caballeronia sordidicola,Caballeronia,sordidicola,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
18027,OL,"DSM 13100, ATCC 700167",1,1,Caldicellulosiruptor owensensis,Caldicellulosiruptor,owensensis,1,erythromycin
,,,,,,,,1,tetracycline
2090,IC-154,"DSM 15908, ANMR 0165, JCM 11604, MCC-UPLB 1331",1,1,Caldisphaera lagunensis,Caldisphaera,lagunensis,1,chloramphenicol
,,,,,,,,1,kanamycin
,,,,,,,,1,streptomycin
,,,,,,,,1,vancomycin
166274,CA656,"CCUG 73571, CIP 111675",1,1,Campylobacter armoricus,Campylobacter,armoricus,1,cephalothin
2103,"Brussels, 1407","DSM 4689, ATCC 33559, CCM 7376, CCUG 11283, CIP 7080, LMG 6440, NCTC 11366, JCM 2529, CCUG 14540, LMG 15999, LMG 8847, CIP 70.80, WDCM 00072, CECT 8205",1,1,Campylobacter coli,Campylobacter,coli,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
2119,,"DSM 9716, ATCC 33237, CCUG 13144, DSM 5360, FDC 484, LMG 7788, NCTC 11485, LMG 6441, CIP 103757",1,1,Campylobacter concisus,Campylobacter,concisus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
140076,"03-427, Blaser 03-427","DSM 105764, ATCC BAA-2539, LMG 27499",1,1,Campylobacter fetus subsp. testudinum,Campylobacter,fetus,1,nalidixic acid
2134,X/161/5,"DSM 18826, ATCC 19438, CIP 68.29, JCM 2528, NCTC 10354, CCUG 33899, LMG 6443, NCDO 1876",1,1,Campylobacter fetus subsp. venerealis,Campylobacter,fetus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
140238,RC20,"DSM 102159, LMG 29375",1,1,Campylobacter geochelonis,Campylobacter,geochelonis,1,nalidixic acid
2137,80-4577-4,"DSM 19053, ATCC 35217, CCUG 14169, CIP 103750, LMG 7817, NCTC 11608, LMG 6445, CIP 103746",1,1,Campylobacter hyointestinalis subsp. hyointestinalis,Campylobacter,hyointestinalis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
,,,,,,,,1,nalidixic acid
132841,"093, 1141","DSM 104768, ATCC 49349, CCUG 24567, LMG 8803, NCTC 11951, IMVS 1141, LMG 8843, CIP 103751",1,1,Campylobacter jejuni subsp. doylei,Campylobacter,jejuni,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
2121,91,"DSM 4688, ATCC 33560, CCUG 11284, CIP 702, NCTC 11351, LMG 6444, JCM 32890, CIP 70.2, LMG 8841",1,1,Campylobacter jejuni,Campylobacter,jejuni,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
131136,,"DSM 101946, NCTC 13004, CCUG 44467, CIP 106785",1,1,Campylobacter lanienae,Campylobacter,lanienae,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
137367,Gemini,CIP 108487,1,1,Campylobacter lawrenci,Campylobacter,lawrenci,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
2135,"FS253/72, 253/72","DSM 21682, ATCC 43264, CCUG 6822, CIP 103750, NCTC 11000, LMG 6448, LMG 6449",1,1,Campylobacter mucosalis,Campylobacter,mucosalis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
2136,SU A4,"DSM 19458, ATCC 51146, CCUG 30254, JCM 12989, CIP 103970, KCTC 15202, LMG 12635",1,1,Campylobacter showae,Campylobacter,showae,1,nalidixic acid
5487,"27, 927-3","DSM 3290, ATCC 33624, CCUG 9715, NCTC 12372, LMG 11514, CIP 102945, JCM 12953, CCM 3710",1,1,Capnocytophaga gingivalis,Capnocytophaga,gingivalis,1,metronidazole
5491,A0404,"DSM 11385, ATCC 51501, JCM 8565, CCUG 32990, CIP 104125, LMG 16021, NCTC 12947, KCTC 5786",1,1,Capnocytophaga haemolytica,Capnocytophaga,haemolytica,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
138632,CTCBS1,"CIP 105703, CECT 4437",1,1,Carnimonas nigrificans,Carnimonas,nigrificans,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
346,"54Pin, 54 Pin","DSM 12141, CCUG 39790, CIP 105602, LMG 18538",1,1,Castellaniella defragrans,Castellaniella,defragrans,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
5252,,"DSM 18331, CCUG 49459, CIP 108575, SAC M35/04/3",1,1,Catellicoccus marimammalium,Catellicoccus,marimammalium,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
140748,D2,"KCTC 42869, MCCC 1H00129",1,1,Catenovulum sediminis,Catenovulum,sediminis,1,clindamycin
,,,,,,,,1,gentamicin
,,,,,,,,1,lincomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,tetracycline
,,,,,,,,1,vancomycin
17636,ID 139908,"DSM 44928, NRRL B-24433, JCM 14897, BCRC 16841, CIP 109381, NBRC 102108",1,1,Catenulispora acidiphila,Catenulispora,acidiphila,1,apramycin
,,,,,,,,1,daunorubicin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,nisin
,,,,,,,,1,oxacillin
,,,,,,,,1,rifampicin
2336,"TK 0059, TK0059","DSM 7131, ATCC 21756, IFO 13240, IFO 15250, LMG 17158, NBRC 13240, NBRC 15250, JCM 7823, CGMCC 4.1475, CIP 106962, KCTC 12505",1,1,Caulobacter segnis,Caulobacter,segnis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
2334,,"DSM 9893, KCTC 23677, CB 51, CIP 106452, VKM B-1496",1,1,Caulobacter vibrioides,Caulobacter,vibrioides,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
4321,"004, 0485-76","CCUG 12371, NCTC 11466, LMG 7863, JCM 1684, DSM 4587, ATCC 33432, CDC 0485-76, CIP 80.35, BCRC 14816, CDC 485-76",1,1,Cedecea lapagei,Cedecea,lapagei,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
2369,69B4,"DSM 16987, CIP 108683, JCM 30720",1,1,Cellulomonas bogoriensis,Cellulomonas,bogoriensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
5500,IC166,"DSM 14237, ACAM 630, CIP 107446, LMG 21425",1,1,Cellulophaga algicola,Cellulophaga,algicola,1,tetracycline
140658,,"NCDO 2697, NCIMB 10462",1,1,Cellvibrio japonicus,Cellvibrio,japonicus,1,ampicillin
,,,,,,,,1,neomycin
,,,,,,,,1,streptomycin
1653,HT4,"DSM 18167, JCM 14988",1,1,Chelatococcus sambhunathii,Chelatococcus,sambhunathii,1,kanamycin
,,,,,,,,1,neomycin
140684,J15A17,"KCTC 33759, MCCC 1H00137",1,1,Chengkuizengella sediminis,Chengkuizengella,sediminis,1,kanamycin
,,,,,,,,1,polymyxin b
133181,STM-7,"BCRC 80923, LMG 29289, KCTC 42982, DSM 107335",1,1,Chitinibacter fontanus,Chitinibacter,fontanus,1,ampicillin
,,,,,,,,1,penicillin g
10447,S1,"DSM 15459, BCRC 17254, CIP 108626, BCRC 17254 (S1)",1,1,Chitinibacter tainanensis,Chitinibacter,tainanensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
159860,13,"CICC 24262, KCTC 62265",1,1,Chitinophaga caeni,Chitinophaga,caeni,1,chloramphenicol
,,,,,,,,1,rifampicin
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
,,,,,,,,1,vancomycin
17740,,"DSM 2588, ATCC 43595, IFO 15968, NBRC 15968, UQM 2034, CIP 107364, ACM 2034, NCIMB 11800",1,1,Chitinophaga pinensis,Chitinophaga,pinensis,1,erythromycin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,penicillin g
140711,TFL-3,"ACCC 19966, KCTC 52590",1,1,Chitinophaga sedimenti,Chitinophaga,sedimenti,1,amikacin
,,,,,,,,1,ampicillin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,spectinomycin
,,,,,,,,1,streptomycin
164146,,"JCM 31884, NRRL B-67132, IIBBL 112-1",1,1,Chromobacterium phragmitis,Chromobacterium,phragmitis,1,chloramphenicol
,,,,,,,,1,neomycin
,,,,,,,,1,penicillin
,,,,,,,,1,streptomycin
133161,,"LAM 1188, ACCC 19900, JCM 31180",1,1,Chromobacterium rhizoryzae,Chromobacterium,rhizoryzae,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,co-trimoxazole
,,,,,,,,1,fusidate
,,,,,,,,1,rifampicin
,,,,,,,,1,teicoplanin
,,,,,,,,1,vancomycin
10449,"MK, Mentekab","DSM 30191, ATCC 12472, IFO 12614, NBRC 12614, NCIB 9131, NCTC 9757, CCUG 213, JCM 1249, BCRC 10636, CECT 494, CIP 103350, IAM 12470, ICMP 8644, KCTC 2897, LMG 1267, NCIMB 9131, VTT E-082793, RIMD 0315004",1,1,Chromobacterium violaceum,Chromobacterium,violaceum,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
5995,L 593,"DSM 7218, ATCC 19372, NCIB 9041, CCUG 49679, CIP 106957, LMG 2148, NCCB 35008, NRRL B-3153, NCIMB 9041, JCM 21422, IAM 14940, JCM 13305, NBRC 103041, Delft E III.9.23.1, CCUG 106957",1,1,Chromohalobacter beijerinckii,Chromohalobacter,beijerinckii,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
5996,1/13/2026,"DSM 6769, ATCC 43984, NRCC 41227, CIP 105571",1,1,Chromohalobacter canadensis,Chromohalobacter,canadensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
5670,La 724,"DSM 16775, ATCC 33487, CIP 103103, LMG 8329, NBRC 15053, NCTC 11212, CCUG 13228, JCM 1278, BCRC 17332, BCRC 17361, CCM 4450, CCTM 724, IAM 14209, IFO 15053, JCM 21074, LMG 4010, NCIMB 2270",1,1,Chryseobacterium balustinum,Chryseobacterium,balustinum,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
132418,D07,"DSM 100383, CCTCC AB 2011160, KCTC 42897",1,1,Chryseobacterium frigidum,Chryseobacterium,frigidum,1,cefotaxime
,,,,,,,,1,cefoxitin
,,,,,,,,1,ceftriaxone
,,,,,,,,1,lincomycin
,,,,,,,,1,sulfisoxazole
,,,,,,,,1,tetracycline
133365,C-5-3,"KEMB 9005-411, KACC 18907, JCM 31469",1,1,Chryseobacterium nepalense,Chryseobacterium,nepalense,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,cycloheximide
,,,,,,,,1,neomycin
,,,,,,,,1,penicillin
,,,,,,,,1,sulfamethoxazole
166185,7_F195,"LMG 30781, KCTC 62760",1,1,Chryseobacterium pennipullorum,Chryseobacterium,pennipullorum,1,aztreonam
,,,,,,,,1,D-serine
,,,,,,,,1,guanidinium chloride
,,,,,,,,1,lincomycin
,,,,,,,,1,potassium tellurite
,,,,,,,,1,tetrazolium blue
,,,,,,,,1,tetrazolium violet
,,,,,,,,1,troleandomycin
158684,JC490,"KCTC 52835, LMG 30048",1,1,Chryseobacterium salipaludis,Chryseobacterium,salipaludis,1,amoxicillin
,,,,,,,,1,clavulanic acid
,,,,,,,,1,gentamicin
135252,2300129,CIP 107937,1,1,Chryseobacterium timonense,Chryseobacterium,timonense,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
159857,ET03,"KCTC 33943, LMG 30119, JCM 32415, MCC 3378",1,1,Chryseomicrobium excrementi,Chryseomicrobium,excrementi,1,1 % sodium lactate
,,,,,,,,1,aztreonam
,,,,,,,,1,lithium chloride
,,,,,,,,1,nalidixic acid
,,,,,,,,1,potassium tellurite
,,,,,,,,1,sodium butyrate
140621,PU1,"NBRC 106750, KCTC 13722, JCM 16712, CCUG 59101",1,1,Chryseomicrobium palamuruense,Chryseomicrobium,palamuruense,1,colistin
,,,,,,,,1,nalidixic acid
133060,97/79,"DSM 103031, CIP 106467",1,1,Citrobacter europaeus,Citrobacter,europaeus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
4336,"3-85, 4693-86","DSM 13694, ATCC 51117, CCUG 30796, CDC 4693-86, CIP 106783",1,1,Citrobacter gillenii,Citrobacter,gillenii,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
4337,"C5775, 2970-59","CIP 104556, CCM 4834, DSM 13695, ATCC 51118, CCUG 30797, CDC 2970-59",1,1,Citrobacter murliniae,Citrobacter,murliniae,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
4345,"I-25, I-75, 4696-86","DSM 17674, ATCC 51115, CDC 4696-86, CIP 105037, CCUG 30794",1,1,Citrobacter sedlakii,Citrobacter,sedlakii,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
4342,"876-58, 83I","DSM 17579, ATCC 51114, CDC 876-58, CIP 104555, CCUG 30793",1,1,Citrobacter werkmanii,Citrobacter,werkmanii,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
4341,460-61,"CCUG 30791, DSM 17578, ATCC 29935, CDC 460-61, CECT 5335, CIP 105016",1,1,Citrobacter youngae,Citrobacter,youngae,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
2841,ISDg,"DSM 18823, ATCC 700394",1,1,Clostridium phytofermentans,Clostridium,phytofermentans,1,kanamycin
,,,,,,,,1,streptomycin
2772,Pasteur III,"DSM 7534, ATCC 12464, CIP 61.10, NCIMB 547, NCTC 547, CCUG 4855, JCM 8144, BCRC 14552, CCM 5743, CECT 965, CN 3790, NCCB 47070",1,1,Clostridium septicum,Clostridium,septicum,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
132376,XA,"DSM 29843, CGMCC 1.15041, JCM 33035",1,1,Cnuibacter physcomitrellae,Cnuibacter,physcomitrellae,1,kanamycin
6002,,"DSM 4741, ATCC 25374, JCM 21022, CCUG 49558, CECT 4278, CIP 104765, IAM 14107, LMG 2217, NBRC 102605, NCIMB 1877",1,1,Cobetia marina,Cobetia,marina,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
5716,1502-91,"DSM 25327, CIP 106119, LMG 14382, CCUG 46148",1,1,Coenonia anatina,Coenonia,anatina,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
,,,,,,,,1,metronidazole
11308,,"CCUG 48868, DSM 17622, LMG 21973, NCCB 100033, TER Ter6, TER 6, UCCCB6, CIP 108645",1,1,Collimonas fungivorans,Collimonas,fungivorans,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
158534,NB097-1,"MCCC 1A11668, KCTC 52554",1,1,Colwellia beringensis,Colwellia,beringensis,1,lincomycin
,,,,,,,,1,penicillin
140622,YSM-23,"KCTC 52213, NBRC 111994",1,1,Colwellia sediminilitoris,Colwellia,sediminilitoris,1,lincomycin
,,,,,,,,1,penicillin g
2928,,"DSM 9155, ATCC 11330, CCUG 17395, LMG 2370, CIP 107986, CCUG 15845",1,1,Comamonas aquatica,Comamonas,aquatica,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
2937,YY287,"DSM 21721, BCRC 17659, LMG 24008",1,1,Comamonas composti,Comamonas,composti,1,gentamicin
,,,,,,,,1,streptomycin
2932,123,"CCUG 44425, KCTC 12931, CCM 7155, DSM 17887, ATCC 700936, CIP 108016",1,1,Comamonas denitrificans,Comamonas,denitrificans,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
,,,,,,,,1,rifampicin
2930,AFG1,"CIP 107987, DSM 16026, CCUG 15333, LMG 3475",1,1,Comamonas kerstersii,Comamonas,kerstersii,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
2929,23310,"DSM 13191, CCT 7062, NCCB 100007, CCUG 45781, CIP 107121",1,1,Comamonas nitrativorans,Comamonas,nitrativorans,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
2936,,"DSM 22023, BCRC 17576, LMG 23579, Dant 3-8",1,1,Comamonas odontotermitis,Comamonas,odontotermitis,1,ampicillin
,,,,,,,,1,penicillin g
,,,,,,,,1,rifampicin
132361,WYH22-41,"DSM 26017, CGMCC 1.12294",1,1,Comamonas phosphati,Comamonas,phosphati,1,bacitracin
,,,,,,,,1,novobiocin
,,,,,,,,1,penicillin g
,,,,,,,,1,rifampicin
,,,,,,,,1,vancomycin
140817,S3,"KEMB 563-466, JCM 31169",1,1,Comamonas sediminis,Comamonas,sediminis,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,penicillin g
,,,,,,,,1,rifampicin
2938,BF-3,"DSM 22523, CCTCC AB 209170, CIP 110332",1,1,Comamonas zonglianii,Comamonas,zonglianii,1,ampicillin
,,,,,,,,1,gentamicin
,,,,,,,,1,penicillin g
,,,,,,,,1,rifampicin
,,,,,,,,1,streptomycin
6455,"Rv4 na, Rv4na","DSM 20184, ATCC 29644, NCIB 11717, CCUG 30671, JCM 1097, BCRC 14043, CECT 571, CIP 103136, KCTC 3681, LMG 9200, NBRC 107150, NCFB 2330, NCIMB 11717, NRRL B-4566, VTT E-991267, NCDO 2330, IMET 11462",1,1,Companilactobacillus farciminis,Companilactobacillus,farciminis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
6578,MT-1077,"CCUG 45370, ATCC BAA-131, CIP 107019, DSM 13961, JCM 10707, KCTC 8903P, KACC 12383, NBRC 106466, NRIC 0493",1,1,Companilactobacillus kimchii,Companilactobacillus,kimchii,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
6628,LP33,"DSM 16982, CIP 108546, TMW 1.1265, JCM 16171, LMG 23510, NBRC 107153, NCIMB 14360",1,1,Companilactobacillus nantensis,Companilactobacillus,nantensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
6577,TB 1,"DSM 13238, JCM 10415, CCUG 43349, LMG 19152, CIP 106794, NBRC 107152, NCIMB 13723",1,1,Companilactobacillus paralimentarius,Companilactobacillus,paralimentarius,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
3036,ID131577,"DSM 14684, JCM 11494, CCUG 47730, CIP 108061, KCTC 19437, KCTC 9949, NBRC 100937",1,1,Conexibacter woesei,Conexibacter,woesei,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
140749,XJNY,"KCTC 52638, MCCC 1H00183",1,1,Confluentibacter citreus,Confluentibacter,citreus,1,ampicillin
,,,,,,,,1,cefotaxime
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,norfloxacin
,,,,,,,,1,ofloxacin
,,,,,,,,1,penicillin g
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
140916,,"KCTC 42777, NBRC 111588, HJM 3",1,1,Confluentibacter lentus,Confluentibacter,lentus,1,ampicillin
,,,,,,,,1,cefalotin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
17910,KT71,"DSM 17192, CECT 7588, NBRC 104960",1,1,Congregibacter litoralis,Congregibacter,litoralis,1,bacitracin
,,,,,,,,1,doxycycline
,,,,,,,,1,lincomycin
,,,,,,,,1,oxacillin
,,,,,,,,1,tetracycline
,,,,,,,,1,vancomycin
140750,,"KCTC 22549, CMPUJ U369, USBA 369",1,1,Consotaella salsifontis,Consotaella,salsifontis,1,metronidazole
,,,,,,,,1,oxacillin
166446,WN38,"KCTC 62602, MCCC 1H00313",1,1,Coraliomargarita sinensis,Coraliomargarita,sinensis,1,norfloxacin
,,,,,,,,1,ofloxacin
,,,,,,,,1,penicillin
3167,,"DSM 44280, ATCC 51403, CCUG 32103, CIP 103499, LCDC 88199, JCM 10390, LMG 19062",1,1,Corynebacterium afermentans,Corynebacterium,afermentans,1,fosfomycin
3169,T 18502,"DSM 44282, ATCC 51404, CCUG 32105, CIP 103500, JCM 10391, LMG 19063",1,1,Corynebacterium afermentans subsp. lipophilum,Corynebacterium,afermentans,1,fosfomycin
3158,,"DSM 44122, CCUG 33426, JCM 11946, ATCC 51966, CCM 4566, CIP 104632, LMG 19072, DMMZ 328T",1,1,Corynebacterium auris,Corynebacterium,auris,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
3207,,"CCUG 57201, CIP 107182, DSM 44701, DPC 5298, LMG S-19264, NCIMB 30130, JCM 12072, LMG 19264",1,1,Corynebacterium casei,Corynebacterium,casei,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
3216,"BIST 13, BS 13, BS13","DSM 44920, CCUG 47525, CECT 5779, CIP 108588, JCM 13388",1,1,Corynebacterium ciconiae,Corynebacterium,ciconiae,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
131684,JZ16,"DSM 100882, CCUG 69192, LMG 29813",1,1,Corynebacterium crudilactis,Corynebacterium,crudilactis,1,ampicillin
,,,,,,,,1,kanamycin
,,,,,,,,1,oxacillin
,,,,,,,,1,streptomycin
,,,,,,,,1,sulfamerazine
,,,,,,,,1,trimethoprim
3092,534,"DSM 20300, ATCC 13032, NCIB 10025, CCUG 27702, CCTM La 2336, JCM 1318, BCRC 11384, CCM 2428, CECT 4157, CGMCC 1.1886, CIP 82.8, HAMBI 2052, IAM 12435, IFO 12168, IMET 10482, IMSNU 10063, IMSNU 21196, KCCM 40245, KCTC 1445, KCTC 9097, LMG 19741, LMG 3730, NBRC 12168, NCCB 70082, NCCB 72028, NCIMB 10025, NRRL B-2784",1,1,Corynebacterium glutamicum,Corynebacterium,glutamicum,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
3223,"7015, D7015","DSM 44953, CGMCC 1.6998, NRRL B-24779, JCM 17491, CIP 110199",1,1,Corynebacterium marinum,Corynebacterium,marinum,1,co-trimoxazole
,,,,,,,,1,nalidixic acid
,,,,,,,,1,nitrofurantoin
,,,,,,,,1,sulfamethizole
,,,,,,,,1,tetracycline
132609,VDS11,"DSM 100104, KCTC 39687, MCC 2722",1,1,Corynebacterium pollutisoli,Corynebacterium,pollutisoli,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,nalidixic acid
,,,,,,,,1,polymyxin b
3172,"Riegel B 77159, B 77159","JCM 12106, DSM 44285, ATCC 51488, CCUG 33048, CIP 103792, LMG 19069",1,1,Corynebacterium propinquum,Corynebacterium,propinquum,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
3116,"Charita a, Charita-a","DSM 20688, ATCC 19412, NCTC 7448, CCUG 27542, JCM 9391, BCRC 10657, CECT 4082, CIP 103421, HAMBI 2321, IFO 15290, NBRC 15290, PCM 2053",1,1,Corynebacterium renale,Corynebacterium,renale,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
3212,"38, Garayzabal 38","DSM 44792, CCUG 46398, CECT 5990, CIP 108094, JCM 12270",1,1,Corynebacterium sphenisci,Corynebacterium,sphenisci,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
3210,"J11, PG 39","DSM 44757, CCUG 45512, CECT 5986, CIP 107875, JCM 12271",1,1,Corynebacterium spheniscorum,Corynebacterium,spheniscorum,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
3078,622,"DSM 20302, ATCC 14403, CCUG 43497, CIP 104228, JCM 11611, NBRC 12144, VKM B-1228, CCTM La2748, NCIMB 565, BCRC 11885, CCM 317, CECT 4275, IFO 12144, KCCM 12153, KCTC 3254, NBIMCC 1435, VKM Ac-2184, CCTM La 2748",1,1,Corynebacterium stationis,Corynebacterium,stationis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
3208,Y-11,"DSM 44721, CIP 105927, IFO 14764, JCM 10555, NBRC 14764, VKM Ac-2071, CCUG 46354, CCUG 44585, LMG 22191",1,1,Corynebacterium terpenotabidum,Corynebacterium,terpenotabidum,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
3206,M935/96/4,"DSM 44614, ATCC BAA-467, CCUG 41823, CIP 106763, JCM 12108, NCIMB 14414",1,1,Corynebacterium testudinoris,Corynebacterium,testudinoris,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
3148,"Armendariz, 1","DSM 7109, ATCC 43042, NCTC 12011, CCUG 18158, JCM 10395, CCM 3975, CECT 4142, CIP 103524, LMG 19041",1,1,Corynebacterium urealyticum,Corynebacterium,urealyticum,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
5250,,"DSM 4482, ATCC 19692, BCRC 12222, CCRC 12222, CCUG 18769, CIP 106872, JCM 1670, LMG 7876, NCIMB 13273, NBRC 105711",1,1,Proteus myxofaciens,Proteus,myxofaciens,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
166367,HX-7-9,"KCTC 72654, CCTCC AB 2019349",1,1,Crenobacter caeni,Crenobacter,caeni,1,ampicillin
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,lincomycin
,,,,,,,,1,neomycin
,,,,,,,,1,penicillin
,,,,,,,,1,rifampicin
,,,,,,,,1,vancomycin
133014,Ery22,"DSM 101481, CGMCC 1.15360",1,1,Croceicoccus mobilis,Croceicoccus,mobilis,1,nalidixic acid
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
133013,Ery9,"DSM 101479, CGMCC 1.15358",1,1,Croceicoccus pelagius,Croceicoccus,pelagius,1,nalidixic acid
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
166514,GM-16,"KACC 19611, KCTC 62423, NBRC 113192",1,1,Croceicoccus ponticola,Croceicoccus,ponticola,1,ampicillin
,,,,,,,,1,lincomycin
,,,,,,,,1,oleandomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
