ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,"Colony size"
166235,WD2A32,"KCTC 52888, MCCC 1H00201",1,1,"Ferruginivarius sediminum",Ferruginivarius,sediminum,0.5-1.0
17033,Rt17-B1,"DSM 5306, ATCC 35602",1,1,"Fervidobacterium nodosum",Fervidobacterium,nodosum,1
166480,TB-66,"CIP 111629, LMG 30660, CCM 8866, DSM 107336",1,1,"Filibacter tadaridae",Filibacter,tadaridae,2-3
140705,CC-YHH650,"BCRC 80935, JCM 31197",1,1,"Filimonas aquilariae",Filimonas,aquilariae,1-2
133141,1458,"NRRL B-65305, LMG 29039",1,1,"Arvibacter aurantiibacter",Arvibacter,aurantiibacter,0.5-1.0
167944,TTM-71,"BCRC 81160, LMG 31017, KCTC 62871",1,1,"Filimonas effusa",Filimonas,effusa,0.5-1.0
132574,772,"DSM 100760, CGMCC 1.15290",1,1,"Filimonas zeae",Filimonas,zeae,0.5
133340,SP5,"LMG 29572, VKM B-3045",1,1,"Fimbriiglobus ruber",Fimbriiglobus,ruber,1.0-2.0
159764,ECD12,"KCTC 52351, JCM 32292",1,1,"Flagellimonas aquimarina",Flagellimonas,aquimarina,1
164473,17J68-12,"JCM 33179, KCTC 62219",1,1,"Flaviaesturariibacter flavus",Flaviaesturariibacter,flavus,4
140292,AW305,"DSM 100282, LMG 29416",1,1,"Flaviaestuariibacter luteus",Flaviaestuariibacter,luteus,1
140957,HY03,"KCTC 52511, JCM 31723",1,1,"Flaviaestuariibacter terrae",Flaviaestuariibacter,terrae,1-2
133199,YS-17,"CCTCC AB 2016053, KCTC 52205",1,1,"Flavihumibacter stibioxidans",Flavihumibacter,stibioxidans,2.0-4.0
140822,MDM-7,"KCTC 42722, CECT 8899",1,1,"Flavimaricola marinus",Flavimaricola,marinus,0.4-1
140759,MBLN091,"KCTC 52527, JCM 31731",1,1,"Flavimarina flava",Flavimarina,flava,1
159790,RB1R16,"CGMCC 1.16126, NBRC 113112",1,1,"Flavipsychrobacter stenotrophus",Flavipsychrobacter,stenotrophus,1
140553,OITF-51,"KCTC 52657, NBRC 112707",1,1,"Flaviramulus aestuariivivens",Flaviramulus,aestuariivivens,0.5-1
166534,X7X,"KCTC 62326, CGMCC 16451",1,1,"Flavisolibacter nicotianae",Flavisolibacter,nicotianae,1.0-3.0
140550,AQ6-291,"CCTCC AB 2016109, KCTC 52491",1,1,"Flavitalea antarctica",Flavitalea,antarctica,1-2
140956,EC2D5,"KCTC 52353, JCM 31796",1,1,"Flavivirga aquimarina",Flavivirga,aquimarina,1
140955,ECD14,"KCTC 52352, JCM 31797",1,1,"Flavivirga eckloniae",Flavivirga,eckloniae,2-3
166415,SSM4.2,"KCTC 72807, MCCC 1K04370",1,1,"Flavobacterium ajazii",Flavobacterium,ajazii,0.8-1.5
24024,IK-1,"DSM 25510, ATCC BAA-2412, CIP 110358",1,1,"Flavobacterium akiainvivens",Flavobacterium,akiainvivens,2
,,,,,,,,2-3
166172,LLJ-11,"BCRC 81124, LMG 30599, KCTC 62514",1,1,"Flavobacterium amnicola",Flavobacterium,amnicola,1.0-1.5
158535,KYPY10,"BCRC 81006, LMG 29727, KCTC 52443",1,1,"Flavobacterium amniphilum",Flavobacterium,amniphilum,1.0-1.8
133125,SM1502,"KCTC 42668, CCTCC AB 2015346",1,1,"Flavobacterium arcticum",Flavobacterium,arcticum,2.0-3.0
140760,A2-1,"CCTCC AB 2017157, KCTC 52644",1,1,"Flavobacterium ardleyense",Flavobacterium,ardleyense,1-2
140858,TTM-43,"BCRC 80913, KCTC 42744, LMG 29004",1,1,"Flavobacterium brevivitae",Flavobacterium,brevivitae,0.3-1.2
167772,AR-3-4,"KEMB 9005-740, KACC 21171, NBRC 113787",1,1,"Flavobacterium cellulosilyticum",Flavobacterium,cellulosilyticum,0.4-0.6
166270,1E403,"KCTC 62960, MCCC 1H00356",1,1,"Flavobacterium cerinum",Flavobacterium,cerinum,1-3
166438,,"KACC 19592, NBRC 113424, IMCC 34759",1,1,"Flavobacterium cheongpyeongense",Flavobacterium,cheongpyeongense,0.5-1
141133,4-T-2,"LMG 28257, CCTCC AB 2014004",1,1,"Flavobacterium collinsense",Flavobacterium,collinsense,0.5-1.0
158744,MVW-23,"BCRC 80978, LMG 29558, KCTC 52234",1,1,"Flavobacterium dispersum",Flavobacterium,dispersum,0.5-1.0
159831,PSI-22,"BCRC 80973, LMG 29553, KCTC 52233",1,1,"Flavobacterium effusum",Flavobacterium,effusum,0.5-1
140682,CB-3,"KEMB 9005-535, KACC 19112, NBRC 112704",1,1,"Flavobacterium flaviflagrans",Flavobacterium,flaviflagrans,2-3
133319,EM1308,"KACC 18113, JCM 30144",1,1,"Flavobacterium gilvum",Flavobacterium,gilvum,2.0-3.0
158810,KTCe-4,"KACC 16613, JCM 18198",1,1,"Flavobacterium hankyongi",Flavobacterium,hankyongi,1.3-2.5
133360,THG-HG1.4,"KACC 18852, CCTCC AB 2016178",1,1,"Flavobacterium hibisci",Flavobacterium,hibisci,2.5-4.0
166439,,"KACC 19591, NBRC 113423, IMCC 34758",1,1,"Flavobacterium hydrophilum",Flavobacterium,hydrophilum,0.5-1
140560,K3R-10,"KCTC 52563, JCM 31220",1,1,"Flavobacterium keumense",Flavobacterium,keumense,1-2
133392,AHQ-46,"BCRC 80889, LMG 28710",1,1,"Flavobacterium lacunae",Flavobacterium,lacunae,0.8-1.2
158745,THG-AG6.4,"KACC 18851, CGMCC 1.16060",1,1,"Flavobacterium limi",Flavobacterium,limi,1.5-4.0
140887,HQQ,"CGMCC 1.15347, KCTC 42935",1,1,"Flavobacterium lutivivi",Flavobacterium,lutivivi,1.8-2.5
158777,Brt-M,"KEMB 9005-692, KACC 19393, JCM 32171",1,1,"Flavobacterium naphthae",Flavobacterium,naphthae,1.0-1.5
140564,R-10-9,"JCM 31673, KACC 18997, KEMB 9005-447",1,1,"Flavobacterium olei",Flavobacterium,olei,1.0-1.5
133311,SP3,"CGMCC 1.12506, NBRC 109717",1,1,"Flavobacterium orientale",Flavobacterium,orientale,2.0-3.0
158626,W201E,"KCTC 52693, MCCC 1K03251, CGMCC 1.16053, JCM 31872",1,1,"Flavobacterium ovatum",Flavobacterium,ovatum,0.1-0.2
141134,KNUS1,"KACC 17692, CECT 8460",1,1,"Flavobacterium paronense",Flavobacterium,paronense,5
158683,SE14,"CCTCC AB 2017225, KCTC 52612",1,1,"Flavobacterium phocarum",Flavobacterium,phocarum,1-2.55
166492,ICH-30,"BCRC 81122, LMG 30579, KCTC 62513",1,1,"Flavobacterium piscinae",Flavobacterium,piscinae,1.2-1.8
140761,EA-12,"CGMCC 1.15345, NBRC 111769",1,1,"Flavobacterium quisquiliarum",Flavobacterium,quisquiliarum,0.5-2.5
166271,LB2P22,"CGMCC 1.11361, NBRC 113777",1,1,"Flavobacterium ranwuense",Flavobacterium,ranwuense,0.6-1.8
159810,TAPY6,"BCRC 81007, LMG 29728, KCTC 52444",1,1,"Flavobacterium riviphilum",Flavobacterium,riviphilum,1-2.5
158690,YSM-43,"KACC 19435, KCTC 62142, NBRC 113020",1,1,"Flavobacterium sediminilitoris",Flavobacterium,sediminilitoris,0.5-1.0
166201,RD-2-33,"KEMB 9005-742, KACC 21178, NBRC 113789",1,1,"Flavobacterium silvisoli",Flavobacterium,silvisoli,1-2
140526,,"KCTC 52245, JCM 31384, IMCC 26223",1,1,"Flavobacterium soyangense",Flavobacterium,soyangense,1.7
141075,G16-7,"CGMCC 1.15461, KCTC 42947",1,1,"Flavobacterium suaedae",Flavobacterium,suaedae,3.0-4.0
166491,BBQ-12,"BCRC 81049, LMG 30051, KCTC 52809",1,1,"Flavobacterium sufflavum",Flavobacterium,sufflavum,1.0-2.0
141064,THG-DN8.8,"KCTC 42726, CCTCC AB 2015295",1,1,"Flavobacterium tyrosinilyticum",Flavobacterium,tyrosinilyticum,0.5-1.5
140502,TTM-46,"BCRC 80914, LMG 29005, KCTC 42745",1,1,"Flavobacterium verecundum",Flavobacterium,verecundum,0.3-1.2
133330,MIB-4,"BCRC 80926, LMG 29292, KCTC 33763",1,1,"Flectobacillus fontis",Flectobacillus,fontis,3.0-6.5
133118,MVW-6,"BCRC 80975, LMG 29555, KCTC 33800",1,1,"Flectobacillus pallidus",Flectobacillus,pallidus,1.3-2.5
158536,HibF3,"LMG 29831, JCM 31735",1,1,"Floricoccus penangensis",Floricoccus,penangensis,1-2
158537,DF1,"LMG 29833, JCM 31733",1,1,"Floricoccus tropicus",Floricoccus,tropicus,1-3
132964,4DR5,"DSM 105135, JCM 19370, KCTC 32475",1,1,"Fluviicoccus keumensis",Fluviicoccus,keumensis,0.6-1.6
166121,MAH-3,"KACC 19742, CGMCC 1.13750",1,1,"Fluviicola chungangensis",Fluviicola,chungangensis,0.4-0.9
158665,CA-1,"KEMB 9005-526, KACC 19148, NBRC 112684",1,1,"Fluviicola kyonggii",Fluviicola,kyonggii,1-2
5588,"M-2Alg 35-1","DSM 15362, KCTC 12365, LMG 23005, KMM 3901, DSM 19837",1,1,"Formosa agariphila",Formosa,agariphila,2-4
133320,AHQ-12,"BCRC 80690, LMG 27847, KCTC 32501, DSM 109231",1,1,"Formosimonas limnophila",Formosimonas,limnophila,0.5-0.9
140267,AT2,"DSM 100451, CSUR P2014",1,1,"Fournierella massiliensis",Fournierella,massiliensis,0.3-1
158273,"DLB, Dho","DSM 106169, NCCB 100648",1,1,"Frateuria defendens",Frateuria,defendens,1-1.5
166983,PL17,"CECT 9407, VKM B-3467",1,1,"Frigoriglobus tundricola",Frigoriglobus,tundricola,1-3
166200,313,"CGMCC 4.7453, DSM 106216",1,1,"Fudania jinshanensis",Fudania,jinshanensis,1
528,,"DSM 15513, ATCC BAA-666, KCTC 12091, CCUG 52903, CIP 108376, HTCC 2506",1,1,"Fulvimarina pelagi",Fulvimarina,pelagi,0.8-1.8
141065,TM-6,"KCTC 42720, CECT 9024",1,1,"Fulvivirga lutimaris",Fulvivirga,lutimaris,0.5-2.0
140888,KEM-8,"KCTC 42198, NBRC 110553",1,1,"Gaetbulibacter aquiaggeris",Gaetbulibacter,aquiaggeris,0.2-1
160169,"JZ R-183","DSM 107700, LMG 30902",1,1,"Galactobacter caseinivorans",Galactobacter,caseinivorans,2
160213,"JZ-R-35, JZ R-35","DSM 107699, LMG 30901",1,1,"Galactobacter valiniphilus",Galactobacter,valiniphilus,2-3
140312,RP51,"DSM 100235, CCM 8606, LMG 28778",1,1,"Galliscardovia ingluviei",Galliscardovia,ingluviei,1.1-2.6
158276,RAM11,"DSM 29853, NCAIM B.02618",1,1,"Gellertiella hungarica",Gellertiella,hungarica,1-2
162600,CC-PW-75,"JCM 19754, BCRC 80759",1,1,"Gemmobacter aestuarii",Gemmobacter,aestuarii,0.5-1
164373,YJ-T1-11,"JCM 32828, KCTC 62715",1,1,"Gemmobacter lutimaris",Gemmobacter,lutimaris,1.5
141098,CAM-8,"KACC 19224, JCM 31905",1,1,"Gemmobacter straminiformis",Gemmobacter,straminiformis,1
1452,"DS1, R-35651","DSM 15726, LMG 23069, VKM B-2301",1,1,"Geobacillus jurassicus",Geobacillus,jurassicus,2.0
166233,1017,"VKM B-3132, KCTC 33986",1,1,"Geobacillus proteiniphilus",Geobacillus,proteiniphilus,2-3
1419,"R-35646, 26","DSM 22, ATCC 12980, CCM 2062, CCUG 26241, IAM 11062, LMG 6939, NBRC 12550, NCIMB 8923, NCTC 10339, VKM B-2231, IFO 12550, NCA 26, JCM 2501, BCRC 11092, CIP 66.23, KCTC 1665, KCTC 1752, NCFB 1768, NRRL B-1172, VKM B-510, VTT E-81128, UCCCB118, NCDO 1768",1,1,"Geobacillus stearothermophilus",Geobacillus,stearothermophilus,0.5-2.0
1433,"LEH-1, R-35636","DSM 5366, ATCC 43513, VKM B-2230",1,1,"Geobacillus thermoleovorans",Geobacillus,thermoleovorans,0.5-5.0
1446,"B-10340, U","DSM 23175, VKM B-2229",1,1,"Geobacillus uzenensis",Geobacillus,uzenensis,1.0
141033,HF401,"KCTC 42595, MCCC 1H00119",1,1,"Geofilum rhodophaeum",Geofilum,rhodophaeum,<1.0
164571,ZLJ0423,"JCM 33470, CGMCC 1.13681",1,1,"Georgenia faecalis",Georgenia,faecalis,1
1771,1A-C,"DSM 14418, CCM 4963, JCM 12241, CIP 107920, NBRC 103560",1,1,"Georgenia muralis",Georgenia,muralis,2
1773,,"DSM 17458, CCTCC AB 204065, KCTC 19029, NBRC 103883, YIM 004, JCM 15130",1,1,"Georgenia ruanii",Georgenia,ruanii,1.1-1.2
157587,NO3,"DSM 105629, LMG 30293",1,1,"Gilliamella apis",Gilliamella,apis,<1
451,"ICO29, C12ST5","DSM 14239, ACAM 615, CIP 105819",1,1,"Glaciecola pallidula",Glaciecola,pallidula,3-5
166145,RP-3-7,"KEMB 9005-731, KACC 21151, NBRC 113769",1,1,"Glaciihabitans arcticus",Glaciihabitans,arcticus,1.0-2.0
164247,GS1,"JCM 32375, BCRC 81091",1,1,"Glaciimonas soli",Glaciimonas,soli,0.5-1.5
234,,"DSM 15739, CCUG 44365, CIP 107175, LMG 18844, GEM 604",1,1,"Globicatella sulfidifaciens",Globicatella,sulfidifaciens,0.5-1.0
53,40,"DSM 7146, ATCC 49207, IFO 3264, NBRC 3264, CIP 104735",1,1,"Gluconobacter frateurii",Gluconobacter,frateurii,1
164440,ZYF765,"JCM 33028, MCCC 1K03554",1,1,"Glycocaulis profundi",Glycocaulis,profundi,0.5-1.0
133133,HKU50,"CCOS 955, CIP 111027, NBRC 111234, NCCP 16210, JCM 31934, NCTC 13704",1,1,"Gordonia hongkongensis",Gordonia,hongkongensis,0.5
1256,B1761,"DSM 18845, CIP 107105, JCM 12212, KCTC 3846, LMG 18422",1,1,"Gottfriedia luciferensis",Gottfriedia,luciferensis,1-5
158259,NEAU-cbsb5,"DSM 100485, CGMCC 1.14993",1,1,"Gottfriedia solisilvae",Gottfriedia,solisilvae,2.5-3.3
2537,9a,"DSM 604, ATCC 7906, IMG 1642, KCTC 5404",1,1,"Gottschalkia acidurici",Gottschalkia,acidurici,1-2
1469,"BH 097","DSM 19028, KCTC 13130",1,1,"Gracilibacillus bigeumensis",Gracilibacillus,bigeumensis,0.5-1.0
1461,T-16x,"DSM 17256, ATCC BAA-1190, CIP 109592, IAM 15263, JCM 21714",1,1,"Gracilibacillus boraciitolerans",Gracilibacillus,boraciitolerans,2.0-3.0
1463,YIM-C55.5,"DSM 17856, CGMCC 1.6303",1,1,"Gracilibacillus halophilus",Gracilibacillus,halophilus,1.0-1.5
1460,NN,"DSM 11805, JCM 10718, ATCC 700849",1,1,"Gracilibacillus halotolerans",Gracilibacillus,halotolerans,2.0
1468,K170,"DSM 23178, CGMCC 1.10681",1,1,"Gracilibacillus kekensis",Gracilibacillus,kekensis,0.5-1.0
1465,,"DSM 19802, CCTCC AA 208015, YIM 91119",1,1,"Gracilibacillus saliphilus",Gracilibacillus,saliphilus,0.5-1.0
1466,TP2-8,"DSM 23862, JCM 15569, PCU 304, TISTR 1881, CGMCC 1.10450",1,1,"Gracilibacillus thailandensis",Gracilibacillus,thailandensis,0.2-0.5
1467,MF38,"DSM 23863, CGMCC 1.7727, JCM 15711",1,1,"Gracilibacillus ureilyticus",Gracilibacillus,ureilyticus,1.0-2.0
140707,WDS2C40,"KCTC 52042, MCCC 1H00135",1,1,"Gracilimonas halophila",Gracilimonas,halophila,1
141066,GHTF-27,"KCTC 52208, NBRC 111992",1,1,"Christiangramia sediminilitoris",Christiangramia,sediminilitoris,1.0-1.5
138,TPB6028,"DSM 22516, LMG 25274, VKM B-2571",1,1,"Granulicella aggregans",Granulicella,aggregans,<3.0
139,OB1010,"DSM 22464, LMG 25275",1,1,"Granulicella paludicola",Granulicella,paludicola,<4.0
137,TPB6011,"DSM 21001, VKM B-2509",1,1,"Granulicella pectinivorans",Granulicella,pectinivorans,<3.0
136,"T4, TPO-1014","DSM 18704, ATCC BAA-1396, TPO 1014",1,1,"Granulicella rosea",Granulicella,rosea,<3.0
22901,MP5ACTX9,"DSM 23138, ATCC BAA-1859",1,1,"Granulicella tundricola",Granulicella,tundricola,1
168512,2DFW10M-5,"NBRC 113049, KACC 19316",1,1,"Gryllotalpicola protaetiae",Gryllotalpicola,protaetiae,1
6091,204,"DSM 6132, ATCC 49870",1,1,"Guyparkeria halophila",Guyparkeria,halophila,1-3
6092,R3,"DSM 7121, ATCC 51453",1,1,"Guyparkeria hydrothermalis",Guyparkeria,hydrothermalis,1-3
140661,YC6258,"NBRC 109345, KCCM 43015",1,1,"Gynuella sunshinyii",Gynuella,sunshinyii,0.5-1
158505,FJAT-45385,"DSM 104651, CCTCC AB 2016263",1,1,"Halalkalibacter urbisdiaboli",Halalkalibacter,urbisdiaboli,1.6
168511,LZ-16-2,"KCTC 62344, CCTCC AB 2017229",1,1,"Haliea alexandrii",Haliea,alexandrii,0.5-1.2
158634,HF004,"KCTC 42395, MCCC 1H00127",1,1,"Pseudohalioglobus lutimaris",Pseudohalioglobus,lutimaris,0.5-0.8
162366,SWO25,"JCM 19018, CIP 110583",1,1,"Haloarcula sebkhae",Haloarcula,sebkhae,2-6
1347,AD-6,"DSM 18198, CGMCC 1.3703, CIP 109013, JCM 12771",1,1,"Halobacillus aidingensis",Halobacillus,aidingensis,1.0-2.0
1355,FP5,"DSM 18525, ATCC BAA-1361",1,1,"Halobacillus alkaliphilus",Halobacillus,alkaliphilus,1.0-2.0
130201,NEAU-ST10-40,"DSM 25866, CGMCC 1.12153",1,1,"Halobacillus andaensis",Halobacillus,andaensis,2.0-3.5
1348,D-8,"DSM 18199, CGMCC 1.3704, JCM 12772, CIP 109012",1,1,"Halobacillus dabanensis",Halobacillus,dabanensis,3.0-4.0
1344,"X78, MA-2, MA-2T","DSM 14948, CIP 108359, LMG 21515",1,1,"Halobacillus karajensis",Halobacillus,karajensis,2.0
1349,"JS-Hb7, IS-Hb7","DSM 18393, JCM 14155, CIP 109650",1,1,"Halobacillus kuroshimensis",Halobacillus,kuroshimensis,1.5-2.5
1350,"JS-Hb4, IS-Hb4","DSM 18394, JCM 14154, CIP 109643",1,1,"Halobacillus profundi",Halobacillus,profundi,1.5-2.5
1351,"HSL-3, SL-3","DSM 18897, CIP 108052, JCM 11546, KCCM 41590, CGMCC 1.3705, KCTC 3842",1,1,"Halobacillus salinus",Halobacillus,salinus,2.0-3.0
1356,,"DSM 21185, KCTC 13236, JSM 078133",1,1,"Halobacillus salsuginis",Halobacillus,salsuginis,1.0-2.0
1354,ISL-50,"DSM 22302, CCUG 54358, KCTC 13145",1,1,"Halobacillus seohaensis",Halobacillus,seohaensis,1.5-2.0
1346,MSS-402,"DSM 17110, KCTC 3957, JCM 12929",1,1,"Halobacillus yeomjeoni",Halobacillus,yeomjeoni,1.0-2.0
166103,ZY21,"CGMCC 1.16343, NBRC 113439",1,1,"Halobellus captivus",Halobellus,captivus,0.3
164159,HArcel1,"JCM 31941, UNIQEM U975",1,1,"Halococcoides cellulosivorans",Halococcoides,cellulosivorans,1
159820,ZJ1,"CGMCC 1.16025, NBRC 112867, JCM 34382",1,1,"Halococcus salsus",Halococcus,salsus,0.3
133412,XJ16,"KCTC 42259, MCCC 1H00120, CICC 23817",1,1,"Halofilum ochraceum",Halofilum,ochraceum,0.5
132386,ZC-CMC3,"DSM 103556, CCTCC AB 2013104, JCM 19210, KCTC 15321",1,1,"Haloimpatiens lingqiaonensis",Haloimpatiens,lingqiaonensis,0.5-1
167389,"H22, NRRC 113 231","CGMCC 1.16291, NBRC 113231",1,1,"Halomicrococcus hydrotolerans",Halomicrococcus,hydrotolerans,1
158800,MC28,"KCTC 52999, MCCC 1K03343",1,1,"Halomonas endophytica",Halomonas,endophytica,1-2
140921,JJ-M1,"KACC 18117, JCM 30151",1,1,"Halomonas garicola",Halomonas,garicola,1.5-3.5
159818,,"NBRC 111829, KCTC 42974, SYSU ZJ2214",1,1,"Halomonas litopenaei",Halomonas,litopenaei,2-4
133225,Q1U,"CGMCC 1.15122, KCTC 42517",1,1,"Halomonas lutescens",Halomonas,lutescens,0.5-4.0
166357,204,"MCCC 1H00366, KCTC 62957",1,1,"Halomonas marinisediminis",Halomonas,marinisediminis,0.8
158384,G8648,"DSM 105749",1,1,"Halomonas nigrificans",Halomonas,nigrificans,1-3
168332,EAR18,"CECT 9077, LMG 29859",1,1,"Halomonas radicis",Halomonas,radicis,1
158650,LCB169,"CGMCC 1.15818, KCTC 52618",1,1,"Halomonas saliphila",Halomonas,saliphila,1-2
166135,,"MTCC 12313, LMG 30344, SBS 10",1,1,"Halomonas sambharensis",Halomonas,sambharensis,1.5-2.0
133160,CPS11,"KACC 18262, NBRC 110636",1,1,"Halomonas sediminicola",Halomonas,sediminicola,0.8-1.2
140845,BZ-SZ-XY27,"JCM 30202, CGMCC 1.12917, DSM 29014",1,1,"Halomonas urumqiensis",Halomonas,urumqiensis,1-2
166473,"IBRC-M 11204, F13-13","CECT 9386",1,1,"Halonotius aquaticus",Halonotius,aquaticus,0.3-0.4
133245,MK62-1,"JCM 30442, KCTC 4214",1,1,"Haloparvum alkalitolerans",Haloparvum,alkalitolerans,<2.0
140835,,"CGMCC 1.14998, JCM 30891, Dys DYS4",1,1,"Haloparvum sedimenti",Haloparvum,sedimenti,1
163805,CBA1112,"JCM 30475, KCCM 43224",1,1,"Haloplanus rubicundus",Haloplanus,rubicundus,0.2-1.0
166246,"IBRC-M 11176, F13-25","CECT 9384",1,1,"Halorientalis pallida",Halorientalis,pallida,1
141136,,"CECT 8745, IBRC-M 10233, CB Cb34",1,1,"Halorubrum halodurans",Halorubrum,halodurans,0.5-1
140642,PJ61,"CGMCC 1.15212, JCM 30955",1,1,"Halorubrum pallidum",Halorubrum,pallidum,1.0-2.0
140565,Y73,"CGMCC 1.15503, JCM 31271",1,1,"Halorubrum trueperi",Halorubrum,trueperi,2-3
141118,DC8,"IBRC-M 10911, CECT 8793",1,1,"Halomicrobium urmianum",Halomicrobium,urmianum,1.0-2.0
163855,LT12,"JCM 30667, CGMCC 1.14941",1,1,"Halostella limicola",Halostella,limicola,1
140566,H13,"BCRC 910151, NBRC 111885",1,1,"Natrinema mahii",Natrinema,mahii,1-2
6089,"c2, ParkerX, X, X (X44)","DSM 15147, NCIMB 8539, CIP 104769",1,1,"Halothiobacillus neapolitanus",Halothiobacillus,neapolitanus,1-2
159765,L53,"KCTC 62247, MCCC 1H00246",1,1,"Hanstruepera ponticola",Hanstruepera,ponticola,1-2
132644,V20-281a,"DSM 100433, CECT 8892",1,1,"Harryflintia acetispora",Harryflintia,acetispora,1-3
2601,"Weinberg, LRA 050 07 85","DSM 2158, ATCC 19401, BCRC 10644, CCUG 4854, CIP 103713, CN 1693, JCM 1403, NCIMB 503, NCTC 503, CECT 4109, KCTC 5010",1,1,"Hathewaya histolytica",Hathewaya,histolytica,0.5-2
2613,"A 46","DSM 1400, ATCC 25620, ATCC 25760, NCIB 10638, CCUG 24037, VPI 2700, JCM 1427, BCRC 14513, CECT 4329, NCIMB 10638",1,1,"Hathewaya limosa",Hathewaya,limosa,1-4
2648,CG,"DSM 3090, ATCC 49002",1,1,"Hathewaya proteolytica",Hathewaya,proteolytica,1.5
141061,"A 19","DSM 28990, LMG 28471",1,1,"Helicobacter apri",Helicobacter,apri,7-8
140997,LA220,"CGMCC 1.15928, KCTC 52577",1,1,"Henriciella pelagia",Henriciella,pelagia,1.0-2.0
159766,shQ-4,"CFCC 14641, KCTC 52804, LMG 52804",1,1,"Herbaspirillum piri",Herbaspirillum,piri,0.5-1
158710,HZ10,"JCM 31754, CCTCC AB 2014352",1,1,"Herbaspirillum robiniae",Herbaspirillum,robiniae,3-5
132646,SD1D,"DSM 100831, CECT 8959",1,1,"Herbinix luporum",Herbinix,luporum,2-5
133102,CC-YTH161,"BCRC 80936, JCM 31199",1,1,"Humibacter aquilariae",Humibacter,aquilariae,1-2
140819,R1-20,"KCTC 39614, JCM 31015",1,1,"Humibacter soli",Humibacter,soli,1-1.8
166146,Soil36-7,"MCCC 1A12105, KCTC 62334",1,1,"Hydrocarboniclastica marina",Hydrocarboniclastica,marina,2-3
141037,CC-KL-3,"BCRC 80937T, JCM 31216, BCRC 80937",1,1,"Hydrogenophaga aquatica",Hydrogenophaga,aquatica,1-2
159697,HMF3095,"KCTC 52398, NBRC 112669",1,1,"Hymenobacter aquatilis",Hymenobacter,aquatilis,4-6
164676,BRD72,"JCM 33837, KCTC 72649",1,1,"Hymenobacter baengnokdamensis",Hymenobacter,baengnokdamensis,1-2
140614,WW84,"JCM 19493, KCTC 32530",1,1,"Hymenobacter coalescens",Hymenobacter,coalescens,1-2
140596,P5239,"LMG 29441, CCM 8649",1,1,"Hymenobacter coccineus",Hymenobacter,coccineus,1-2
158592,POA9,"KCTC 52270, JCM 31658",1,1,"Hymenobacter defluvii",Hymenobacter,defluvii,2-3
166209,NL,"KCTC 62521, CCTCC AB 2018028",1,1,"Hymenobacter edaphi",Hymenobacter,edaphi,1-1.5
140598,P5086,"LMG 29440, CCM 8648",1,1,"Hymenobacter glacialis",Hymenobacter,glacialis,1.5
133140,B1909,"JCM 30596, CGMCC 1.12990",1,1,"Hymenobacter glacieicola",Hymenobacter,glacieicola,0.5-1.5
158673,ANT-18,"BCRC 80966, LMG 29477, KCTC 52166",1,1,"Hymenobacter gummosus",Hymenobacter,gummosus,3.5
166198,P6312,"CCM 8763, LMG 30612",1,1,"Hymenobacter humicola",Hymenobacter,humicola,1-2
140597,P3150,"LMG 29435, CCM 8643",1,1,"Hymenobacter lapidarius",Hymenobacter,lapidarius,1
164559,KIGAM108,"JCM 33444, KCTC 72263",1,1,"Hymenobacter lutimineralis",Hymenobacter,lutimineralis,1
140836,KJ035,"KCTC 42854, CECT 9069",1,1,"Hymenobacter marinus",Hymenobacter,marinus,1.2
140922,XF-6R,"KCTC 42733, CCTCC AB 2015206",1,1,"Hymenobacter monticola",Hymenobacter,monticola,1-1.5
140680,LYH-12,"BCRC 80919, LMG 29171, KCTC 42898",1,1,"Hymenobacter pallidus",Hymenobacter,pallidus,4.2-5
140889,KBP-30,"LMG 27293, KCTC 32237, KCTC 52533",1,1,"Hymenobacter paludis",Hymenobacter,paludis,2.2-3.5
158732,M2,"CCTCC AB 2017185, KCTC 62120",1,1,"Hymenobacter profundi",Hymenobacter,profundi,1-2
158705,TAPP3,"BCRC 80979, LMG 29559, KCTC 52236",1,1,"Hymenobacter rivuli",Hymenobacter,rivuli,1.5-2.5
166359,BT18,"KCTC 62610, NBRC 114380",1,1,"Hymenobacter russus",Hymenobacter,russus,5
133390,K2-33028,"CCTCC AB 2016091, KCTC 52447",1,1,"Hymenobacter rutilus",Hymenobacter,rutilus,2.0-3.0
140561,POB6,"KCTC 52271, JCM 31659",1,1,"Hymenobacter tenuis",Hymenobacter,tenuis,2-7
140468,WM6,"MCCC 1K03222, KCTC 52487",1,1,"Hyphobacterium vulgare",Hyphobacterium,vulgare,0.1-0.2
140765,HSF6,"MCCC 1K03223, KCTC 52486, DSM 109355",1,1,"Hyphococcus flavus",Hyphococcus,flavus,1-2
168571,T58,"KCTC 72081, MCCC 1H00359",1,1,"Hyunsoonleella flava",Hyunsoonleella,flava,1.0-1.5
133333,FA042,"KCTC 42398, MCCC 1H00110",1,1,"Hyunsoonleella rubra",Hyunsoonleella,rubra,0.5-1.0
141120,KBP-31,"BCRC 80524, KCTC 32238",1,1,"Ideonella paludis",Ideonella,paludis,0.8-1.2
140803,201-F6,"NBRC 110686, TISTR 2288, DSM 112585",1,1,"Piscinibacter sakaiensis",Piscinibacter,sakaiensis,0.5-1
