"","ID","designation_header","strain_number_header","is_type_strain_header","is_type_strain","species","Temperature_for_growth"
"6977",3967,"InO4","DSM 3383, ATCC 43938",1,1,"Desulfobacterium indolicum","28"
"6978",3978,"PhO1","DSM 3384, ATCC 43956",1,1,"Desulfobacula phenolica","28"
"6979",3979,"","DSM 7467, Tol 2",1,1,"Desulfobacula toluolica","28"
"6980",4136,"CVL","DSM 8436, JCM 16814",1,1,"Desulfobaculum senezii","37"
"6981",4178,"P1","DSM 24233, CGMCC 1.5166",1,1,"Desulfobaculum xiamenense","22-44"
"6982",NA,"","",NA,NA,"","35"
"6983",4000,"ASO4-4","DSM 22078, UNIQEM U759",1,1,"Desulfobotulus alkaliphilus","30"
"6984",159198,"PAR22N","DSM 105758, JCM 32146",1,1,"Desulfobotulus mexicanus","30"
"6985",3999,"","DSM 2055, ATCC 33892, VKM B-1803, Lindhorst (1pa3)",1,1,"Desulfobotulus sapovorans","30"
"6986",130283,"APS1","DSM 24258, UNIQEM U900",1,1,"Desulfobulbus alkaliphilus","30"
"6987",4002,"FP","DSM 2908, ATCC 43118",1,1,"Desulfobulbus elongatus","35"
"6988",133072,"Prop6","DSM 103420, JCM 31535",1,1,"Desulfobulbus oligotrophicus","35"
"6989",4004,"","DSM 2032, ATCC 33891, Lindhorst (1pr3)",1,1,"Desulfobulbus propionicus","37"
"6990",4013,"M16","DSM 8777, ATCC 700652",1,1,"Desulfobulbus rhabdoformis","30"
"6991",4019,"SB164P1","DSM 10523",1,1,"Desulfocapsa sulfexigens","25"
"6992",4018,"Bra2","DSM 7269",1,1,"Desulfocapsa thiozymogenes","30"
"6993",24791,"SCBM","DSM 28127, JCM 19826",1,1,"Desulfocarbo indianensis","30"
"6994",3966,"NZva20","DSM 3882, JCM 39068",1,1,"Desulfocastanea catecholica","28"
"6995",3980,"GSL-But2","DSM 11763, ATCC 700426, CIP 106097",1,1,"Desulfocella halophila","30"
"6996",3977,"NAV-1","DSM 2650, JCM 12294",1,1,"Desulfocicer niacini","30"
"6997",3968,"IbRM","DSM 3385, JCM 12295",1,1,"Desulfocicer vacuolatum","30"
"6998",3982,"KMRActS","DSM 5651",1,1,"Desulfococcus biacutus","30"
"6999",3981,"Göttingen (1be1)","DSM 2059, ATCC 33890",1,1,"Desulfococcus multivorans","35"
"7000",22991,"JHA1","DSM 21856, JCM 16085",1,1,"Desulfoconvexum algidum","0-20"
"7001",NA,"","",NA,NA,"","15"
"7002",140353,"NAW-5","DSM 102911, NBRC 112242",1,1,"Desulfocucumis palustris","18-48"
"7003",NA,"","",NA,NA,"","28"
"7004",4071,"Benghazi","DSM 2603, ATCC 19996, NCIMB 8401, VKM B-1757",1,1,"Desulfocurvibacter africanus","30"
"7005",4171,"SR-1, LS","DSM 23860, JCM 15510, KCTC 5649",1,1,"Desulfocurvibacter africanus subsp. uniflagellum","20-40"
"7006",NA,"","",NA,NA,"","37"
"7007",23898,"","DSM 26129, JCM 18546, Olac 40",1,1,"Desulfocurvus thunnarius","20-50"
"7008",NA,"","",NA,NA,"","37"
"7009",4069,"VNs36","DSM 17965, JCM 14038, AS As36, AS 36",1,1,"Desulfocurvus vexinensis","20-50"
"7010",NA,"","",NA,NA,"","37"
"7011",3986,"P2","DSM 15249, ATCC BAA-815",1,1,"Desulfofaba fastidiosa","05-33"
"7012",NA,"","",NA,NA,"","30"
"7013",3984,"PSv29","DSM 12344",1,1,"Desulfofaba gelida","-1.8-10"
"7014",NA,"","",NA,NA,"","5"
"7015",3985,"P1","DSM 12642, ATCC 700811",1,1,"Desulfofaba hansenii","30"
"7016",11789,"5575","DSM 771, ATCC 49208, VKM B-1644",1,1,"Desulfofarcimen acetoxidans","37"
"7017",24301,"SR45","DSM 26801, NBRC 109411",1,1,"Desulfolucanica intricata","28-58"
"7018",NA,"","",NA,NA,"","45"
"7019",169773,"DRH4","DSM 113455, JCM 39248",1,1,"Desulfoferrobacter suflitae","37"
"7020",3987,"LSv21","DSM 12345",1,1,"Desulfofrigus fragile","-1.8-27"
"7021",NA,"","",NA,NA,"","8"
"7022",3988,"ASv26","DSM 12341",1,1,"Desulfofrigus oceanense","-1.8-16"
"7023",NA,"","",NA,NA,"","8"
"7024",11821,"AB33","DSM 11792, ACM 3917, KCTC 15817, JCM 34022",1,1,"Desulfofundulus australicus","65"
"7025",11804,"17","DSM 6115, VKM B-1805",1,1,"Desulfofundulus kuznetsovii","60"
"7026",11824,"SLT","DSM 12396, SMCC W644",1,1,"Desulfofundulus luciae","55"
"7027",11827,"V21","DSM 14956, CIP 107984",1,1,"Desulfofundulus solfataricus","60"
"7028",11803,"CAMZ","DSM 5813, NBRC 112756",1,1,"Desulfofundulus thermoacetoxidans","55"
"7029",11805,"TSB","DSM 6193, ATCC 49756",1,1,"Desulfofundulus thermobenzoicus","60"
"7030",11826,"TPO","DSM 14055",1,1,"Desulfofundulus thermobenzoicus subsp. thermosyntrophicus","55"
"7031",11818,"ST90","DSM 10259, NBRC 112757",1,1,"Desulfofundulus thermocisternus","60"
"7032",11830,"RL50JIII","DSM 16057, JCM 13837",1,1,"Desulfofundulus thermosubterraneus","60"
"7033",4020,"PerGlyS","DSM 9705",1,1,"Desulfofustis glycolicus","28"
"7034",16678,"ALDC","DSM 18185, ATCC BAA-1302, JCM 13588",1,1,"Desulfoglaeba alkanexedens","30"
"7035",133051,"SM40","DSM 28693, JCM 19994",1,1,"Desulfogranum aggregans","35"
"7036",4015,"Pro1","DSM 18378, JCM 14043",1,1,"Desulfogranum japonicum","15-35"
"7037",NA,"","",NA,NA,"","30"
"7038",NA,"","",NA,NA,"","35"
"7039",4017,"3pr10","DSM 2058, JCM 13489",1,1,"Desulfogranum marinum","30"
"7040",4014,"86FS1","DSM 13871, JCM 15784",1,1,"Desulfogranum mediterraneum","20"
"7041",4043,"HR100, HR<SUB>100</SUB>","DSM 5692, JCM 16813, ATCC 49708",1,1,"Desulfohalobium retbaense","35"
"7042",11822,"S1","DSM 12257, ATCC 700784, VKM B-2192",1,1,"Desulfofalx alkaliphila","50"
"7043",11820,"","DSM 11559, ATCC 700650, SEBR 3139",1,1,"Desulfohalotomaculum halophilum","30"
"7044",23186,"LINDBHT1","DSM 23769, JCM 17209",1,1,"Desulfovectis peckii","50-65"
"7045",NA,"","",NA,NA,"","55"
"7046",NA,"","",NA,NA,"","60"
"7047",130524,"TGB60-1","DSM 29799, JCM 18733, KCTC 4534",1,1,"Desulforadius tongensis","50"
"7048",4159,"RT2","DSM 16529, JCM 12612",1,1,"Desulfohalovibrio alkalitolerans","16-47"
"7049",NA,"","",NA,NA,"","40"
"7050",158486,"L21-Syr-AB","DSM 26903, JCM 18662",1,1,"Desulfohalovibrio reitneri","35"
"7051",3998,"","DSM 19427, JCM 14721, MSL 71",1,1,"Desulfoluna butyratoxydans","10-35"
"7052",NA,"","",NA,NA,"","30"
"7053",3997,"AA1","DSM 17682, ATCC BAA-1256",1,1,"Desulfoluna spongiiphila","20-37"
"7054",NA,"","",NA,NA,"","28"
"7055",4103,"ThAcO1","DSM 3696, ATCC 43913, VKM B-1764",1,1,"Desulfolutivibrio sulfodismutans","35"
"7056",160636,"J.3.6.1-H.7","DSM 106783, NBRC 113989",1,1,"Desulfolutivibrio sulfoxidireducens","30"
"7057",160637,"J.5.4.2-L.4.2.8, J.5.4.2-L4.2.8","DSM 107105, NBRC 113990",1,1,"Desulfolutivibrio sulfoxidireducens","15-37"
"7058",NA,"","",NA,NA,"","30"
"7059",167961,"KT2","DSM 111364, JCM 34118",1,1,"Desulfomarina profundi","35"
"7060",4061,"ADR26","DSM 19191, JCM 14714",1,1,"Desulfomicrobium aestuarii","35"
"7061",4053,"1105","DSM 5918, VKM B-1804",1,1,"Desulfomicrobium apsheronum","30"
"7062",4051,"X","DSM 4028, VKM B-1378, CCUG 34229",1,1,"Desulfomicrobium baculatum","30"
"7063",4057,"","DSM 10707, ATCC 51164, ESC 1",1,1,"Desulfomicrobium escambiense","30"
"7064",4052,"M-9","DSM 4194, VKM B-1598",1,1,"Desulfomicrobium macestii","35"
"7065",4058,"","DSM 1741, NCIMB 8310, Norway 4",1,1,"Desulfomicrobium norvegicum","30"
"7066",4059,"NY678","DSM 12838, JCM 17150",1,1,"Desulfomicrobium orale","37"
"7067",4060,"ADR21","DSM 19190, JCM 14713",1,1,"Desulfomicrobium salsuginis","35"
"7068",16666,"DCB-1","DSM 6799, ATCC 49306",1,1,"Desulfomonile tiedjei","37"
"7069",131408,"APT3","DSM 29847, UNIQEM U992",1,1,"Desulfonatronobacter acetoxydans","37"
"7070",130281,"APT2","DSM 24257, UNIQEM U853",1,1,"Desulfonatronobacter acidivorans","30"
"7071",NA,"","",NA,NA,"","35-38"
"7072",4046,"","DSM 19491, UNIQEM U275, AHT 6",1,1,"Desulfonatronospira delicata","30"
"7073",133075,"ASO3-2","DSM 100427, UNIQEM U993",1,1,"Desulfonatronospira sulfatiphila","30"
"7074",NA,"","",NA,NA,"","33.0-35.0"
"7075",4047,"ASO3-1","DSM 19093, UNIQEM U234",1,1,"Desulfonatronospira thiodismutans","30"
"7076",4038,"HTR1","DSM 24312, UNIQEM U802",1,1,"Desulfonatronovibrio halophilus","30"
"7077",4034,"Z-7935","DSM 9292",1,1,"Desulfonatronovibrio hydrogenovorans","15-43"
"7078",NA,"","",NA,NA,"","30"
"7079",4037,"","DSM 24400, UNIQEM U844, AHT 22",1,1,"Desulfonatronovibrio magnus","30"
"7080",4036,"","DSM 21540, UNIQEM U754, AHT 9",1,1,"Desulfonatronovibrio thiodismutans","30"
"7081",22992,"HSRB-L1, HSRB-L, HTRB-L","DSM 24646, UNIQEM U799",1,1,"Desulfonatronum alkalitolerans","30"
"7082",23897,"Ki5","DSM 26308, VKM B-2477",1,1,"Desulfonatronum buryatense","35"
"7083",4065,"Z-7999","DSM 16749, VKM B-2329",1,1,"Desulfonatronum cooperativum","15-40"
"7084",NA,"","",NA,NA,"","35"
"7085",4063,"Z-7951","DSM 10312",1,1,"Desulfonatronum lacustre","37"
"7086",158308,"PAR180","DSM 103602, JCM 31598",1,1,"Desulfonatronum parangueonense","15-40"
"7087",NA,"","",NA,NA,"","35"
"7088",4066,"ASO4-1","DSM 21337, UNIQEM U756",1,1,"Desulfonatronum thioautotrophicum","30"
"7089",4064,"","DSM 14708, ATCC BAA-395, MLF 1, CIP 107913",1,1,"Desulfonatronum thiodismutans","15-48"
"7090",NA,"","",NA,NA,"","35"
"7091",NA,"","",NA,NA,"","37"
"7092",4067,"ASO4-2","DSM 21338, UNIQEM U757",1,1,"Desulfonatronum thiosulfatophilum","30"
"7093",130285,"AI915-01","DSM 26338, VKM B-2744",1,1,"Desulfonatronum zhilinae","35"
"7094",4040,"TeSt","DSM 4206, JCM 13028",1,1,"Desulfonauticus autotrophicus","55"
"7095",4039,"6N","DSM 15269, CIP 107713",1,1,"Desulfonauticus submarinus","45"
"7096",3991,"","DSM 9680, Tokyo 01",1,1,"Desulfonema ishimotonii","28"
"7097",11773,"GKNTAU","DSM 11270, ATCC 700533",1,1,"Desulfonispora thiosulfatigenes","30"
"7098",4031,"","DSM 18488, JCM 14042, MSL 86",1,1,"Desulfopila aestuarii","10-40"
"7099",NA,"","",NA,NA,"","30"
"7100",4032,"JS_SRB250Lac","DSM 19738, NBRC 103921",1,1,"Desulfopila inferna","10-35"
"7101",NA,"","",NA,NA,"","28"
"7102",131347,"Pf12B","DSM 28890, NBRC 110391",1,1,"Desulfoplanes formicivorans","45"
"7103",130284,"KoBa311","DSM 28570, KCTC 15441",1,1,"Desulfoprunum benzoelyticum","30"
"7104",3965,"HRM2","DSM 3382, ATCC 43914",1,1,"Desulforapulum autotrophicum","25"
"7105",3992,"Mb1Pa","DSM 13527, ATCC BAA-134",1,1,"Desulforegula conservatrix","25"
"7106",16675,"ASRB1","DSM 10338",1,1,"Desulforhabdus amnigena","37"
"7107",4028,"S'pore T1","DSM 12130",1,1,"Desulforhopalus singaporensis","28"
"7108",4021,"ltk 10","DSM 9700",1,1,"Desulforhopalus vacuolatus","15"
"7109",4001,"PropA","DSM 17721, VKM B-2385",1,1,"Desulfosalsimonas propionicica","15-40"
"7110",NA,"","",NA,NA,"","37"
"7111",140361,"PL12","DSM 103901, JCM 31728",1,1,"Desulfosarcina alkanivorans","18-37"
"7112",NA,"","",NA,NA,"","30"
"7113",3994,"480","DSM 7267, JCM 12296, VKM B-1975",1,1,"Desulfosarcina cetonica","30"
"7114",3995,"oXyS1","DSM 13228, JCM 12297",1,1,"Desulfosarcina ovata","30"
"7115",159613,"28bB2T","DSM 23484, NBRC 106234",1,1,"Desulfosarcina ovata subsp. sediminis","17-37"
"7116",NA,"","",NA,NA,"","28"
"7117",3993,"Montpellier (3be13)","DSM 2060, VKM B-1627",1,1,"Desulfosarcina variabilis","30"
"7118",140360,"PP31","DSM 103921, JCM 31729",1,1,"Desulfosarcina widdelii","20-37"
"7119",NA,"","",NA,NA,"","28"
"7120",NA,"","",NA,NA,"","30"
"7121",16679,"USBA-053","DSM 22027, KCTC 5670, USBA 53",1,1,"Desulfosoma caldarium","50-62"
"7122",NA,"","",NA,NA,"","55"
"7123",16680,"SPDX02-08","DSM 22937, JCM 16410",1,1,"Desulfosoma profundi","55"
"7124",3949,"B331","DSM 10085",1,1,"Desulfospira joergensenii","25"
"7125",130523,"M1","DSM 27692, JCM 19471",1,1,"Desulfosporosinus acididurans","30"
"7126",11781,"SJ4","DSM 22704, JCM 16185",1,1,"Desulfosporosinus acidiphilus","30"
"7127",11777,"OREX-4","DSM 13351, ATCC 700205",1,1,"Desulfosporosinus auripigmenti","28"
"7128",23183,"BSREI1","DSM 24089, JCM 17380",1,1,"Desulfosporosinus burensis","05-30"
"7129",NA,"","",NA,NA,"","25"
"7130",140297,"63.6F","DSM 101609, JCM 31106",1,1,"Desulfosporosinus fructosivorans","10-20"
"7131",NA,"","",NA,NA,"","15"
"7132",NA,"","",NA,NA,"","18"
"7133",11780,"343","DSM 8344, VKM B-2003",1,1,"Desulfosporosinus hippei","05-37"
"7134",NA,"","",NA,NA,"","30"
"7135",11779,"STP12","DSM 15449, JCM 12239",1,1,"Desulfosporosinus lacus","28"
"7136",NA,"","",NA,NA,"","30"
"7137",11776,"S10","DSM 13257, ATCC BAA-275, KCTC 12902, NCIMB 13706",1,1,"Desulfosporosinus meridiei","28"
"7138",140296,"59.4B","DSM 101608, JCM 31105",1,1,"Desulfosporosinus nitroreducens","25"
"7139",NA,"","",NA,NA,"","4-30"
"7140",11774,"","DSM 765, ATCC 19365, NCIMB 8382, VKM B-1628, Singapore I",1,1,"Desulfosporosinus orientis","30"
"7141",11778,"JW/YJL-B18","DSM 17734, ATCC BAA-1261",1,1,"Desulfosporosinus youngiae","35"
"7142",3970,"Hxd3","DSM 6200, JCM 39069",1,1,"Desulfosudis oleivorans","28"
"7143",4029,"LSv514","DSM 12342",1,1,"Desulfotalea arctica","-1.8-26"
"7144",NA,"","",NA,NA,"","8"
"7145",4030,"LSv54","DSM 12343",1,1,"Desulfotalea psychrophila","-1.8-19"
"7146",NA,"","",NA,NA,"","8"
"7147",158353,"3408-1","DSM 105356, VKM B-3183",1,1,"Desulfothermobacter acidiphilus","42-70"
"7148",NA,"","",NA,NA,"","55"
"7149",4042,"TD3","DSM 13418, JCM 12298",1,1,"Desulfothermus naphthae","55"
"7150",NA,"","",NA,NA,"","60"
"7151",4041,"TFISO9","DSM 17375, JCM 13304",1,1,"Desulfothermus okinawensis","35-60"
"7152",NA,"","",NA,NA,"","50"
"7153",NA,"","",NA,NA,"","55"
"7154",3950,"SAX","DSM 7044",1,1,"Desulfotignum balticum","30"
"7155",3952,"FiPS-3","DSM 13687, OCM 818",1,1,"Desulfotignum phosphitoxidans","30"
"7156",3953,"H3","DSM 18732, ATCC BAA-1460",1,1,"Desulfotignum toluenicum","16-35"
"7157",NA,"","",NA,NA,"","30"
"7158",11819,"9","DSM 10349, NBRC 112752",1,1,"Desulforamulus aeronauticus","37"
"7159",132676,"Bs105","DSM 24088, JCM 31386",1,1,"Desulforamulus aquiferis","30-45"
"7160",NA,"","",NA,NA,"","37"
"7161",NA,"","",NA,NA,"","42"
"7162",23185,"A5LFS102","DSM 23699, JCM 14036, MTCC 7767",1,1,"Desulfotomaculum defluvii","25-42"
"7163",NA,"","",NA,NA,"","30"
"7164",140524,"GSS09","KCTC 15523, MCCC 1K01254",1,1,"Desulforamulus ferrireducens","30-55"
"7165",NA,"","",NA,NA,"","50-55"
"7166",11832,"","DSM 18033, JCM 13992, LAM Lam5, LAM 5",1,1,"Desulforamulus hydrothermalis","40-60"
"7167",NA,"","",NA,NA,"","55"
"7168",11792,"","DSM 574, ATCC 19858, ATCC 19998, CIP 111238, NCIMB 8395, WDCM 00081, Delft 74",1,1,"Desulfotomaculum nigrificans","55"
"7169",132677,"Bs107","DSM 24093, JCM 31387",1,1,"Desulforamulus profundi","30-60"
"7170",NA,"","",NA,NA,"","45"
"7171",11823,"TH-11","DSM 12395, SMCC W459, CCUG 55205, ATCC 700427, OCM 459",1,1,"Desulforamulus putei","55"
"7172",NA,"","",NA,NA,"","55-64"
"7173",132391,"MI-1","DSM 100696, ATCC BAA-1160",1,1,"Desulforamulus reducens","37"
"7174",11800,"DL","DSM 2154, ATCC 23193, NCIMB 8452",1,1,"Desulforamulus ruminis","37"
"7175",4045,"11-6","DSM 18834, VKM B-2364",1,1,"Desulfovermiculus halophilus","37"
"7176",4044,"EtOH3","DSM 17720, VKM B-2384",1,1,"Desulfovermiculus utahensis","30"
"7177",4135,"ALA-3","DSM 12254",1,1,"Desulfovibrio aminophilus","37"
"7178",130286,"BD4, KhaledBd4","DSM 28904, JCM 30146",1,1,"Desulfovibrio biadhensis","35"
"7179",4146,"LVform1","DSM 15816, JCM 12178",1,1,"Salidesulfovibrio brasiliensis","30"
"7180",4130,"","DSM 11391, STL 1",1,1,"Desulfovibrio cuneatus","28"
"7181",4073,"Essex 6","DSM 642, ATCC 29577, NCIMB 8307, VKM B-1799, CCUG 34226, CIP 107039",1,1,"Desulfovibrio desulfuricans","30"
"7182",NA,"","",NA,NA,"","37"
"7183",4082,"8601","DSM 4123",1,1,"Desulfovibrio giganteus","30"
"7184",158496,"K3S","DSM 100341, VKM B-2877",1,1,"Desulfovibrio gilichinskyi","25"
"7185",4134,"","DSM 10711, HHQ 20",1,1,"Desulfovibrio inopinatus","30"
"7186",4128,"KMS2","DSM 11275",1,1,"Desulfovibrio intestinalis","30"
"7187",4172,"FSRs","DSM 23315, ATCC BAA-2083",1,1,"Maridesulfovibrio lacusfryxellense","20"
"7188",4176,"H1, H<sub>1</sub>","DSM 19129, CCUG 54389",1,1,"Desulfovibrio legallii","20-40"
"7189",NA,"","",NA,NA,"","35"
"7190",4132,"","DSM 11393, STL 6",1,1,"Desulfovibrio litoralis","28"
"7191",4133,"P1B","DSM 11498",1,1,"Desulfovibrio oxyclinae","30"
"7192",4070,"","DSM 749, ATCC 29098, JCM 12224, VPI 11112, VPI C3-23",1,1,"Desulfovibrio piger","37"
"7193",159346,"PG-178-WT-4","DSM 105247, JCM 34370",1,1,"Desulfovibrio porci","37"
"7194",4167,"JS, JS1","DSM 19430, JCM 14597, KCTC 5573",1,1,"Desulfovibrio psychrotolerans","10-50"
"7195",NA,"","",NA,NA,"","25"
"7196",158350,"P1BSR","DSM 101510, JCM 31065",1,1,"Maridesulfovibrio salinus","15-45"
"7197",NA,"","",NA,NA,"","30"
"7198",4120,"XVI","DSM 4141, JCM 16812",1,1,"Desulfovibrio simplex","37"
"7199",4173,"SJI1","DSM 23528",1,1,"Desulfovibrio singaporenus","37"
"7200",160224,"HN2","DSM 101010, NBRC 112213",1,1,"Desulfovibrio subterraneus","35"
"7201",4105,"Hildenborough","DSM 644, ATCC 29579, NCIMB 8303, VKM B-1760, CCUG 34227, CIP 107040",1,1,"Nitratidesulfovibrio vulgaris","37"
"7202",4139,"lac","DSM 11974",1,1,"Desulfovibrio zosterae","25"
"7203",16676,"TsuAS1","DSM 12016",1,1,"Desulfovirga adipica","30"
"7204",16849,"RL80JIV","DSM 16036, JCM 13928",1,1,"Desulfovirgula thermocuniculi","61-80"
"7205",NA,"","",NA,NA,"","70"
"7206",4179,"A63","DSM 5264, ATCC 51451",1,1,"Desulfurella acetivorans","55"
"7207",132457,"TR1","DSM 29984, JCM 30680",1,1,"Desulfurella amilsii","20-52"
"7208",NA,"","",NA,NA,"","50"
"7209",4183,"K-119","DSM 10409, ATCC 700655",1,1,"Desulfurella kamchatkensis","50"
"7210",4180,"RH-8","DSM 8415",1,1,"Desulfurella multipotens","55"
"7211",4182,"U-8","DSM 10410, ATCC 700656",1,1,"Desulfurella propionica","50"
"7212",18134,"","DSM 24608, UNIQEM U855, AHT 28",1,1,"Desulfuribacillus alkaliarsenatis","30"
"7213",133400,"MLFW-2","DSM 28709, JCM 30866, ATCC PTA-120556",1,1,"Desulfuribacillus stibiiarsenatis","10-43"
"7214",NA,"","",NA,NA,"","34"
"7215",NA,"","",NA,NA,"","35"
"7216",2498,"","DSM 22071, UNIQEM U758, AHT 11",1,1,"Desulfurispira natronophila","30"
"7217",2496,"SR 1","DSM 18274, JCM 15827, UNIQEM U250",1,1,"Desulfurispirillum alkaliphilum","28"
"7218",NA,"","",NA,NA,"","30"
"7219",2497,"S5","DSM 22839, ATCC BAA-1389",1,1,"Desulfurispirillum indicum","28"
"7220",11840,"RA50E1","DSM 16022, JCM 14018",1,1,"Desulfurispora thermophila","40-67"
"7221",NA,"","",NA,NA,"","50"
"7222",4033,"","DSM 19089, UNIQEM U267, AHT 2",1,1,"Desulfurivibrio alkaliphilus","30"
"7223",17643,"SL22","DSM 15668, JCM 12129",1,1,"Desulfurobacterium atlanticum","70"
"7224",161268,"","JCM 12825",1,1,"Desulfurobacterium crinifex","60"
"7225",140298,"K6013","DSM 101677, MCCC 1A01868",1,1,"Desulfurobacterium indicum","40-75"
"7226",NA,"","",NA,NA,"","65"
"7227",17644,"SL17","DSM 15522, JCM 12127",1,1,"Desulfurobacterium pacificum","75"
"7228",17641,"BSA","DSM 11699",1,1,"Desulfurobacterium thermolithotrophum","70"
"7229",132728,"","DSM 3822, JCM 9188",1,1,"Desulfurococcus amylolyticus","90"
"7230",4198,"O7/1","DSM 2162, ATCC 35584, JCM 9187",1,1,"Desulfurococcus mucosus","85"
"7231",4229,"2873","DSM 1397, ATCC 51529",1,1,"Desulfuromonas acetexigens","30"
"7232",4226,"11070, South Orkney Island","DSM 684",1,1,"Desulfuromonas acetoxidans","30"
"7233",130287,"ICBM","DSM 29759, JCM 30471",1,1,"Desulfuromonas carbonis","30"
"7234",4236,"TT4B","DSM 12431, ATCC 700295",1,1,"Desulfuromonas chloroethenica","30"
"7235",4237,"BB1","DSM 15941, ATCC BAA-778",1,1,"Desulfuromonas michiganensis","25"
"7236",4235,"SDBY1","DSM 12391, ATCC 51701",1,1,"Desulfuromonas palmitatis","37"
"7237",4238,"112","DSM 16958, JCM 12927",1,1,"Desulfuromonas svalbardensis","-2.0-20"
"7238",NA,"","",NA,NA,"","14"
"7239",NA,"","",NA,NA,"","15"
"7240",4234,"NZ27","DSM 8987",1,1,"Desulfuromonas thiophila","28"
"7241",4208,"Gyprop","DSM 7345",1,1,"Desulfuromusa bakii","30"
"7242",4210,"102","DSM 16956, JCM 12926",1,1,"Desulfuromusa ferrireducens","-2.0-23"
"7243",NA,"","",NA,NA,"","15"
"7244",4206,"Kysw2","DSM 7343",1,1,"Desulfuromusa kysingii","30"
"7245",4209,"Gylac","DSM 8270",1,1,"Desulfuromusa succinoxidans","30"
"7246",16697,"","DSM 19026, UNIQEM U266, AHT 1",1,1,"Dethiobacter alkaliphilus","30"
"7247",132452,"SPR","DSM 100305, JCM 30857",1,1,"Dethiosulfatarculus sandiegensis","15-45"
"7248",NA,"","",NA,NA,"","30"
"7249",17983,"C/G2","DSM 17477, JCM 13356, NBRC 101112",1,1,"Dethiosulfatibacter aminovorans","15-37"
"7250",NA,"","",NA,NA,"","28"
"7251",NA,"","",NA,NA,"","30"
"7252",17774,"SR15","DSM 12590, JCM 15823",1,1,"Dethiosulfovibrio acidaminovorans","28"
"7253",169561,"F2B","DSM 112078, KCTC 25378",1,1,"Dethiosulfovibrio faecalis","30"
"7254",17771,"WS 100","DSM 12537, JCM 15824",1,1,"Dethiosulfovibrio marinus","30"
"7255",17770,"","DSM 11002, JCM 15826, SEBR 4207",1,1,"Dethiosulfovibrio peptidovorans","42"
"7256",17773,"SR12","DSM 12538, JCM 15825",1,1,"Dethiosulfovibrio russensis","30"
"7257",17775,"","DSM 21565, KCTC 5659, USBA 82",1,1,"Dethiosulfovibrio salsuginis","20-40"
"7258",NA,"","",NA,NA,"","30"
"7259",133463,"","CCM 7427, MTCC 8594, IPL 15",1,1,"Devosia albogilva","05-45"
"7260",6170,"","DSM 24953, CCM 7426, MTCC 8593, IPL 18",1,1,"Devosia chinhatensis","05-40"
"7261",133163,"HJR-2","KCTC 52211, NBRC 112271",1,1,"Devosia confluentis","30"
"7262",NA,"","",NA,NA,"","4-35"
"7263",133462,"","CCM 7425, MTCC 8590, IPL 20",1,1,"Devosia crocina","05-32"
"7264",133408,"S37","TBRC 5145, LMG 29420",1,1,"Devosia elaeis","10-45"
"7265",130809,"9b","DSM 8908, ATCC 23634, IAM 14252, NCIMB 12775, VKM B-1376, JCM 21106, NBRC 102409",1,1,"Devosia enhydra","25"
"7266",NA,"","",NA,NA,"","30"
"7267",24104,"E84","DSM 25750, CCM 8398, CIP 110375, LMG 26909",1,1,"Devosia epidermidihirudinis","25"
"7268",NA,"","",NA,NA,"","28"
"7269",6169,"BD-c194","DSM 19414, KCTC 22082",1,1,"Devosia geojensis","30"
"7270",NA,"","",NA,NA,"","30-35"
"7271",6172,"Cr4-44","DSM 23846, CGMCC 1.10691, LMG 26051",1,1,"Devosia glacialis","1-20"
"7272",NA,"","",NA,NA,"","20"
"7273",141130,"THG-MM1","KACC 18281, CCTCC AB 2015121",1,1,"Devosia humi","18-30"
"7274",164309,"IO390501","JCM 32636, CCTCC AB 2018070, CGMCC 1.13555",1,1,"Devosia indica","30"
"7275",NA,"","",NA,NA,"","4-45"
"7276",6167,"DS-56","DSM 17955, KCTC 12821",1,1,"Devosia insulae","10-31"
"7277",NA,"","",NA,NA,"","25"
"7278",6165,"","DSM 17137, CIP 109005, LMG 22951",1,1,"Devosia limi","28"
"7279",NA,"","",NA,NA,"","30"
"7280",164276,"CM5-1","JCM 32509, CGMCC 1.13553",1,1,"Devosia naphthalenivorans","30"
"7281",NA,"","",NA,NA,"","5-30"
"7282",135098,"","CIP 108397, CECT 5650, LMG 21357",1,1,"Devosia neptuniae","30"
"7283",NA,"","",NA,NA,"","5-45"
"7284",162476,"","JCM 19305, KCTC 32437",1,1,"Devosia pacifica","30"
"7285",6173,"Cr7-05","DSM 22950, CGMCC 1.10210, CIP 110130",1,1,"Devosia psychrophila","1-20"
"7286",NA,"","",NA,NA,"","10"
"7287",NA,"","",NA,NA,"","15"
"7288",6164,"4R3337, Merck & Co. 4R3337, 4 R 3337","DSM 7230, ATCC 9526, CCEB 535, CCM 1979, CIP 59.10, IAM 14524, IFO 3140, LMG 2277, NBRC 3140, NCIB 8177, JCM 13427, BCRC 11904, CCUG 1825, IFO 13584, JCM 21244, NBRC 13584, NCIMB 8177, NRIC 0826, NRRL B-2463, NRRL B-784",1,1,"Devosia riboflavina","28"
"7289",NA,"","",NA,NA,"","30"
"7290",6166,"GH2-10","DSM 17780, KACC 11509",1,1,"Devosia soli","28"
"7291",6168,"HST3-14","DSM 23447, JCM 14206, KCTC 12772, CGMCC 1.10441",1,1,"Devosia soli","20-42"
"7292",NA,"","",NA,NA,"","28"
