ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,Motility
163910,T6517-1-4b,"JCM 30935, NCIMB 15007, CIP 111922",1,1,Bordetella tumulicola,0
14311,"DN127, DN 127","DSM 17990, CIP 109136",1,1,Borrelia bissettiae,1
14310,"CA446, CA 446","DSM 17989, ATCC BAA-2689, CIP 109133",1,1,Borrelia californiensis,1
14313,"CA28, CA28-91","DSM 17992, CIP 109135",1,1,Borrelia lanei,1
167521,"CA690, TSD-160","ATCC TSD-160, DSM 107169",1,1,Borrelia maritima,1
14308,IST7,"DSM 16138, JCM 11958",1,1,Borrelia turcica,1
166197,,"LMG 31125, RCAM 04680",1,1,Bosea caraganae,1
1788,34614,"DSM 21596, CCUG 43111, CIP 106338",1,1,Bosea eneae,1
1791,R-46060,"DSM 26656, CCUG 61247, LMG 26379",1,1,Bosea lathyri,1
1792,R-45681,"DSM 26673, CCUG 61248, LMG 26383",1,1,Bosea lupini,1
1789,63287,"DSM 21079, CCUG 43117, CIP 106336",1,1,Bosea massiliensis,1
1787,,"CCUG 55772, DSM 13099, ATCC 700918, CIP 106457, AMX 51",1,1,Bosea minatitlanensis,1
166471,1131,"NRRL B-65405, LMG 30034",1,1,Bosea psychrotolerans,1
1793,R-46070,"DSM 26672, CCUG 61249, LMG 26381",1,1,Bosea robiniae,1
1786,BI-42,"DSM 9653, CCUG 55771, ATCC 700366",1,1,Bosea thiooxidans,1
1790,34635,"DSM 21229, CCUG 43114, CIP 106340, CCUG 43114 T",1,1,Bosea vestrisii,1
166437,,"KCTC 52794, NBRC 112957, SYSU D60016",1,1,Botryobacter ruber,0
140290,VUL4_1,"DSM 104050, CGMCC 4.7370",1,1,Boudabousia liubingyangii,0
174,M1749/98/1,"DSM 15383, CCUG 41710, CIP 106509",1,1,Boudabousia marimammalium,0
158436,VUL4_3,"DSM 103436, CGMCC 4.7369",1,1,Boudabousia tangfeifanii,0
188,R2014,"DSM 19116, CCUG 46092, CIP 107668",1,1,Bowdeniella nasicola,0
133432,W3-3A,"CGMCC 1.7086, LMG 24568, MCCC 1A01018",1,1,Bowmanella pacifica,1
3909,,"DSM 10672, CNRZ 925, CCUG 50349, CCM 4520, ATCC 700067, LMG 19551, CIP 104811, JCM 11607, IAM 14578, IFO 16118, NBRC 16118, NCIMB 13431",1,1,Brachybacterium alimentarium,0
3911,R-5509,"DSM 14564, LMG 20336, CCUG 50350, JCM 12138, CIP 108248",1,1,Brachybacterium fresconis,0
140947,THG-S15-4,"KCTC 39563, CCTCC AB 2015116, JCM 31742",1,1,Brachybacterium horti,0
3914,"C3H-21, C3H 21-2","DSM 15460, CCM 7047, JCM 14117, CCUG 50159, CCUG 50352, CIP 108210, DSM 14560",1,1,Brachybacterium muris,0
3903,"35, IMV-Ac 752","DSM 9573, IMV Ac-752, JCM 11648, CIP 104813, IAM 14582, IFO 15384, LMG 19549, NBRC 15384",1,1,Brachybacterium nesterenkovii,0
3915,phenol-A,"DSM 22299, BCRC 17589, JCM 15157, LMG 23707",1,1,Brachybacterium phenoliresistens,0
3908,H-6S,"DSM 10240, ATCC 51844, IFO 15203, NBRC 15203, JCM 11650, CIP 104398, IAM 14584, KCTC 9917, LMG 19848, NCIMB 13338, VKM Ac-1976",1,1,Brachybacterium rhamnosum,0
3913,R-5647,"DSM 14566, LMG 20354, CCUG 50347, JCM 12139, CIP 108249, LMG 20345",1,1,Brachybacterium sacelli,0
3917,JG 06,"DSM 23186, IMCC 252, JCM 19544",1,1,Brachybacterium saurashtrense,0
133630,M-6-3,"KACC 14221, JCM 16464",1,1,Brachybacterium squillarum,0
3910,,"CCUG 50353, CCM 4521, DSM 10673, CNRZ 926, JCM 11610, ATCC 700068, CIP 104812, IAM 14579, IFO 16119, LMG 19552, NBRC 16119, NCIMB 13430",1,1,Brachybacterium tyrofermentans,0
3916,JB,"DSM 18832, CGMCC 1.6508, LMG 23926, JCM 15471",1,1,Brachybacterium zhongshanense,0
2909,AIMA4,"DSM 19884, LMG 24400",1,1,Brachymonas chironomi,0
137694,,"CIP 105681, ATCC 51933",1,1,Brachyspira alvinipulli,1
137701,PWS/A,"CIP 105833, ATCC 51140",1,1,Brachyspira intermedia,1
17852,56-150,"DSM 12563, ATCC 51284, CIP 105832",1,1,Brachyspira murdochii,1
343,LGM 19451,"DSM 13743, LMG 19451, NCIMB 13739, CCUG 47103, RKI 99-01984, CIP 107426",1,1,Brackiella oedipodis,0
166188,39S1MB,"LMG 29934, HAMBI 3680",1,1,Bradyrhizobium amphicarpaeae,1
1812,BTA-1,"DSM 16623, ATCC BAA-1002, CFNE 1008, LMG 22265",1,1,Bradyrhizobium canariense,1
1805,3I1b6,"DSM 30131, ATCC 10324, CCUG 27876, LMG 6138, CECT 530, JCM 20679, BCRC 13518, BCRC 80814, CCTM La 3681, CIP 106093, HAMBI 2314, IAM 12608, ICMP 2864, NBRC 14783, NCIMB 11477, NRRL B-4507, NRRL L-241, NZP 5549, OUT 30002, USDA 505, VKM B-1967",1,1,Bradyrhizobium japonicum,1
173145,ESG 2281,"CIP 104858, NBRC 100396",1,1,Bradyrhizobium liaoningense,0
141148,10-May,"LMG 28789, DSM 100300, NTCCM 0017",1,1,Bradyrhizobium namibiense,1
1784,S58,"DSM 12412, ATCC 43045, JCM 1494, LMG 10732, NCIMB 12151, CCUG 57401, CCBAU 101025",1,1,Bradyrhizobium oligotrophicum,1
159767,,"LMG 30283, DSM 105795, NTCCM 0019, WR 4",1,1,Bradyrhizobium ripae,1
132365,2-Jul,"DSM 100297, LMG 28791, NTCCM 0018, DSMZ 100297",1,1,Bradyrhizobium vignae,1
134681,,"CIP 108027, CFNEB 101, CCBAU 10071",1,1,Bradyrhizobium yuanmingense,0
22967,BM,"DSM 24659, JCM 16868",1,1,Brassicibacter mesophilus,1
4309,,"CCUG 48887, ICMP 12481, ATCC 700181, CIP 104916, DSM 11811, NCPPB 3934, PVFi 20",1,1,Brenneria alni,1
166420,gBX10-1-2,"CFCC 11842, KCTC 42840",1,1,Brenneria corticis,1
22995,R-43656,"DSM 27058, BCC 845, FRB 141, LMG 26270, NCPPB 4484",1,1,Brenneria goodwinii,1
4306,"EN 101, WC1","CCUG 48853, NCPPB 564, CIP 105198, LMG 2694, CFBP 3616, ICMP 1578, DSM 30175, ATCC 13028",1,1,Brenneria nigrifluens,0
140740,D8-10-2-5,"CFCC 11935, KCTC 42841",1,1,Brenneria populi subsp. brevivirga,1
140739,D9-5,"CFCC 11963, KCTC 42088",1,1,Brenneria populi,1
4307,533c,"DSM 4483, ATCC 29291, ICPB ER 103, NCPPB 2020, PDDCC 1915, CIP 105203, CFBP 3619, ICMP 1915, LMG 2709",1,1,Brenneria rubrifaciens,1
4308,BS 1027,"DSM 30166, ATCC 15712, EX 2, NCPPB 447, CCUG 48855, CIP 105204, LMG 2698, CFBP 802",1,1,Brenneria salicis,1
11416,"13, NRS-1219","DSM 6348, ATCC 51663, CCUG 31345, NRRL NRS-1219, LMG 15103, NRS 1219, JCM 9067, CCM 4535, CGMCC 1.3103, CIP 104002, IFO 15538, KCTC 3573, LMG 15598, NBRC 15538",1,1,Brevibacillus agri,1
11441,PDF25,"DSM 24395, LMG 26289",1,1,Brevibacillus aydinogluensis,1
11421,"B4, NRS-818","DSM 6347, ATCC 51668, CIP 104545, IFO 15714, JCM 9022, NBRC 15714, CCUG 51058, NRRL NRS-818, LMG 16009, NRS 818, CGMCC 1.3102",1,1,Brevibacillus borstelensis,1
11402,"27B, 604","DSM 30, ATCC 8246, CCM 2050, JCM 2503, LMG 16703, NCIB 9372, NCTC 2611, CCUG 7413, NRS 604, BCRC 14682, CECT 5, CGMCC 1.3098, CIP 52.86, IFO 15304, KCTC 3743, LMG 7123, NBRC 15304, NCIMB 9372, NRRL B-14602, NRRL NRS-604, NRRL NRS-819, VKM B-503, NCDO 1770",1,1,Brevibacillus brevis,1
11425,"NRRL-NRS 664, NRS-664","DSM 8445, ATCC 51661, CCUG 31347, NRRL NRS-664, NRS 664, JCM 9071, CGMCC 1.3104, CIP 104003, IFO 15540, KCTC 3863, KCTC 3887, LMG 15106, LMG 15603, NBRC 15540",1,1,Brevibacillus centrosporus,1
11423,"HPD 52, HPD52","DSM 8552, ATCC 51359, CIP 103838, IFO 15518, JCM 8505, NBRC 15518, CCUG 51061, NRRL B-23247, LMG 15968, CGMCC 1.3099, KCTC 3836, NCIMB 13345",1,1,Brevibacillus choshinensis,1
11440,CJ71,"DSM 23904, JCM 15716, KACC 13381",1,1,Brevibacillus fluminis,1
132387,PDF4,"DSM 100115, NCCB 100559",1,1,Brevibacillus gelatini,1
11438,,"DSM 21346, KCTC 13938, LMG 23403, Gsoil 3088",1,1,Brevibacillus ginsengisoli,1
133398,,"ACCC 06527, JCM 30849, LAM 0312, KCTC 43189",1,1,Brevibacillus halotolerans,1
11436,"B2156, C3774, B2156T","DSM 16423, CIP 106911, LMG 18962, NCIMB 13772, JCM 12215",1,1,Brevibacillus invocatus,0
11437,"R-12315, B-1657","DSM 18918, CIP 108307, KCTC 13000, LMG 22481, Logan B-1657",1,1,Brevibacillus levickii,0
,,,,,,1
11435,L13,"DSM 6472, NRRL NRS-887, NRS 887, CIP 108411",1,1,Brevibacillus limnophilus,1
23172,DA2,"DSM 26674, JCM 15774, NCIMB 14531",1,1,Brevibacillus nitrificans,1
11439,,"DSM 22869, JCM 15085, KCTC 13206, DCY 35",1,1,Brevibacillus panacihumi,1
132383,,"DSM 29928, CPCC 100738, YIM 78300, JCM 30638",1,1,Brevibacillus sediminis,1
11409,BT2,"DSM 7064, MIM 30.8.38, CCUG 54929, CIP 105255, CIP 105298, HSCC 624",1,1,Brevibacillus thermoruber,1
1868,,"DSM 18261, CCTCC AB 206112, KCTC 19173, YIM 90718, JCM 15617",1,1,Brevibacterium album,0
,,,,,,1
133819,"KEMC41-098, A1","JCM 17537, KACC 15558, KEMC 41-098",1,1,Brevibacterium ammoniilyticum,0
1863,KC,"DSM 20426, ATCC 9175, NCDO 739, NCIB 8546, JCM 2590, BCRC 10379, CCUG 12159, CCUG 23574, CECT 76, CIP 63.12, IAM 1902, IFO 12171, IMET 10996, KCTC 3084, LMG 22546, NBRC 12171, NCIMB 8546, VKM Ac-2111",1,1,Brevibacterium aurantiacum,0
1855,280/80,"DSM 15880, CCUG 43455, CIP 106532, JCM 11680, NCIMB 703055, BCRC 16989, NCFB 3055",1,1,Brevibacterium avium,0
1834,CMD1,"DSM 20657, ATCC 35513, NCDO 2048, CCUG 29001, JCM 2594, BCRC 12214, CCM 4100, CECT 4161, CGMCC 1.1930, CIP 102111, IFO 14812, IMET 10997, KCTC 3082, KCTC 3085, NBRC 14812, NCIMB 702048, VKM Ac-2114, IAM 2594",1,1,Brevibacterium casei,0
1861,F-77,"DSM 15453, CIP 108809, JCM 13521, KMM 3637, ATCC BAA-809, LMG 21950",1,1,Brevibacterium celere,0
23808,"2C6-41, 2C6-41N","DSM 27938, JCM 17458, KCTC 19800",1,1,Brevibacterium daeguense,0
1838,C705,"DSM 20660, ATCC 35514, NCDO 2286, CCUG 30540, NCTC 11083, JCM 2593, BCRC 12215, CCM 4098, CECT 4162, CGMCC 1.1929, CIP 102110, IFO 14811, IMET 10998, KCTC 3090, LMG 21455, NBRC 14811, NCIMB 702286, VKM Ac-2108, VTT E-032416",1,1,Brevibacterium epidermidis,0
159885,BS05,"KACC 18875, LMG 29562, JCM 30949",1,1,Brevibacterium hankyongi,0
130226,SJ5-8,"DSM 29217, JCM 18571, KACC 16911",1,1,Brevibacterium jeotgali,0
1842,"56b, 56-B","DSM 20425, ATCC 9172, NCIB 9909, CCUG 47677, CIP 101125, IMET 11075, JCM 1327, NCIMB 9909, BCRC 10631, CECT 69, CGMCC 1.1890, HAMBI 2038, IAM 12437, IFO 12142, IMSNU 12001, KCTC 9099, LMG 21451, MTCC 268, NBRC 12142, NRRL B-4210, VKM Ac-2112, VTT E-94529",1,1,Brevibacterium linens,0
1856,CF87,"DSM 15022, CCUG 46604, CIP 108129, JCM 12367, CCM 7149",1,1,Brevibacterium luteolum,0
1867,HFW-26,"DSM 18964, JBRI 2001, KCTC 19221, JCM 15618",1,1,Brevibacterium marinum,0
1848,"E2cr, 669","DSM 9583, ATCC 49030, CCUG 37313, JCM 11682, CIP 104342",1,1,Brevibacterium mcbrellneri,0
1866,BBH7,"DSM 21578, IAM 15353, JCM 21798, LMG 23457, BCRC 16991, NCIMB 14558, CIP 109608",1,1,Brevibacterium oceani,0
1850,"A37/73, 37/73","DSM 10718, NCFB 3053, CCUG 37257, ATCC 700348, JCM 11683, CCM 4573, CIP 105044, IFM 10522, NCIMB 703053, DMMZ 1634",1,1,Brevibacterium otitidis,0
1851,"CF62, CF 62","CCUG 45688, DSM 13657, LMG 19814, JCM 11567, ATCC BAA-616, IFM 10521, CIP 107270",1,1,Brevibacterium paucivorans,0
1864,,"DSM 21546, JCM 13318, LMG 22207, UCM Ac-413, VKM Ac-2280, BCRC 16990, CIP 109095",1,1,Brevibacterium permense,0
1860,R-5391,"DSM 16132, CIP 108823, LMG 22061, JCM 13319",1,1,Brevibacterium picturae,0
1870,TP12,"DSM 21720, JCM 17808, NCCB 100255",1,1,Brevibacterium pityocampae,0
1869,20,"DSM 21258, CCUG 56047, JCM 19110",1,1,Brevibacterium ravenspurgense,0
1872,,"DSM 24775, CCTCC AB 208328, JCM 15900, KCTC 19616, TRM 415",1,1,Brevibacterium salitolerans,0
1865,SST-8,"DSM 19451, KCCM 42316, NRRL B-41420, JCM 14546",1,1,Brevibacterium samyangense,1
1871,01-Je-003,"DSM 22082, CCM 7649, CCUG 57423, JCM 30489",1,1,Brevibacterium sandarakinum,0
1852,"CF63, CF 63","DSM 15677, CCUG 47857, CIP 108479, JCM 13386, LMG 23173",1,1,Brevibacterium sanguinis,0
133018,FXJ8.269,"DSM 102229, CGMCC 1.15472, JCM 32488",1,1,Brevibacterium sediminis,0
22937,MB18,"DSM 23676, LMG 25772, JCM 30994",1,1,Brevibacterium siliguriense,0
22938,MN-6-a,"DSM 24850, JCM 17779",1,1,Brevibacterium yomogidense,0
133971,DC2c-G4,"NBRC 108608, CIP 110457",1,1,Brevifollis gellanilyticus,0
132620,Ac_11_E3,"DSM 27934, LMG 28618",1,1,Brevitalea aridisoli,0
132621,Ac_16_C4,"DSM 29892, LMG 28995, LMG 29713",1,1,Brevitalea deliciosa,0
133873,TAR-001,"JCM 18150, CECT 8073, CIP 110627",1,1,Brevundimonas abyssalis,1
140885,NHI-13,"KEME 9005-016, KACC 18249, JCM 30385",1,1,Brevundimonas albigilva,1
2318,EMB102,"DSM 17977, KCTC 12609",1,1,Brevundimonas aveniformis,1
2303,,"DSM 4726, ATCC 15254, CB 7, CIP 101031, KCTC 12439, LMG 15096",1,1,Brevundimonas bacteroides,0
133379,FDRGB2b,"DSM 29841, NCAIM B.02621",1,1,Brevundimonas balnearis,1
2321,J22,"DSM 25335, JCM 15911, KCTC 22177",1,1,Brevundimonas basaltis,1
133414,GTAE24,"LMG 29500, CECT 9126",1,1,Brevundimonas canariensis,1
2298,Pickett K-248,"DSM 7234, ATCC 11568, CCEB 513, CCEB 516, CCM 2657, CCTM 1850, CCUG 1187, CCUG 1256, CCUG 1427, CECT 317, CIP 63.27, CNCTC Ps170/79, HNCMB 173005, IAM 1513, IMET 10409, JCM 2788, LMG 2088, LMG 2089, NCIB 9393, NCTC 8545, NRRL B-1496, USCC 1337, VKM B-893, AJ 2067, Hugh 342, Komagata KS 0016, BCRC 11894, CGMCC 1.1798, IAM 12691, IFO 12697, KCTC 12488, LMG 1793, NBRC 12697, NCIMB 9393, VKM B-1297",1,1,Brevundimonas diminuta,1
167374,LA-55,"LMG 30850, KACC 19639",1,1,Brevundimonas fluminis,1
158618,CA-15,"KEMB 9005-528, KACC 19106, NBRC 112677",1,1,Brevundimonas humi,1
2304,,"DSM 4732, ATCC 15262, CB 63, CIP 106444, KCTC 12440",1,1,Brevundimonas intermedia,1
2312,KSL-102,"DSM 17033, CIP 109906, JCM 12928, KCTC 12380",1,1,Brevundimonas kwangchunensis,1
2319,DS-18,"DSM 23960, JCM 14602, KCTC 12871",1,1,Brevundimonas lenta,1
166488,NS26,"CGMCC 1.13680, NBRC 113554",1,1,Brevundimonas lutea,1
2311,"V4.30.10, V4.BO.10","DSM 14878, CIP 107934, LMG 21911, KCTC 12441",1,1,Brevundimonas mediterranea,0
2320,BIO-TAS2-2,"DSM 23858, CCUG 57609, KCTC 22631",1,1,Brevundimonas naejangsanensis,1
2310,W1-2B,"DSM 14572, GTC 1043, JCM 11415, CGMCC 1.7035, CIP 108442, KCTC 12493",1,1,Brevundimonas nasdae,0
,,,,,,1
2305,,"DSM 4735, ATCC 15264, CCUG 48879, CIP 106453, LMG 14903, CB 81, IFO 16000, VKM B-1503, KCTC 12442",1,1,Brevundimonas subvibrioides,1
2313,KSL-145,"DSM 17329, JCM 13476, KCTC 12481, CIP 109492",1,1,Brevundimonas terrae,0
133564,L 184,"CCUG 1797, ATCC 14736, LMG 2337, CIP 63.38, NCTC 9239, LMG 1798",1,1,Brevundimonas vancanneytii,1
2306,,"CCUG 48882, CIP 106445, DSM 4737, ATCC 15255, CB 17, KCTC 12443",1,1,Brevundimonas variabilis,0
2302,"13alt, Kosako 85012, Otto A117","DSM 7233, ATCC 11426, CCEB 857, CCM 3398, CCUG 2032, CECT 327, IAM 12105, JCM 1477, NCMB 1945, NCTC 10900, Stanier 500, BCRC 11012, CGMCC 1.7034, CIP 101035, DSM 7226, IFO 12165, LMG 2350, NBRC 12165, NCIMB 1945, VKM B-974, VTT E-981070",1,1,Brevundimonas vesicularis,1
133756,F3,"CGMCC 1.10683, JCM 17426",1,1,Brevundimonas viscosa,1
3772,XM3,"DSM 6779, ATCC 51429, KCTC 15201",1,1,Breznakibacter xylanolyticus,1
6866,"S3, S<SUB>3</SUB>","DSM 4712, ATCC 43754, CIP 102920",1,1,Brochothrix campestris,0
6867,SW 26,"DSM 20171, ATCC 11509, NCDO 1676, NCIB 10018, WDCM 00071, CCUG 35132, CCM 4769, CIP 103251, NCIMB 10018, CECT 847, NCTC 10822, LMG 17208",1,1,Brochothrix thermosphacta,0
23331,Kam1851,"DSM 22653, VKM B-2685",1,1,Brockia lithotrophica,1
12669,BL-34,"DSM 19609, LMG 23248, NRRL B-41418, CCUG 55599, JCM 14918, NBRC 106143",1,1,Brooklawnia cerclae,0
134292,,"BCCN 94-74, NCTC 12891",1,1,Brucella ceti,0
1897,CA-34,"DSM 22292, CCUG 57879",1,1,Brucella ciceri,1
1886,Iso-196,"DSM 15295, CCUG 48291, CIP 107753, ISO Iso196, ISO 196",1,1,Brucella gallinifaecis,0
1882,OgA9a,"DSM 13338, NBRC 102586, CCUG 46362, CIP 107373, LMG 18954",1,1,Brucella grignonensis,0
,,,,,,1
1893,Falu B 57617/97,"DSM 22355, CCUG 38531, CIP 109452",1,1,Brucella haematophila,0
133528,"CPAM 6436, BO1",BCCN 09-01,1,1,Brucella inopinata,0
1888,,"DSM 17986, CIP 105838, LMG 3301, NCTC 12171, CCUG 24694, CNS 2-75",1,1,Brucella intermedia,1
134306,,"BCCN 07-01, CAPM 6434, CCM 4915",1,1,Brucella microti,0
1887,,"CCUG 54940, DSM 17471, MTCC 4195, NBRC 102588",1,1,Brucella oryzae,1
1899,08RB2639,"DSM 23868, CCM 7822, CCUG 60088",1,1,Brucella pecoris,0
134291,,"BCCN 94-73, NCTC 12890",1,1,Brucella pinnipedialis,0
1896,,"DSM 22207, CCUG 50899",1,1,Brucella pituitosa,1
1891,,"CCUG 55422, DSM 17490, CIP 109116, KCTC 22760, ADV 31",1,1,Brucella pseudintermedia,1
1892,,"DSM 22354, CCUG 30717, CIP 109451",1,1,Brucella pseudogrignonensis,0
1894,PR17,"DSM 19824, CCM 7493, CCUG 55411",1,1,Brucella rhizosphaerae,1
1895,AK220,"DSM 7216, CCM 7492, CCUG 55412",1,1,Brucella thiophenivorans,0
1884,SCII24,"DSM 13340, NBRC 102585, CCUG 47104, LMG 18957, UCCCB44",1,1,Brucella tritici,1
132528,F60,"DSM 101715, BCCN 09-2",1,1,Brucella vulpis,0
140708,N62,"KCTC 42589, MCCC 1H00117",1,1,Brumimicrobium aurantiacum,0
134651,IC156,"CIP 107451, LMG 21434, ACAM 645",1,1,Brumimicrobium glaciale,0
133865,YH207,"KCCM 42331, JCM 14063",1,1,Brumimicrobium mesophilum,0
18092,,"DSM 18758, ATCC BAA-1390, MPL 3",1,1,Bryobacter aggregatus,0
141,,"DSM 22489, LMG 25276, SN 10",1,1,Bryocella elongata,0
160,,"DSM 20732, ATCC 35275, CIP 103149, CCUG 32937, CIP 103127, UCD 81-332-9, UCD 332-981",1,1,Buchananella hordeovulneris,0
22996,D9,"DSM 21983, CCM 7845",1,1,Budvicia diplopodorum,1
5365,W1219,"DSM 13220, ATCC BAA-170, CIP 108362",1,1,Bulleidia extructa,0
1946,,"DSM 16087, CCUG 44356, CIP 107266, LMG 19182",1,1,Burkholderia ambifaria,1
1945,"J2863, W92B","ATCC BAA-698, CIP 108228, DSM 16086, CCUG 46047, LMG 20980",1,1,Burkholderia anthina,1
1983,"ES0263A, ES0263AT","DSM 23435, CCUG 54561, LMG 24066, CIP 110772",1,1,Burkholderia arboris,1
1952,"CF5610, J2315","CIP 108255, DSM 16553, ATCC BAA-245, CCM 4899, CCUG 48434, LMG 16656, NCTC 13227",1,1,Burkholderia cenocepacia,1
1906,717,"DSM 7288, ATCC 25416, DSM 9897, ICPB PC25, NCTC 10743, JCM 5964, BCRC 13208, CCUG 12691, CCUG 13226, CECT 4137, CGMCC 1.1813, CGMCC 1.3393, CIP 80.24, IFO 14074, KCTC 2966, LMG 1222, NBRC 14074, NRRL B-14810, VTT E-94512, ACM 1771",1,1,Burkholderia cepacia,1
1947,"AU0645, R-5670","DSM 16088, CCUG 47727, LMG 18943, CIP 108406",1,1,Burkholderia dolosa,1
1911,PM 107,"DSM 4285, ATCC 10248, CIP 105410, ICPB PM 107, IFO 13700, NBRC 13700, NCPPB 1891, NRRL B-793, PDDCC 3950, CCUG 1782, LMG 2216, ICMP 3950",1,1,Burkholderia gladioli,1
1919,"MD1, P1-22-1","DSM 9512, ATCC 33617, DSM 7169, NCPPB 2981, PDDCC 3655, CCUG 20835, LMG 2196, CIP 106418, CFBP 4900",1,1,Burkholderia glumae,1
1990,"383, 61","DSM 23089, ATCC 17760, CCUG 55525, LMG 22485, CIP 110773, CCUG 5856, LMG 6991, NCIB 9086",1,1,Burkholderia lata,0
1941,Cepa 002,"DSM 13243, CIP 105495, LMG 13010, NCTC 13007, CCUG 34080, CCM 4863",1,1,Burkholderia multivorans,1
1974,C6786,"DSM 21774, CCUG 51349, CIP 110344, LMG 23618, NCTC 13387, LMG 23678",1,1,Burkholderia oklahomensis,1
1917,AZ 8201,"DSM 9509, ATCC 43733, ICMP 9424, JCM 5492, LMG 9035, CCUG 23368, NIAES 1723, CIP 105769, KACC 10679, KCTC 2972, NBRC 104884, NCCB 95038, NCPPB 3590, CFBP 3997",1,1,Burkholderia plantarii,0
1938,2327,"DSM 10685, ATCC 15958, CCUG 41877, NCIMB 13695, LMG 14191, CIP 105874, CCRC 14939, CFBP 4794",1,1,Burkholderia pyrrocinia,1
1951,E3P,"DSM 16586, CCM 4900, LMG 14294, NCTC 13011, CCUG 34168, ATCC BAA-67, CIP 106845",1,1,Burkholderia stabilis,1
1942,E264,"CCUG 48851, CIP 106301, DSM 13276, ATCC 700388",1,1,Burkholderia thailandensis,1
1964,EY 3383,"DSM 17311, CCUG 48852, CIP 107078, NCTC 13147, LMG 20358",1,1,Burkholderia ubonensis,1
1939,TVV75,"CCUG 34169, DSM 11319, LMG 10929, JCM 10562, ATCC BAA-248, CCM 4901, CIP 105875, KCTC 2974, NCIMB 13446, CFBP 4796",1,1,Burkholderia vietnamiensis,1
4316,S1/6-571,"DSM 9396, ATCC 51605, CCM 4876, CCUG 35509, CIP 106477, CDC 9510-94",1,1,Buttiauxella brennerae,0
4313,78-31,"DSM 9390, ATCC 51602, CCM 4874, CDC 1180-81, CUETM 78-31, CCUG 35507, CIP 106355",1,1,Buttiauxella ferragutiae,1
4314,S1/1-984,"CCUG 35508, DSM 9393, ATCC 51604, CCM 4875, CIP 106356, CDC 9509-94",1,1,Buttiauxella gaviniae,1
4317,S3/2-161,"CCUG 35510, DSM 9397, ATCC 51606, CCM 4877, CIP 106357, CDC 9511-94",1,1,Buttiauxella izardii,1
4318,EG 59-like NSW 11,"DSM 9401, ATCC 51607, CCUG 35511, CCM 4864, CIP 106358, CDC 9512-94",1,1,Buttiauxella noackiae,1
4319,EG 59-like NSW 326,"CCUG 35512, DSM 9404, ATCC 51608, CCM 4878, CIP 106359, CDC 9513-94, NSW 326",1,1,Buttiauxella warmboldiae,1
141032,B15,"KCTC 52552, MCCC 1K03221",1,1,Butyratibacter algicola,1
158361,BB10,"DSM 104997, ATCC TSD-102",1,1,Butyricicoccus porcorum,0
2871,25-3,"DSM 23266, CCUG 55265, LMG 24109",1,1,Butyricicoccus pullicaecorum,0
158474,H184,"DSM 106867, JCM 33535, LMG 30602",1,1,Butyricimonas faecalis,0
133154,180-3,"DSM 105721, CCUG 65562, JCM 18676",1,1,Butyricimonas faecihominis,0
12522,MT01,"DSM 23225, CCUG 56610, JCM 15148, KCTC 15147",1,1,Butyricimonas synergistica,0
12523,MT12,"DSM 23226, CCUG 56611, JCM 15149, KCTC 15148",1,1,Butyricimonas virosa,0
12492,By c2,"DSM 14553, JCM 12614, CIP 108850",1,1,Byssovorax cruenta,0
166365,Pla144,"DSM 104841, VKM B-3442",1,1,Bythopirellula polymerisocia,1
141015,R-52627,"CCUG 68405, LMG 29324, CIP 111007",1,1,Caballeronia arationis,0
141016,"R-50208, MAN34","LMG 29317, CCUG 68412, CIP 111001",1,1,Caballeronia arvi,0
141017,R-51042,"LMG 29321, CCUG 68408, CIP 111005",1,1,Caballeronia calidae,0
141018,R-50699,"LMG 29318, CCUG 68411, CIP 111002",1,1,Caballeronia catudaia,1
141019,"AU12121, R-46585","LMG 29315, CCUG 68414, CIP 110999",1,1,Caballeronia concitans,1
141020,R-50722,"LMG 29320, CCUG 68409, CIP 111004",1,1,Caballeronia fortuita,0
1915,"N 15, N15","DSM 50014, ATCC 29195, CIP 105421, CCUG 7431, CCM 2742, LMG 14190, JCM 10563, BCRC 13900, CFBP 4791, KCTC 2968",1,1,Caballeronia glathei,1
141021,R-52631,"LMG 29325, CCUG 68404, CIP 111008",1,1,Caballeronia glebae,0
22942,R27,"DSM 25160, CGMCC 1.11013, LMG 27580",1,1,Caballeronia grimmiae,1
133975,,"CCUG 63059, LMG 22934",1,1,Caballeronia humi,0
141022,R-52609,"LMG 29322, CCUG 68407, CIP 111006",1,1,Caballeronia hypogeia,1
159714,RPE64,"NCIMB 15023, JCM 31142",1,1,Caballeronia insecticola,1
166554,STM 10272,"CIP 110887, CIP11088, LMG 28615",1,1,Caballeronia novacaledonica,1
141023,R-52612,"LMG 29323, CCUG 68406, CIP 110996",1,1,Caballeronia pedi,1
141024,"NF100, R-16348","LMG 29314, CCUG 68415, CIP 110998",1,1,Caballeronia peredens,1
141025,R-52634,"LMG 29326, CCUG 68403, CIP 110997",1,1,Caballeronia ptereochthonis,1
1962,"BL 011226, S5-B","DSM 17212, CCUG 49583, JCM 11778, KCTC 12081, CIP 108192, LMG 22029",1,1,Caballeronia sordidicola,0
133976,,"CCUG 63060, LMG 22936",1,1,Caballeronia telluris,0
141026,R-50715,"LMG 29319, CCUG 68410, CIP 111003",1,1,Caballeronia temeraria,0
133974,,"CCUG 63062, LMG 22937",1,1,Caballeronia terrestris,0
