ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet
1660,,"DSM 2328, ATCC 49361, UQM 1968, CCUG 53677, KCTC 12016, LMG 3899",1,1,"Beijerinckia derxii",Beijerinckia,derxii
1662,WR-222,"DSM 2329",1,1,"Beijerinckia derxii subsp. venezuelae",Beijerinckia,derxii
1672,"BF-2819, Hilger","DSM 19635, CECT 7311, LMG 2819",1,1,"Beijerinckia doebereinerae",Beijerinckia,doebereinerae
1665,,"DSM 1715, ATCC 9039, NCIB 8712",1,1,"Beijerinckia indica",Beijerinckia,indica
1666,,"DSM 1719, ATCC 19361, NCIB 8846",1,1,"Beijerinckia indica subsp. lacticogenes",Beijerinckia,indica
1667,,"DSM 2326, ATCC 35011, UQM 1969, CCUG 51003, LMG 3912, NCCB 50027",1,1,"Beijerinckia mobilis",Beijerinckia,mobilis
170823,R4-6,"JCM 34281, UCCCB 122, DSM 111903",1,1,"Belliella alkalica",Belliella,alkalica
162511,TS-T86,"JCM 19468, CGMCC 1.12479, UCCCB124",1,1,"Belliella aquatica",Belliella,aquatica
17716,"BA134, BA 134T","DSM 15883, CIP 108006, LMG 21964, UCCCB126",1,1,"Belliella baltica",Belliella,baltica
140946,5C,"VKM B-2724, KCTC 32194",1,1,"Belliella buryatensis",Belliella,buryatensis
170824,DMA-N-10a,"UCCCB 121, JCM 34280, DSM 107340",1,1,"Belliella calami",Belliella,calami
170825,U6F3,"JCM 34282, DSM 111904, UCCCB 123",1,1,"Belliella filtrata",Belliella,filtrata
132193,No.164,"DSM 46651, CECT 8551, UCCCB125",1,1,"Belliella kenyensis",Belliella,kenyensis
169105,SW112,"KCTC 33694, CGMCC 1.15180",1,1,"Belliella marina",Belliella,marina
24721,CC-SAL-25,"DSM 46698, BCRC 17883, KCTC 13248",1,1,"Belliella pelovolcani",Belliella,pelovolcani
505,GOMI-1,"DSM 17877, JCM 13669",1,1,"Bellilinea caldifistulae",Bellilinea,caldifistulae
167237,,"DSM 112074, CECT 30229",1,1,"Belnapia arida",Belnapia,arida
38,CP2C,"DSM 16746, ATCC BAA-1043, CIP 109215",1,1,"Belnapia moabensis",Belnapia,moabensis
39,,"DSM 23312, CGMCC 1.10758, CPCC 100156",1,1,"Belnapia rosea",Belnapia,rosea
23491,PB-K8,"DSM 28067, JCM 18033, KCTC 23765",1,1,"Belnapia soli",Belnapia,soli
10446,M37,"DSM 17675, ATCC 14686, CCUG 2155, IAM 14975, NCTC 10295, CIP 72.16, JCM 21446, NBRC 102155",1,1,"Bergeriella denitrificans",Bergeriella,denitrificans
163713,,"JCM 30115, NCCP 15908",1,1,"Bergeyella cardium",Bergeyella,cardium
156975,,"CCUG 67887, CECT 9006",1,1,"Bergeyella porcorum",Bergeyella,porcorum
5486,"CL 544/80, D658","DSM 16783, ATCC 43767, CCUG 12568, CCUG 30535, CIP 103041, IFO (now NBRC) 16014, JCM 21249, LMG 12996, LMG 8351, NCTC 11660, CCM 4559, CDC D658, IAM 14550, NBRC 16014",1,1,"Bergeyella zoohelcum",Bergeyella,zoohelcum
11297,RED65,"DSM 23232, CCUG 52064, CECT 7074",1,1,"Bermanella marisrubri",Bermanella,marisrubri
3791,"Fx l1, Sio-4","DSM 6794, ATCC 23117, IFO 15988, NBRC 15988, CIP 106402, NCIMB 1366",1,1,"Bernardetia litoralis",Bernardetia,litoralis
159448,68-1-3,"DSM 104960, JCM 34389",1,1,"Berryella intestinalis",Berryella,intestinalis
169861,zg-1050,"GDMCC 1.2426, JCM 34748",1,1,"Berryella wangjianweii",Berryella,wangjianweii
1678,2163-026,"DSM 12333, ATCC BAA-8, IFO 16432, NBRC 16432, CCUG 43141, HKI 0122, JCM 11478, CIP 106362, NCIMB 13614",1,1,"Beutenbergia cavernae",Beutenbergia,cavernae
12009,ge10,"DSM 19037, CGMCC 1.6762",1,1,"Bhargavaea beijingensis",Bhargavaea,beijingensis
12011,DSE10,"DSM 22132, JCM 14375, LMG 24411",1,1,"Bhargavaea cecembensis",Bhargavaea,cecembensis
12010,ge14,"DSM 19038, CGMCC 1.6763",1,1,"Bhargavaea ginsengi",Bhargavaea,ginsengi
23196,KJW98,"DSM 22308, KCTC 13583, LMG 25219",1,1,"Bhargavaea indica",Bhargavaea,indica
170422,"Marseille-Q1000, Marseille Q1000","CSUR Q1000, DSM 112384",1,1,"Bhargavaea massiliensis",Bhargavaea,massiliensis
23197,ZMA-19,"DSM 26128, CCM 8429, LMG 27071, ZMA 19, CIP 110542",1,1,"Bhargavaea ullalensis",Bhargavaea,ullalensis
11747,"A92, S110, serovar 3/T15, CNP 908","DSM 23101, ATCC 29703, CCUG 27190, CIP 103829, NCTC 10370, CCM 4733, HIM 808-2",1,1,"Bibersteinia trehalosi",Bibersteinia,trehalosi
1749,LISLUCIII-P2,"DSM 22766, CCM 7728, JCM 18048, KCTC 15183",1,1,"Bifidobacterium actinocoloniiforme",Bifidobacterium,actinocoloniiforme
1682,"E194a (Variant a), E194a","DSM 20083, ATCC 15703, CCUG 18363, NCTC 11814, JCM 1275, BCRC 14606, CCM 4987, CCUG 17359, CCUG 45213, CECT 5781, CGMCC 1.2190, CIP 64.59, KCTC 3216, LMG 10502, VTT E-981074, NCDO 2204",1,1,"Bifidobacterium adolescentis",Bifidobacterium,adolescentis
158512,XV10,"DSM 104956, LMG 30143, JCM 33373",1,1,"Bifidobacterium aemilianum",Bifidobacterium,aemilianum
132543,,"DSM 100689, JCM 30941, TRE 17",1,1,"Bifidobacterium aerophilum",Bifidobacterium,aerophilum
23790,,"DSM 26737, JCM 18761, KCTC 15610, MRM 3/1",1,1,"Bifidobacterium aesculapii",Bifidobacterium,aesculapii
168489,82T18,"LMG 32297, DSM 112548",1,1,"Bifidobacterium amazonense",Bifidobacterium,amazonense
1685,B677,"DSM 20098, ATCC 27535, JCM 7096, BCRC 14665, CCUG 24039, CGMCC 1.2265, CIP 104167, JCM 1221, KCTC 3236, LMG 11039, NCFB 2236",1,1,"Bifidobacterium angulatum",Bifidobacterium,angulatum
1736,R101-8,"DSM 20104, ATCC 25527, CIP 105419, JCM 1190, BCRC 14668, CCUG 24606, CGMCC 1.2268, KCTC 3125, LMG 10508, NCFB 2242, VTT E-96663, ISL 120",1,1,"Bifidobacterium animalis",Bifidobacterium,animalis
1733,UR1,"CCUG 37979, DSM 10140, CIP 105265, JCM 10602, BCRC 17394, CGMCC 1.2226, LMG 18314, NRRL B-41405, VTT E-97847, WDCM 00223",1,1,"Bifidobacterium animalis subsp. lactis",Bifidobacterium,animalis
157229,,"CCUG 70960, LMG 30189, JCM 32705",1,1,"Bifidobacterium anseris",Bifidobacterium,anseris
166726,W8102,"JCM 34587, CGMCC 1.18893",1,1,"Bifidobacterium apousia",Bifidobacterium,apousia
140310,RP115,"DSM 100238, CCM 8605, LMG 28779",1,1,"Bifidobacterium apri",Bifidobacterium,apri
140884,"R 54638","LMG 28769, CCUG 67145",1,1,"Bifidobacterium aquikefiri",Bifidobacterium,aquikefiri
1688,C51,"DSM 20089, ATCC 25910, JCM 8230, CCUG 24607, BCRC 14659, CGMCC 1.2266, KCTC 3271, LMG 10735",1,1,"Bifidobacterium asteroides",Bifidobacterium,asteroides
132545,,"DSM 100685, JCM 30943, TRE C",1,1,"Bifidobacterium avesanii",Bifidobacterium,avesanii
1756,AFB23-4,"DSM 23969, JCM 17299, KCTC 15319",1,1,"Bifidobacterium biavatii",Bifidobacterium,biavatii
1693,"Ti, Tissier","DSM 20456, ATCC 29521, JCM 1255, BCRC 11845, BCRC 14615, CCUG 18364, CCUG 45217, CECT 870, CGMCC 1.2212, CIP 56.7, HAMBI 1380, IFO 14252, KCTC 3202, KCTC 3281, LMG 11041, LMG 8810, NBRC 100015, NBRC 14252, NCAIM B.02021, NCFB 2715, NCIMB 702715, NCTC 13001, VTT E-97795, NCDO 2715",1,1,"Bifidobacterium bifidum",Bifidobacterium,bifidum
1750,JEMLUCVIII-4,"DSM 22767, CCM 7729, JCM 18049, KCTC 15184",1,1,"Bifidobacterium bohemicum",Bifidobacterium,bohemicum
1739,BluCI/TP,"DSM 19703, ATCC BAA-1567, KCTC 15159",1,1,"Bifidobacterium bombi",Bifidobacterium,bombi
1694,RU917,"DSM 20432, ATCC 27917, JCM 1211, BCRC 14677, CCUG 24608, CGMCC 1.2272, KCTC 3227, LMG 10736",1,1,"Bifidobacterium boum",Bifidobacterium,boum
1695,S1,"DSM 20213, ATCC 15700, NCTC 11815, JCM 1192, BCRC 11846, CCUG 18365, CCUG 30511, CECT 4839, CGMCC 1.2213, CIP 64.69, KCTC 3220, LMG 10501, LMG 11042, NCFB 2257, NCDO 2257, WDCM 00224",1,1,"Bifidobacterium breve",Bifidobacterium,breve
164528,2028B,"JCM 33352, CCUG 72814, LMG 30938",1,1,"Bifidobacterium callimiconis",Bifidobacterium,callimiconis
158380,,"DSM 103152, JCM 31790, TRI 5",1,1,"Bifidobacterium callitrichidarum",Bifidobacterium,callitrichidarum
1754,AFB22-5,"DSM 23973, JCM 17296, KCTC 15334",1,1,"Bifidobacterium callitrichos",Bifidobacterium,callitrichos
160289,GSD1FS,"DSM 105923",1,1,"Bifidobacterium canis",Bifidobacterium,canis
164527,2020B,"JCM 33351, CCUG 72816, LMG 30937",1,1,"Bifidobacterium castoris",Bifidobacterium,castoris
1697,B669,"DSM 16992, ATCC 27539, CECT 7362, CIP 104175, DSM 20103, CCUG 18366, JCM 1194, BCRC 14667, CCM 4989, CGMCC 1.2197, HAMBI 560, KCTC 3221, LMG 11043, NCAIM B.02017, NCFB 2246, NCIMB 702246, VTT E-011764",1,1,"Bifidobacterium catenulatum",Bifidobacterium,catenulatum
1751,HM2-2,"DSM 21854, JCM 15439, KCTC 15185",1,1,"Bifidobacterium catenulatum subsp. kashiwanohense",Bifidobacterium,catenulatum
158387,,"DSM 103154, MRM 8.19, JCM 31794",1,1,"Bifidobacterium catulorum",Bifidobacterium,catulorum
166967,2176B,"CCUG 73785, LMG 31469",1,1,"Bifidobacterium cebidarum",Bifidobacterium,cebidarum
1699,SU806,"DSM 20434, ATCC 27686, CCUG 24609, JCM 1212, CGMCC 1.2276, CIP 103378, KCTC 3275, LMG 10510",1,1,"Bifidobacterium choerinum",Bifidobacterium,choerinum
166791,B14384H11,"CGMCC 1.18892, JCM 34586",1,1,"Bifidobacterium choladohabitans",Bifidobacterium,choladohabitans
167253,"BRDM 6","BCRC 81222, NBRC 114053",1,1,"Bifidobacterium choloepi",Bifidobacterium,choloepi
168486,80T4,"LMG 32225, DSM 112552",1,1,"Bifidobacterium colobi",Bifidobacterium,colobi
131372,H23-83,"DSM 28792, LMG 28292",1,1,"Bifidobacterium commune",Bifidobacterium,commune
157231,,"LMG 30188, CCUG 70962, JCM 32704",1,1,"Bifidobacterium criceti",Bifidobacterium,criceti
1701,"RA93, RA 93","DSM 20435, ATCC 27916, CCUG 24610, JCM 1213, BCRC 14672, CGMCC 1.2239, CIP 103379, KCTC 3276, LMG 10738",1,1,"Bifidobacterium cuniculi",Bifidobacterium,cuniculi
1704,B764,"DSM 20436, ATCC 27534, JCM 1195, BCRC 14662, CCUG 17378, CCUG 18367, CECT 687, CGMCC 1.2188, CIP 104176, KCTC 3222, LMG 10506, NCFB 2243, NCTC 11816",1,1,"Bifidobacterium dentium",Bifidobacterium,dentium
164531,2036B,"JCM 33355, CCUG 72818, LMG 30941",1,1,"Bifidobacterium dolichotidis",Bifidobacterium,dolichotidis
160295,VB31,"DSM 109960",1,1,"Bifidobacterium erythrocebi",Bifidobacterium,erythrocebi
132454,LMM_E3,"DSM 100216, JCM 30801",1,1,"Bifidobacterium eulemuris",Bifidobacterium,eulemuris
162638,,"JCM 19861, KACC 17904",1,1,"Bifidobacterium faecale",Bifidobacterium,faecale
159317,,"DSM 103139, JCM 31789, TRE H",1,1,"Bifidobacterium felsineum",Bifidobacterium,felsineum
1732,P6,"DSM 20093, ATCC 49850, JCM 8224, CCUG 34979, CGMCC 1.2274, CIP 103417, KCTC 3277, LMG 11596",1,1,"Bifidobacterium gallicum",Bifidobacterium,gallicum
1705,"Ch 206-5","DSM 20670, ATCC 33777, CCUG 34990, JCM 6291, BCRC 14679, CGMCC 1.2283, KCTC 3235, LMG 11586",1,1,"Bifidobacterium gallinarum",Bifidobacterium,gallinarum
1729,RA161,"DSM 6531, ATCC 49392, JCM 8223, CCUG 34977, CGMCC 1.2278, KCTC 3427, LMG 14934",1,1,"Bifidobacterium gallinarum subsp. saeculare",Bifidobacterium,gallinarum
1706,RU224,"DSM 20092, ATCC 25865, JCM 5820, BCRC 14663, CCUG 34978, CCUG 39904, CGMCC 1.2203, KCTC 3234, LMG 10509, LMG 11569, NCFB 2245",1,1,"Bifidobacterium globosum",Bifidobacterium,globosum
164529,2034B,"JCM 33353, CCUG 72815, LMG 30939",1,1,"Bifidobacterium goeldii",Bifidobacterium,goeldii
132346,MRM_8.14,"DSM 100202, JCM 30799, MRM 8.14",1,1,"Bifidobacterium hapali",Bifidobacterium,hapali
157230,,"LMG 30297, CCUG 70961, JCM 32708",1,1,"Bifidobacterium imperatoris",Bifidobacterium,imperatoris
1707,"C 410","DSM 20214, ATCC 25912, CCUG 34985, JCM 1302, BCRC 14674, CGMCC 1.2275, KCTC 3230, LMG 11587",1,1,"Bifidobacterium indicum",Bifidobacterium,indicum
157232,,"CCUG 70963, LMG 30187, JCM 32703",1,1,"Bifidobacterium italicum",Bifidobacterium,italicum
159320,,"DSM 103362, JCM 31788, MRM 9.3",1,1,"Bifidobacterium jacchi",Bifidobacterium,jacchi
130215,,"DSM 28807, JCM 30168, LMC 13, KCTC 15888",1,1,"Bifidobacterium lemurum",Bifidobacterium,lemurum
166950,2177B,"LMG 31471, CCUG 73786",1,1,"Bifidobacterium leontopitheci",Bifidobacterium,leontopitheci
1743,S12,"DSM 20088, ATCC 15697, NCTC 11817, JCM 1222, BCRC 14602, BCRC 15416, CCM 4990, CCUG 18368, CECT 4551, CGMCC 1.1853, CGMCC 1.2202, CIP 64.67, KCTC 3249, KCTC 3270, LMG 8811, NCFB 2205, NCDO 2205",1,1,"Bifidobacterium longum subsp. infantis",Bifidobacterium,longum
1709,"E194b (Variant a), E194b","DSM 20219, ATCC 15707, NCTC 11818, CCUG 28903, LMG 13197, JCM 1217, LMG 10497, BCRC 11847, CECT 4503, CIP 64.62, KCTC 3128, KCTC 3215, NCFB 2259, VTT E-96664, NCDO 2259, WDCM 00225",1,1,"Bifidobacterium longum",Bifidobacterium,longum
131387,"Su 851","DSM 28597, JCM 19995, KCTC 15605",1,1,"Bifidobacterium longum subsp. suillum",Bifidobacterium,longum
1746,"SU859, SU 859","DSM 20211, ATCC 27533, JCM 1269, CCUG 35234, BCRC 14671, CGMCC 1.2184, CIP 103377, HAMBI 1381, KCTC 3229, LMG 11598, LMG 21814, NRRL B-41407, VTT E-021921",1,1,"Bifidobacterium longum subsp. suis",Bifidobacterium,longum
1711,RA3,"DSM 20222, ATCC 27540, CCUG 34987, JCM 1218, BCRC 14676, CGMCC 1.2189, HAMBI 569, KCTC 3228, LMG 11591",1,1,"Bifidobacterium magnum",Bifidobacterium,magnum
157228,,"LMG 30296, CCUG 70959, JCM 32707",1,1,"Bifidobacterium margollesii",Bifidobacterium,margollesii
156855,,"CCUG 66113",1,1,"Bifidobacterium mellis",Bifidobacterium,mellis
156856,,"CCUG 66114",1,1,"Bifidobacterium melliventris",Bifidobacterium,melliventris
1726,Ru915B,"DSM 6492, ATCC 49391, CCUG 34976, JCM 8219, CGMCC 1.2273, KCTC 3369, KCTC 3423, LMG 11341",1,1,"Bifidobacterium merycicum",Bifidobacterium,merycicum
168460,82T10,"DSM 112551, LMG 32282",1,1,"Bifidobacterium miconis",Bifidobacterium,miconis
168483,82T25,"LMG 32283, DSM 112546",1,1,"Bifidobacterium miconisargentati",Bifidobacterium,miconisargentati
1712,F392,"CCUG 34982, DSM 20102, ATCC 27538, JCM 5821, BCRC 14666, CGMCC 1.2233, KCTC 3273, LMG 11592",1,1,"Bifidobacterium minimum",Bifidobacterium,minimum
169831,S053-2,"JCM 34710, CCTCC AB 2021129",1,1,"Bifidobacterium mizhiense",Bifidobacterium,mizhiense
1747,,"DSM 21395, JCM 15461, YIT 10443, KCTC 5848",1,1,"Bifidobacterium mongoliense",Bifidobacterium,mongoliense
160815,VB25,"DSM 109958",1,1,"Bifidobacterium moraviense",Bifidobacterium,moraviense
23789,GG01,"DSM 27321, JCM 18751",1,1,"Bifidobacterium moukalabense",Bifidobacterium,moukalabense
132345,MRM_5.9,"DSM 100196, JCM 30796, MRM 5.9, KCTC 15589",1,1,"Bifidobacterium myosotis",Bifidobacterium,myosotis
160810,VB24,"DSM 109957",1,1,"Bifidobacterium oedipodis",Bifidobacterium,oedipodis
160129,VB26,"DSM 109959",1,1,"Bifidobacterium olomucense",Bifidobacterium,olomucense
160000,VB23,"DSM 109963",1,1,"Bifidobacterium panos",Bifidobacterium,panos
157233,,"CCUG 70964, LMG 30295, JCM 32706",1,1,"Bifidobacterium parmae",Bifidobacterium,parmae
169722,6T3,"DSM 112544, LMG 32224",1,1,"Bifidobacterium phasiani",Bifidobacterium,phasiani
160296,,"DSM 106029, SMA 15, BCRC 81224, NBRC 114051",1,1,"Bifidobacterium platyrrhinorum",Bifidobacterium,platyrrhinorum
168488,82T24,"DSM 112545, LMG 32229",1,1,"Bifidobacterium pluvialisilvae",Bifidobacterium,pluvialisilvae
166673,W8117,"JCM 34588, CGMCC 1.18894",1,1,"Bifidobacterium polysaccharolyticum",Bifidobacterium,polysaccharolyticum
168491,64T4,"DSM 112547, LMG 32281",1,1,"Bifidobacterium pongonis",Bifidobacterium,pongonis
1737,P3-14,"DSM 17755, AS 1.3009, LMG 21689, JCM 16945, CGMCC 1.3009",1,1,"Bifidobacterium porcinum",Bifidobacterium,porcinum
159316,,"DSM 100687, JCM 30945, TRE 1",1,1,"Bifidobacterium primatium",Bifidobacterium,primatium
1713,B1279,"DSM 20438, ATCC 27919, CCUG 34989, JCM 1200, BCRC 15476, CCM 7094, CECT 5776, CGMCC 1.2277, CIP 104168, HAMBI 562, KCTC 3223, LMG 10505, NCAIM B.02022, VTT E-991439",1,1,"Bifidobacterium pseudocatenulatum",Bifidobacterium,pseudocatenulatum
1717,"PNC-2-9G (Biotype a), PNC-2-9G","DSM 20099, ATCC 25526, CCUG 34981, CCM 7207, JCM 1205, BCRC 14673, CGMCC 1.2185, CIP 105352, KCTC 3224, LMG 11571, NCFB 2244",1,1,"Bifidobacterium pseudolongum",Bifidobacterium,pseudolongum
1738,T16,"DSM 22366, LMG 21775, NCIMB 13940, JCM 15958",1,1,"Bifidobacterium psychraerophilum",Bifidobacterium,psychraerophilum
1718,1145,"CCUG 35235, CIP 107006, DSM 20433, ATCC 27685, JCM 1214, BCRC 14678, CGMCC 1.2240, KCTC 3274, LMG 11572, LMG 21816, NCFB 2260, CUETM 89/17",1,1,"Bifidobacterium pullorum",Bifidobacterium,pullorum
132546,,"DSM 100688, JCM 30944, TRE M",1,1,"Bifidobacterium ramosum",Bifidobacterium,ramosum
1753,AFB22-1,"DSM 23975, JCM 17295, KCTC 15318",1,1,"Bifidobacterium reuteri",Bifidobacterium,reuteri
159322,,"DSM 106023, BCRC 81136, NBRC 113378, RST 9",1,1,"Bifidobacterium rousetti",Bifidobacterium,rousetti
1723,Ru687,"DSM 6489, ATCC 49390, CCUG 34975, JCM 8222, CGMCC 1.2241, KCTC 3425, LMG 12588, LMG 21811",1,1,"Bifidobacterium ruminantium",Bifidobacterium,ruminantium
1752,AFB23-1,"DSM 23967, JCM 17297, KCTC 15335",1,1,"Bifidobacterium saguini",Bifidobacterium,saguini
168484,79T10,"DSM 112543, LMG 32232",1,1,"Bifidobacterium saguinibicoloris",Bifidobacterium,saguinibicoloris
160002,,"DSM 106020, SMA 1, BCRC 81223, NBRC 114049",1,1,"Bifidobacterium saimiriisciurei",Bifidobacterium,saimiriisciurei
164530,2033B,"JCM 33354, CCUG 72817, LMG 30940",1,1,"Bifidobacterium samirii",Bifidobacterium,samirii
168487,82T1,"DSM 112550, LMG 32284",1,1,"Bifidobacterium santillanense",Bifidobacterium,santillanense
159318,,"DSM 103140, TRE D, JCM 31792",1,1,"Bifidobacterium scaligerum",Bifidobacterium,scaligerum
1734,,"DSM 13734, CCUG 13008 A, ATCC BAA-773, JCM 12489, CCM 7209, KCTC 5849",1,1,"Bifidobacterium scardovii",Bifidobacterium,scardovii
146059,,"CCUG 30289, DSM 13960",1,1,"Bifidobacterium simiae",Bifidobacterium,simiae
159319,,"DSM 103153, JCM 31793, TRI 7",1,1,"Bifidobacterium simiarum",Bifidobacterium,simiarum
168492,81T8,"LMG 32226, DSM 112549",1,1,"Bifidobacterium simiiventris",Bifidobacterium,simiiventris
1755,AFB23-3,"DSM 23968, JCM 17298, KCTC 15336",1,1,"Bifidobacterium stellenboschense",Bifidobacterium,stellenboschense
1719,F395,"DSM 20096, ATCC 27537, CCUG 34980",1,1,"Bifidobacterium subtile",Bifidobacterium,subtile
1735,36,"DSM 15837, CGMCC AS 1.2282, JCM 11165, CGMCC 1.2282, KCTC 5850, LMG 21395, NBRC 106100, VTT E-052869",1,1,"Bifidobacterium thermacidophilum",Bifidobacterium,thermacidophilum
1721,P2-91,"DSM 20210, ATCC 25525, CIP 105420, CCUG 34983, JCM 1207, BCRC 14669, CGMCC 1.2235, HAMBI 111, KCTC 3225, LMG 11573, LMG 21813, NCFB 2253, NCIMB 702253, ISL 118",1,1,"Bifidobacterium thermophilum",Bifidobacterium,thermophilum
159329,,"DSM 108414, LMG 31086, TMW 2.2057",1,1,"Bifidobacterium tibiigranuli",Bifidobacterium,tibiigranuli
132348,MRM_5.18,"DSM 100201, JCM 30798, MRM 5.18, KCTC 15590",1,1,"Bifidobacterium tissieri",Bifidobacterium,tissieri
1740,"OMB 115","DSM 17777, JCM 13495",1,1,"Bifidobacterium tsurumiense",Bifidobacterium,tsurumiense
141014,Tam10B,"LMG 30126, CCUG 70655, CCUG 70655 A",1,1,"Bifidobacterium vansinderenii",Bifidobacterium,vansinderenii
159324,,"DSM 106025, BCRC 81138, NBRC 113380, RST 16",1,1,"Bifidobacterium vespertilionis",Bifidobacterium,vespertilionis
158514,XV2,"DSM 104955, LMG 30142, JCM 33372",1,1,"Bifidobacterium xylocopae",Bifidobacterium,xylocopae
159487,"OIL+RF-744-WCA-13, OiL+RF-744-WCA-WT-13","DSM 106898, JCM 34419",1,1,"Bilifractor porci",Bilifractor,porci
146880,,"CCUG 32349, ATCC 49260",1,1,"Bilophila wadsworthia",Bilophila,wadsworthia
164467,SK-G1,"JCM 33158, CCAM 530, KCTC 15783",1,1,"Biomaibacter acetigenes",Biomaibacter,acetigenes
5244,"BF36, BF 36","DSM 19580, CIP 109699",1,1,"Biostraticola tofi",Biostraticola,tofi
24300,M1765/96/5,"DSM 28232, CCUG 59551, NCTC 13474",1,1,"Bisgaardia genomospecies 1",Bisgaardia,"genomospecies 1"
24299,"98-D-690B, M327/99/2, M327/99/2T","DSM 28231, CCUG 43067, NCTC 13475, CIP 106354",1,1,"Bisgaardia hudsonensis",Bisgaardia,hudsonensis
131309,Wildatric,"DSM 28141, CCUG 65148",1,1,"Bisgaardia miroungae",Bisgaardia,miroungae
134133,"APA1-, APA-1","ACAM 1056, CIP 108533",1,1,"Bizionia algoritergicola",Bizionia,algoritergicola
163765,,"JCM 30333, CGMCC 1.12751",1,1,"Bizionia arctica",Bizionia,arctica
5714,"CCM-A-29 1259, JUB59","DSM 19628",1,1,"Bizionia argentinensis",Bizionia,argentinensis
158654,RA3-3-1,"KCTC 62140, NBRC 113024",1,1,"Bizionia berychis",Bizionia,berychis
5715,,"DSM 23925, KCTC 22015, KMM 6177, LMG 25220",1,1,"Bizionia echini",Bizionia,echini
163791,,"JCM 30417, KACC 18255",1,1,"Bizionia fulviae",Bizionia,fulviae
134126,IC164,"ACAM 107, CIP 108536, ACAM 1057",1,1,"Bizionia gelidisalsuginis",Bizionia,gelidisalsuginis
133837,T-y7,"KCTC 23881, CCUG 62110",1,1,"Bizionia hallyeonensis",Bizionia,hallyeonensis
134125,ADA-4,"ACAM 1058, CIP 108535",1,1,"Bizionia myxarmorum",Bizionia,myxarmorum
5713,,"DSM 23842, KCTC 12304, KMM 6029, LMG 22571",1,1,"Bizionia paragorgiae",Bizionia,paragorgiae
162671,,"JCM 19924, KCCM 43042",1,1,"Bizionia psychrotolerans",Bizionia,psychrotolerans
134127,HFD,"ACAM 1059, CIP 108534",1,1,"Bizionia saleffrena",Bizionia,saleffrena
140551,P131,"MCCC 1H00124, KCTC 42587",1,1,"Bizionia sediminis",Bizionia,sediminis
23454,"A2-16, A2_16","DSM 25172, LMG 26944",1,1,"Blastocatella fastidiosa",Blastocatella,fastidiosa
6163,JA248,"DSM 19786, JCM 14795",1,1,"Blastochloris gulmargensis",Blastochloris,gulmargensis
6158,P1,"DSM 729",1,1,"Blastochloris sulfoviridis",Blastochloris,sulfoviridis
160826,GI,"DSM 106918",1,1,"Blastochloris tepida",Blastochloris,tepida
6160,"Drews F, F","DSM 133, ATCC 19567",1,1,"Blastochloris viridis",Blastochloris,viridis
5810,B15,"DSM 4725, ATCC 25902, JCM 12602, NBRC 107747, CCUG 61909, NCIMB 1849",1,1,"Blastococcus aggregatus",Blastococcus,aggregatus
159723,P6,"NCIMB 15090, NRRL B-65468",1,1,"Blastococcus atacamensis",Blastococcus,atacamensis
132667,,"DSM 46835, CECT 8876, BMG 804",1,1,"Blastococcus capsensis",Blastococcus,capsensis
132717,,"DSM 46837, CECT 8823, BMG 822",1,1,"Blastococcus colisei",Blastococcus,colisei
168648,"SYSU D8006","KCTC 49026, CGMCC 1.15935, CPCC 204618",1,1,"Blastococcus deserti",Blastococcus,deserti
24054,,"DSM 45413, CCTCC AA 209045, KCTC 19998, YIM 68236, JCM 17896, JCM 31483",1,1,"Trujillonella endophytica",Trujillonella,endophytica
5814,KST3-10,"DSM 19597, JCM 15614, KCCM 42251, NRRL B-24440, CCUG 61910",1,1,"Blastococcus jejuensis",Blastococcus,jejuensis
159637,GP-S2-8,"DSM 106127, JCM 32354, KCCM 43275, KCTC 49078",1,1,"Blastococcus litoris",Blastococcus,litoris
5813,,"CCUG 61911, DSM 44509, JCM 13239, NRRL B-24246, BC 444",1,1,"Blastococcus saxobsidens",Blastococcus,saxobsidens
169848,"BMG 823","DSM 46838, CECT 8881",1,1,"Blastococcus tunisiensis",Blastococcus,tunisiensis
140448,,"DSM 46842, CECT 8884, BMG 862",1,1,"Blastococcus xanthinilyticus",Blastococcus,xanthinilyticus
163730,,"JCM 30179, CGMCC 1.12851",1,1,"Blastomonas aquatica",Blastomonas,aquatica
140974,T2,"KCTC 42354, JCM 30467, DSM 112298",1,1,"Blastomonas fulva",Blastomonas,fulva
140358,SSR2A-4-2,"DSM 103453, CGMCC 1.15297",1,1,"Blastomonas marina",Blastomonas,marina
14141,"1, EY4220","DSM 3183, ATCC 35951, UQM 2507, JCM 12333, ACM 2507, CECT 4273, CIP 106842, IFO 15649, JCM 10396, KCTC 2886, LMG 17322, NBRC 15649, NCIMB 12085",1,1,"Blastomonas natatoria",Blastomonas,natatoria
167452,912,"CECT 9186, LMG 29921",1,1,"Blastomonas quesadae",Blastomonas,quesadae
14142,"KR-99, EY 4250","DSM 9006, JCM 13370, CIP 106843, JCM 10397",1,1,"Blastomonas ursincola",Blastomonas,ursincola
133887,LHWP2,"KACC 15559, JCM 17758",1,1,"Bremerella cremea",Bremerella,cremea
