ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,Antibiotic sensitivity,Metabolite (antibiotic)
158779,PrR001,"CICC 24263, KCTC 62192",1,1,Acidimangrovimonas pyrenivorans,Acidimangrovimonas,pyrenivorans,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cephalothin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,clindamycin
,,,,,,,,1,erythromycin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,novobiocin
,,,,,,,,1,oxacillin
133136,GHD-1,"KCTC 52260, NBRC 112299",1,1,Demequina litorisediminis,Demequina,litorisediminis,1,carbenicillin
,,,,,,,,1,cefalotin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,lincomycin
,,,,,,,,1,novobiocin
,,,,,,,,1,oleandomycin
,,,,,,,,1,tetracycline
4064,,"DSM 14708, ATCC BAA-395, MLF 1, CIP 107913",1,1,Desulfonatronum thiodismutans,Desulfonatronum,thiodismutans,1,chloramphenicol
,,,,,,,,1,tetracycline
133400,MLFW-2,"DSM 28709, JCM 30866, ATCC PTA-120556",1,1,Desulfuribacillus stibiiarsenatis,Desulfuribacillus,stibiiarsenatis,1,ampicillin
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,rifampicin
,,,,,,,,1,streptomycin
133163,HJR-2,"KCTC 52211, NBRC 112271",1,1,Devosia confluentis,Devosia,confluentis,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefalotin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,novobiocin
,,,,,,,,1,oleandomycin
,,,,,,,,1,penicillin g
133408,S37,"TBRC 5145, LMG 29420",1,1,Devosia elaeis,Devosia,elaeis,1,amikacin
,,,,,,,,1,ampicillin
,,,,,,,,1,bacitracin
,,,,,,,,1,cefixime
,,,,,,,,1,ceftriaxone
,,,,,,,,1,chloramphenicol
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,erythromycin
,,,,,,,,1,kanamycin
,,,,,,,,1,novobiocin
135098,,"CIP 108397, CECT 5650, LMG 21357",1,1,Devosia neptuniae,Devosia,neptuniae,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
158927,5BBH33,"DSM 109768, JCM 33369",1,1,Dialister hominis,Dialister,hominis,1,amoxicillin
,,,,,,,,1,bacitracin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,colistin
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,oxytetracycline
,,,,,,,,1,penicillin
4239,H-6-12,"DSM 3960, ATCC 35947",1,1,Dictyoglomus thermophilum,Dictyoglomus,thermophilum,1,actinomycin d
,,,,,,,,1,chloramphenicol
,,,,,,,,1,neomycin
,,,,,,,,1,sodium chloride
,,,,,,,,1,sodium dodecyl sulfate
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
,,,,,,,,1,tunicamycin
,,,,,,,,1,vancomycin
158805,ZOW29,"KCTC 52956, JCM 32295",1,1,Dokdonia aurantiaca,Dokdonia,aurantiaca,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,penicillin
,,,,,,,,1,vancomycin
158740,SFD34,"KCTC 52269, JCM 31795",1,1,Dokdonia lutea,Dokdonia,lutea,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,penicillin
,,,,,,,,1,vancomycin
229,2991-95,"DSM 15742, ATCC BAA-56, CCM 4936, CIP 106314, CCUG 39307",1,1,Dolosicoccus paucivorans,Dolosicoccus,paucivorans,1,novobiocin
,,,,,,,,1,vancomycin
140688,,"KCTC 33830, MTCC 12575, DSM 100929, SAB 38, JCM 32632",1,1,Domibacillus epiphyticus,Domibacillus,epiphyticus,1,amikacin
,,,,,,,,1,amoxicillin
,,,,,,,,1,ampicillin
,,,,,,,,1,cefadroxil
,,,,,,,,1,cefoperazone
,,,,,,,,1,ceftazidime
,,,,,,,,1,ceftriaxone
,,,,,,,,1,chloramphenicol
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,cloxacillin
140687,,"KCTC 33820, MTCC 12571, DSM 100930, SAOS 44, JCM 32631",1,1,Domibacillus mangrovi,Domibacillus,mangrovi,1,amikacin
,,,,,,,,1,amoxicillin
,,,,,,,,1,ampicillin
,,,,,,,,1,cefadroxil
,,,,,,,,1,cefoperazone
,,,,,,,,1,ceftazidime
,,,,,,,,1,ceftriaxone
,,,,,,,,1,chloramphenicol
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,cloxacillin
141131,,"KCTC 42409, JCM 30745, DCY 83",1,1,Massilia ginsengisoli,Massilia,ginsengisoli,1,tetracycline
3777,"CP 183-8, CP183-8","DSM 16708, ATCC BAA-1036, KCTC 23639, CIP 109009, VTT E-072669",1,1,Dyadobacter crusticola,Dyadobacter,crusticola,1,carbenicillin
,,,,,,,,1,doxycycline
,,,,,,,,1,novobiocin
,,,,,,,,1,polymyxin b
,,,,,,,,1,rifampicin
,,,,,,,,1,tetracycline
168496,NS28,"MCCC 1K03764, NBRC 113854",1,1,Dyadobacter flavalbus,Dyadobacter,flavalbus,1,penicillin g
,,,,,,,,1,streptomycin
166261,DHC06,"GDMCC 1.1186, LMG 30090",1,1,Dyella amyloliquefaciens,Dyella,amyloliquefaciens,1,amikacin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,netilmicin
,,,,,,,,1,novobiocin
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
,,,,,,,,1,tobramycin
141034,DHOB09,"CGMCC 1.15434, LMG 29202",1,1,Dyella caseinilytica,Dyella,caseinilytica,1,ciprofloxacin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,novobiocin
,,,,,,,,1,polymyxin
,,,,,,,,1,streptomycin
,,,,,,,,1,tobramycin
,,,,,,,,1,vancomycin
166486,4 M-K27,"GDMCC 1.1189, LMG 30267",1,1,Dyella choica,Dyella,choica,1,amikacin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,netilmycin
,,,,,,,,1,novobiocin
,,,,,,,,1,streptomycin
,,,,,,,,1,tobramycin
166487,DHOA06,"KCTC 52129, NBRC 111978",1,1,Dyella dinghuensis,Dyella,dinghuensis,1,amikacin
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,netilmycin
,,,,,,,,1,novobiocin
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
141035,DHOC52,"NBRC 111979, KCTC 52128",1,1,Dyella flava,Dyella,flava,1,ciprofloxacin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,novobiocin
,,,,,,,,1,polymyxin
,,,,,,,,1,streptomycin
,,,,,,,,1,tobramycin
,,,,,,,,1,vancomycin
159761,DHOG02,"NBRC 111474, CGMCC 1.15435",1,1,Dyella halodurans,Dyella,halodurans,1,Amikacin
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,netilmycin
,,,,,,,,1,novobiocin
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
,,,,,,,,1,tobramycin
140577,DHOB07,"NBRC 111473, KCTC 52132",1,1,Dyella lipolytica,Dyella,lipolytica,1,amikacin
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,netilmycin
,,,,,,,,1,novobiocin
,,,,,,,,1,polymyxin
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
141036,DHON07,"CGMCC 1.15400, NBRC 111475",1,1,Dyella mobilis,Dyella,mobilis,1,ciprofloxacin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,novobiocin
,,,,,,,,1,polymyxin
,,,,,,,,1,streptomycin
,,,,,,,,1,tobramycin
,,,,,,,,1,vancomycin
166465,4 G-K06,"LMG 30268, GDMCC 1.1188",1,1,Dyella monticola,Dyella,monticola,1,amikacin
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,netilmycin
,,,,,,,,1,novobiocin
,,,,,,,,1,polymyxin
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
,,,,,,,,1,tobramycin
166464,4MSK11,"KCTC 62280, GDMCC 1.1185",1,1,Dyella psychrodurans,Dyella,psychrodurans,1,amikacin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,netilmycin
,,,,,,,,1,novobiocin
,,,,,,,,1,polymyxin
,,,,,,,,1,streptomycin
,,,,,,,,1,tobramycin
,,,,,,,,1,vancomycin
12515,,"DSM 22811, ATCC BAA-286, CCUG 42882, CIP 106420, JCM 16698",1,1,Dysgonomonas gadei,Dysgonomonas,gadei,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
17719,,"DSM 19836, KCTC 12368, KMM 6172, LMG 23350",1,1,Echinicola pacifica,Echinicola,pacifica,1,lincomycin
140501,JL3085,"NBRC 111782, CGMCC 1.15407",1,1,Echinicola rosea,Echinicola,rosea,1,carbenicillin
,,,,,,,,1,cefoperazone
,,,,,,,,1,cephalexin
,,,,,,,,1,cephradine
,,,,,,,,1,chloramphenicol
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,clindamycin
,,,,,,,,1,doxycycline
,,,,,,,,1,enrofloxacin
,,,,,,,,1,erythromycin
158741,1-116,"CCTCC AB 2017054, KCTC 52843",1,1,Edaphobaculum flavum,Edaphobaculum,flavum,1,cefazolin
,,,,,,,,1,cefoperazone
,,,,,,,,1,ofloxacin
,,,,,,,,1,piperacillin
,,,,,,,,1,vancomycin
5506,14 (serotype A),"DSM 2800, ATCC 13253, IAM 14198, IFO 12535, NBRC 12535, NCTC 10016, CCUG 214, CIP 60.57, LMG 12279, JCM 21065, AJ 2517, CCM 2719, CCTM La 3011, CDC 14, CECT 447, GIFU 506, LMG 4027, PCM 2225, RIMD 0614002",1,1,Elizabethkingia meningoseptica,Elizabethkingia,meningoseptica,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
16401,KM-4927,"DSM 41855, CIP 108319, JCM 11712, NRRL B-24202, NBRC 100760",1,1,Embleya scabrispora,Embleya,scabrispora,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
159732,ZYL,"KCTC 62328, JCM 32378, MCCC 1K03526",1,1,Paremcibacter congregatus,Paremcibacter,congregatus,1,ampicillin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,ofloxacin
,,,,,,,,1,penicillin
,,,,,,,,1,piperacillin
,,,,,,,,1,streptomycin
166207,MRS2,"KCTC 62904, NBRC 113550",1,1,Empedobacter tilapiae,Empedobacter,tilapiae,1,carbenicillin
,,,,,,,,1,cephalothin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,oleandomycin
,,,,,,,,1,tetracycline
140503,HMF3850,"CECT 9087, KCTC 42851",1,1,Emticicia paludis,Emticicia,paludis,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,rifampicin
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
,,,,,,,,1,vancomycin
140757,Acr-14,"BCRC 80922, LMG 29482, KCTC 42901",1,1,Endozoicomonas acroporae,Endozoicomonas,acroporae,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,novobiocin
,,,,,,,,1,penicillin g
,,,,,,,,1,rifampicin
,,,,,,,,1,streptomycin
,,,,,,,,1,sulfamethoxazole
133290,,"YIC 4027, HAMBI 3655, LMG 29286",1,1,Ensifer alkalisoli,Ensifer,alkalisoli,1,ampicillin
,,,,,,,,1,erythromycin
,,,,,,,,1,neomycin
,,,,,,,,1,streptomycin
132404,"247, 247BMC, EB-247","DSM 29888, NCCB 100573",1,1,Enterobacter bugandensis,Enterobacter,bugandensis,1,imipenem
,,,,,,,,1,meropenem
,,,,,,,,1,nitrofurantoin
166451,"GDMCC1.1427, 90028","CCTCC AB 2018173, CNCTC 7649",1,1,Enterobacter chuandaensis,Enterobacter,chuandaensis,1,amikacin
,,,,,,,,1,aztreonam
,,,,,,,,1,cefepime
,,,,,,,,1,cefotaxime
,,,,,,,,1,ceftazidime
,,,,,,,,1,ceftriaxone
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,doripenem
,,,,,,,,1,ertapenem
,,,,,,,,1,gentamicin
4371,"W-4, 8122-86","DSM 16657, ATCC 23373, CIP 105586, ICMP 1570, NCPPB 1850, NRRL B-154, CCUG 25230, LMG 2683, JCM 6049, ICPB ED 105, ICPB 1570",1,1,Enterobacter cloacae subsp. dissolvens,Enterobacter,cloacae,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
166452,"GDMCC1.1426, 90008","CCTCC AB 2018174, CNCTC 7648",1,1,Enterobacter huaxiensis,Enterobacter,huaxiensis,1,amikacin
,,,,,,,,1,aztreonam
,,,,,,,,1,cefepime
,,,,,,,,1,cefotaxime
,,,,,,,,1,ceftazidime
,,,,,,,,1,ceftriaxone
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,doripenem
,,,,,,,,1,ertapenem
,,,,,,,,1,gentamicin
166242,63-4,"NCIMB 15178, CCM 8922",1,1,Enterococcus dongliensis,Enterococcus,dongliensis,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,neomycin sulfate
166241,190-7,"NCIMB 15200, CCM 8949",1,1,Enterococcus hulanensis,Enterococcus,hulanensis,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
166240,94-2,"NCIMB 15180, CCM 8920, LMG 31180",1,1,Enterococcus nangangensis,Enterococcus,nangangensis,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,neomycin sulfate
164673,241-2-2,"JCM 33833, CCM 8921, LMG 31181, NCIMB 15185",1,1,Enterococcus pingfangensis,Enterococcus,pingfangensis,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,neomycin sulfate
133150,VE80,"JCM 31193, CCUG 68827, CCM 8834",1,1,Enterococcus saigonensis,Enterococcus,saigonensis,1,teicoplanin
164674,85-4,"JCM 33834, CCM 8923, LMG 31183, NCIMB 15179",1,1,Enterococcus songbeiensis,Enterococcus,songbeiensis,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,neomycin sulfate
17215,"RE35/F12, RE35F12","DSM 14347, ATCC BAA-606, CCUG 48319 B, CECT 7414, CIP 107077, CCUG 48319",1,1,Enterovibrio calviensis,Enterovibrio,calviensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
132372,SW014,"DSM 25033, KCTC 42425, MCCC 1K00500, CAIM 1920, JCM 17855",1,1,Veronia pacifica,Veronia,pacifica,1,chloramphenicol
,,,,,,,,1,kanamycin
,,,,,,,,1,rifampicin
,,,,,,,,1,spectinomycin
4402,"HK 204, 9108-82","DSM 19328, ATCC 35998, CDC 9108-82, IAM 12843, JCM 3704, AJ 2716, CFBP 3622, CIP 105199, ICMP 12532, LMG 11254, NBRC 102418, NCIMB 13181, NCPPB 3774",1,1,Erwinia persicina,Erwinia,persicina,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
5371,T-305,"DSM 14972, ATCC 43339, CCUG 31352, CIP 105960, JCM 8533",1,1,Erysipelothrix tonsillarum,Erysipelothrix,tonsillarum,1,novobiocin
140998,JSSK-14,"KCTC 52764, NBRC 112765",1,1,Aurantiacibacter aquimixticola,Aurantiacibacter,aquimixticola,1,carbenicillin
,,,,,,,,1,cefalotin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,novobiocin
,,,,,,,,1,tetracycline
166688,JBTF-M21,"KACC 19864, NBRC 113584",1,1,Erythrobacter insulae,Erythrobacter,insulae,1,carbenicillin
,,,,,,,,1,cephalothin
,,,,,,,,1,neomycin
,,,,,,,,1,novobiocin
,,,,,,,,1,oleandomycin
,,,,,,,,1,penicillin g
5381,T4,"DSM 8509, IAM 14332, CIP 106926",1,1,Erythrobacter litoralis,Erythrobacter,litoralis,1,chloramphenicol
,,,,,,,,1,fusidate
,,,,,,,,1,tetracycline
166340,EB310,"KCTC 72109, MCCC 1K03690",1,1,Erythrobacter mangrovi,Erythrobacter,mangrovi,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,neomycin
,,,,,,,,1,novobiocin
,,,,,,,,1,tetracycline
166195,KEM-5,"KACC 19865, KCTC 62896, NBRC 113546",1,1,Qipengyuania marisflavi,Qipengyuania,marisflavi,1,carbenicillin
,,,,,,,,1,cephalothin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,novobiocin
5387,E5,"DSM 8510, IAM 14333, NCIMB 13404, JCM 10282, ATCC 700003, CIP 106927, NBRC 102621",1,1,Erythrobacter ramosus,Erythrobacter,ramosus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
,,,,,,,,1,amikacin
,,,,,,,,1,bacitracin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,chlortetracyclin
,,,,,,,,1,erythromycin
,,,,,,,,1,fusidate
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
4907,"U5/41, U 5/41","DSM 30083, ATCC 11775, CCM 5172, CIP 54.8, IAM 12119, JCM 1649, NCDO 1989, NCTC 9001, WDCM 00090, BCRC 10675, CCUG 24, CCUG 29300, CECT 515, CGMCC 1.2993, KCTC 2441, LMG 2092, NBRC 102203, NCIMB 11943, VTT E-94564, UCCCB113, WDCM 00155",1,1,Escherichia coli,Escherichia,coli,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
4930,568-73,"DSM 13698, ATCC 35469, CDC 0568-73, CCUG 18766, JCM 21226, CIP 103357, CIP 104947, IAM 14443, LMG 7866, NBRC 102419, NCTC 12128",1,1,Escherichia fergusonii,Escherichia,fergusonii,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
158624,,"KCCM 43264, JCM 32170, MEBiC 12267",1,1,Euzebyella algicola,Euzebyella,algicola,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,rifampicin
,,,,,,,,1,vancomycin
18107,H2,"DSM 14480, CIP 107163, KCTC 3809, CCUG 47137",1,1,Exiguobacterium antarcticum,Exiguobacterium,antarcticum,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
18108,L2,"CCUG 47136, DSM 14481, CIP 107162, KCTC 3810",1,1,Exiguobacterium undae,Exiguobacterium,undae,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
166289,,"DSM 103991, KCTC 52556, SYSU SYW-5",1,1,Facilibium subflavum,Facilibium,subflavum,1,cephalosporin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,doxycycline
,,,,,,,,1,gentamicin
,,,,,,,,1,levofloxacin
,,,,,,,,1,tetracycline
167635,YIM 102668,"KCTC 52109, CCTCC AB 2016016, YIM 102668",1,1,Faecalibacter macacae,Faecalibacter,macacae,1,amikacin
,,,,,,,,1,ceftriaxone
,,,,,,,,1,chloramphenicol
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,clindamycin
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,norfloxacin
,,,,,,,,1,penicillin g
7586,M597/99/10,"DSM 13988, CCUG 42953, CIP 107054, JCM 11677",1,1,Falsarthrobacter nasiphocae,Falsarthrobacter,nasiphocae,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
17033,Rt17-B1,"DSM 5306, ATCC 35602",1,1,Fervidobacterium nodosum,Fervidobacterium,nodosum,1,chloramphenicol
,,,,,,,,1,penicillin
,,,,,,,,1,sodium azide
,,,,,,,,1,sulfate
,,,,,,,,1,tetracycline
166120,HYT19,"CCTCC AB 2018342, JCM 33105",1,1,Fibrisoma montanum,Fibrisoma,montanum,1,ampicillin
,,,,,,,,1,cefazolin
,,,,,,,,1,cefoperazone
,,,,,,,,1,ceftriaxone
,,,,,,,,1,cefuroxime
,,,,,,,,1,cephalexin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,medicamycin
,,,,,,,,1,norfloxacin
158767,GDSW-R2A3,"VTCC B-910015, CCM 8782",1,1,Fictibacillus aquaticus,Fictibacillus,aquaticus,1,bacitracin
,,,,,,,,1,novobiocin
,,,,,,,,1,polymyxin b
132548,,"DSM 100124, KCTC 33758, MCC 2765, AS 8",1,1,Fictibacillus halophilus,Fictibacillus,halophilus,1,amikacin
,,,,,,,,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,oxytetracycline
,,,,,,,,1,polymyxin b
,,,,,,,,1,rifampicin
133340,SP5,"LMG 29572, VKM B-3045",1,1,Fimbriiglobus ruber,Fimbriiglobus,ruber,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
159764,ECD12,"KCTC 52351, JCM 32292",1,1,Flagellimonas aquimarina,Flagellimonas,aquimarina,1,vancomycin
140822,MDM-7,"KCTC 42722, CECT 8899",1,1,Flavimaricola marinus,Flavimaricola,marinus,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cephalothin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,novobiocin
,,,,,,,,1,oleandomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,polymyxin b
140759,MBLN091,"KCTC 52527, JCM 31731",1,1,Flavimarina flava,Flavimarina,flava,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cephalothin
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,lincomycin
,,,,,,,,1,norfloxacin
,,,,,,,,1,novobiocin
,,,,,,,,1,penicillin g
140553,OITF-51,"KCTC 52657, NBRC 112707",1,1,Flaviramulus aestuariivivens,Flaviramulus,aestuariivivens,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefalotin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,lincomycin
,,,,,,,,1,novobiocin
,,,,,,,,1,oleandomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,streptomycin
140956,EC2D5,"KCTC 52353, JCM 31796",1,1,Flavivirga aquimarina,Flavivirga,aquimarina,1,ampicillin
,,,,,,,,1,erythromycin
,,,,,,,,1,vancomycin
140955,ECD14,"KCTC 52352, JCM 31797",1,1,Flavivirga eckloniae,Flavivirga,eckloniae,1,ampicillin
,,,,,,,,1,nalidixic acid
166172,LLJ-11,"BCRC 81124, LMG 30599, KCTC 62514",1,1,Flavobacterium amnicola,Flavobacterium,amnicola,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,novobiocin
,,,,,,,,1,penicillin g
,,,,,,,,1,rifampicin
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
158535,KYPY10,"BCRC 81006, LMG 29727, KCTC 52443",1,1,Flavobacterium amniphilum,Flavobacterium,amniphilum,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,novobiocin
,,,,,,,,1,penicillin g
,,,,,,,,1,rifampicin
,,,,,,,,1,streptomycin
,,,,,,,,1,sulfamethoxazole
5517,"F 36, Taylor F36","DSM 1132, ATCC 11947, CIP 55.141, DSM 30095, NCIB 8694, CCUG 29304, NCIMB 8694, JCM 20475, CCEB 768, CIP 103744, IAM 12316, LMG 2952, LMG 4008, LMG 4427, NBRC 15052, NCMB 644, NCTC 9758, NRRL B-14834, VKM B-1173, IFO 15052",1,1,Flavobacterium aquatile,Flavobacterium,aquatile,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
133125,SM1502,"KCTC 42668, CCTCC AB 2015346",1,1,Flavobacterium arcticum,Flavobacterium,arcticum,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,penicillin g
,,,,,,,,1,tetracycline
,,,,,,,,1,vancomycin
140760,A2-1,"CCTCC AB 2017157, KCTC 52644",1,1,Flavobacterium ardleyense,Flavobacterium,ardleyense,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefotaxime
,,,,,,,,1,chloramphenicol
,,,,,,,,1,neomycin
,,,,,,,,1,nitrofurantoin
,,,,,,,,1,polymyxin b
,,,,,,,,1,rifampicin
158661,SYP-B1015,"CGMCC 1.16115, KCTC 62025",1,1,Flavobacterium artemisiae,Flavobacterium,artemisiae,1,ampicillin
,,,,,,,,1,cephalexin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,ofloxacin
,,,,,,,,1,rifampicin
,,,,,,,,1,tetracycline
166270,1E403,"KCTC 62960, MCCC 1H00356",1,1,Flavobacterium cerinum,Flavobacterium,cerinum,1,carbenicillin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,norfloxacin
,,,,,,,,1,ofloxacin
,,,,,,,,1,rifampicin
,,,,,,,,1,streptomycin
,,,,,,,,1,tobramycin
159750,P3160,"LMG 30615, CCM 8826",1,1,Flavobacterium chryseum,Flavobacterium,chryseum,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,penicillin g
,,,,,,,,1,tetracycline
,,,,,,,,1,vibriostat
141133,4-T-2,"LMG 28257, CCTCC AB 2014004",1,1,Flavobacterium collinsense,Flavobacterium,collinsense,1,ampicillin
,,,,,,,,1,kanamycin
5551,1-S-2cl (Anacker 1956),"DSM 18644, ATCC 23463, CIP 103531, JCM 21141, LMG 10406, LMG 13035, NBRC 100251, NCIMB 2248, IAM 14301, NCMB 1038",1,1,Flavobacterium columnare,Flavobacterium,columnare,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
158744,MVW-23,"BCRC 80978, LMG 29558, KCTC 52234",1,1,Flavobacterium dispersum,Flavobacterium,dispersum,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,novobiocin
,,,,,,,,1,rifampicin
,,,,,,,,1,streptomycin
