ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,"Ability of spore formation"
134281,YN-1,"JCM 14604, NCIMB 14282, LMG 24733",1,1,"Evansella polygoni",Evansella,polygoni,1
140966,TD42,"MCCC 1A00365, KCTC 33715, LMG 28870, NBRC 113920, CIP 111459",1,1,"Bacillus proteolyticus",Bacillus,proteolyticus,1
1151,,"DSM 12442, NRRL B-617, JCM 12231, CIP 105700, LMG 18993, KCTC 3862, NBRC 101232, BCRC 17606, BCRC 17107",1,1,"Bacillus pseudomycoides",Bacillus,pseudomycoides,1
166351,SPB7,"NRRL B-65559, CICC 24827, MCC 4185",1,1,"Bacillus rugosus",Bacillus,rugosus,1
1264,FO-36b,"DSM 19292, ATCC BAA-1126, LMG 26769, NBRC 100820, CIP 109412",1,1,"Bacillus safensis",Bacillus,safensis,1
166417,,"LMG 30124, CECT 9344, BC 09",1,1,"Bacillus safensis subsp. osmophilus",Bacillus,safensis,1
134001,A24,"IBRC-M10078, KCTC 13816, IBRC-M 10078, CIP 110635",1,1,"Litchfieldia salsa",Litchfieldia,salsa,1
1253,"BH 724, 6.101, BH724","DSM 16464, CIP 110058, KCTC 3913",1,1,"Bacillus seohaeanensis",Bacillus,seohaeanensis,1
159795,AK72,"MTCC 12636, KCTC 33981, JCM 32183",1,1,"Bacillus shivajii",Bacillus,shivajii,1
1302,PD-A10,"DSM 25261, BCC 22614, KACC 16244, KCTC 13613, CIP 110217",1,1,"Bacillus siamensis",Bacillus,siamensis,1
134009,H1-1M,"KCTC 13881, CCUG 61889, CAU 1033",1,1,"Bacillus songklensis",Bacillus,songklensis,1
1201,"L87-10, TG8-8","DSM 13779, NRRL B-23154, JCM 12232, CIP 107271, KCTC 13918, NBRC 101234",1,1,"Bacillus sonorensis",Bacillus,sonorensis,1
1193,TU-B-10,"DSM 15029, NRRL B-23049, JCM 12233, CIP 106094, LMG 19156, NBRC 101239",1,1,"Bacillus spizizenii",Bacillus,spizizenii,1
1172,"Marburg, 744","DSM 10, ATCC 6051, CCM 2216, IAM 12118, IFO 13719, JCM 1465, LMG 7135, NBRC 13719, NCIB 3610, NCTC 3610, NRS 744, CCUG 163 B, BCRC 10255, CECT 39, CIP 52.65, IFO 16412, IMET 10758, KCTC 3135, NBRC 16412, NCFB 1769, NCIMB 3610, NRRL B-4219, NRRL NRS-744, VKM B-501, VKM B-758, VKM B-919, VTT E-97009, UCCCB117, NCDO 1769",1,1,"Bacillus subtilis",Bacillus,subtilis,1
140690,,"CCUG 70177, NRRL B-41294",1,1,"Bacillus swezeyi",Bacillus,swezeyi,1
1270,"BH030017, 11.101","DSM 16466, CIP 109461, KCTC 3918, BCRC 80952",1,1,"Bacillus taeanensis",Bacillus,taeanensis,1
158609,,"KCTC 33703, CGMCC 1.15917, EGI 80668",1,1,"Evansella tamaricis",Evansella,tamaricis,1
166386,,"KCTC 43131, CGMCC 1.17491, SYSU G01002",1,1,"Peribacillus tepidiphilus",Peribacillus,tepidiphilus,1
134164,10b,"ATCC BAA-819, NCTC 13306, CIP 109396, NRRL B-41771, KCTC 13622",1,1,"Bacillus tequilensis",Bacillus,tequilensis,1
140573,RA9,"LMG 29736, CECT 9170",1,1,"Siminovitchia terrae",Siminovitchia,terrae,1
133927,SgZ-7,"CCTCC AB 2012030, KACC 16700",1,1,"Neobacillus thermocopriae",Neobacillus,thermocopriae,1
133977,SgZ-8,"CCTCC AB 2012108, KACC 16706",1,1,"Bacillus thermotolerans",Bacillus,thermotolerans,1
1006,NRS-996,"DSM 2046, ATCC 10792, CCM 19, NCIB 9134, CCUG 7429, JCM 20386, BCRC 14683, CCEB 457, CECT 197, CIP 53.137, CN 3624, HAMBI 252, HAMBI 478, IAM 12077, LBG B-4034, LMD 70.8, LMG 7138, NBRC 101235, NCAIM B.01292, NCCB 70008, NCDO 1146, NCFB 1146, NCIMB 9134, NCIMB 9207, NRRL HD-735, NRRL NRS-996, PCM 1853, VKM B-439, VKM B-454, VTT E-86245, WDCM 00221",1,1,"Bacillus thuringiensis",Bacillus,thuringiensis,1
140962,N24,"MCCC 1A01406, KCTC 33711, LMG 28874, NBRC 113916, CIP 111455, MCCC 1A1406",1,1,"Bacillus tropicus",Bacillus,tropicus,1
1150,"DV1-F-3, DV-1-F3","DSM 11031, NRRL B-14890, JCM 12234, ATCC 700092, BCRC 17183, CIP 104792, KCTC 3707, LMG 18725, NBRC 101236",1,1,"Bacillus vallismortis",Bacillus,vallismortis,1
133012,,"DSM 102050, CIP 111364, LMG 29269, FSL W8-0169",1,1,"Bacillus wiedmannii",Bacillus,wiedmannii,1
140354,FJAT-27215,"DSM 100757, CCTCC AB 2015266",1,1,"Bacillus wudalianchiensis",Bacillus,wudalianchiensis,1
164466,FJAT-46582,"JCM 33155, CCTCC AB 2017047",1,1,"Bacillus xiapuensis",Bacillus,xiapuensis,1
164475,XXST-01,"JCM 33181, MCCC 1A14143",1,1,"Robertmurraya yapensis",Robertmurraya,yapensis,1
140879,DW5-4,"MCCC 1A08372, LMG 27144, KCTC 33531",1,1,"Bacillus zhangzhouensis",Bacillus,zhangzhouensis,1
1617,3452A,"DSM 19024, ATCC 43185, CCUG 38735, CIP 104201, JCM 9498, NCTC 13051, VPI 3452A",1,1,"Bacteroides caccae",Bacteroides,caccae,0
140882,"LIPI12-4-Ck732, JSAT12-4-Ck732, C13EG70","InaCC B449, NBRC 110958",1,1,"Bacteroides caecicola",Bacteroides,caecicola,0
1623,CRE21,"DSM 14838, CCUG 44979, JCM 15632",1,1,"Bacteroides cellulosilyticus",Bacteroides,cellulosilyticus,0
1628,"A 20","DSM 22519, JCM 16067, CCUG 60911, YIT 12056, KCTC 15128",1,1,"Bacteroides clarus",Bacteroides,clarus,0
1613,"PC 139","DSM 18011, CCUG 50528, JCM 13475, NRRL B-41113",1,1,"Bacteroides coprosuis",Bacteroides,coprosuis,0
158883,KGMB02408,"DSM 107828, KCTC 15687, JCM 34008",1,1,"Bacteroides faecalis",Bacteroides,faecalis,0
22936,ST37,"DSM 26883, CCUG 60873, JCM 17102, KCTC 15666",1,1,"Bacteroides faecichinchillae",Bacteroides,faecichinchillae,0
1631,MAJ27,"CCUG 60914, DSM 24798, JCM 16478, KCTC 5823",1,1,"Bacteroides faecis",Bacteroides,faecis,0
1610,199,"DSM 17565, JCM 13345, CCUG 53890",1,1,"Bacteroides finegoldii",Bacteroides,finegoldii,0
1629,,"CCUG 60912, DSM 22534, JCM 16101, YIT 12057, KCTC 15129",1,1,"Bacteroides fluxus",Bacteroides,fluxus,0
140883,"LIPI12-4-Ck844, JSAT12-4-Ck884, C13EG186","InaCC B451, NBRC 110963",1,1,"Bacteroides gallinaceus",Bacteroides,gallinaceus,0
1624,XDT-1,"CCUG 60910, DSM 19988, JCM 15093, KCTC 15146",1,1,"Bacteroides graminisolvens",Bacteroides,graminisolvens,0
1609,341,"CCUG 53889, DSM 17393, JCM 13265",1,1,"Bacteroides intestinalis",Bacteroides,intestinalis,0
158671,R2F3-3-3,"KCTC 15460, JCM 31391",1,1,"Bacteroides kribbi",Bacteroides,kribbi,0
1630,,"DSM 22535, JCM 16102, CCUG 60913, YIT 12058, KCTC 15130",1,1,"Bacteroides oleiciplenus",Bacteroides,oleiciplenus,0
1621,SV434,"DSM 19291, JCM 14649, CCUG 60909",1,1,"Bacteroides propionicifaciens",Bacteroides,propionicifaciens,0
133840,Rs-03,"JCM 10512, CCUG 62153, DSM 105720",1,1,"Bacteroides reticulotermitis",Bacteroides,reticulotermitis,0
131249,ST161,"DSM 26884, CCUG 60872, JCM 17103",1,1,"Bacteroides stercorirosoris",Bacteroides,stercorirosoris,0
1604,,"CCUG 4942, JCM 5828, CIP 103695, KCTC 5204, DSM 6597, ATCC 8492, VPI 0061, CGMCC 1.5133, NCTC 13054",1,1,"Bacteroides uniformis",Bacteroides,uniformis,0
1626,XB1A,"DSM 18836, CCUG 53782, JCM 15633",1,1,"Bacteroides xylanisolvens",Bacteroides,xylanisolvens,0
158509,,"DSM 108226, CGMCC 4.7547, KCTC 49229, YIM 75507",1,1,"Bailinhaonella thermotolerans",Bailinhaonella,thermotolerans,1
133009,KHALHBd91,"DSM 28579, JCM 19909",1,1,"Balneicella halophila",Balneicella,halophila,0
17738,"13IX/A01/164, 131X/A01/164","DSM 17893, CIP 109092, OOB 256",1,1,"Balneola vulgaris",Balneola,vulgaris,0
12519,,"DSM 21032, JCM 15079, YIT 11860",1,1,"Barnesiella intestinihominis",Barnesiella,intestinihominis,0
12518,C46,"CCUG 55593, DSM 18177, JCM 13660",1,1,"Barnesiella viscericola",Barnesiella,viscericola,0
3935,39,"DSM 24617, CGMCC 4.6864, JCM 19663",1,1,"Barrientosiimonas humi",Barrientosiimonas,humi,0
22987,MSW-24,"DSM 21415, JCM 19562, KCTC 19485",1,1,"Barrientosiimonas marina",Barrientosiimonas,marina,0
5363,,"DSM 19936, CCUG 55508, WCC 4188",1,1,"Bavariicoccus seileri",Bavariicoccus,seileri,0
1672,"BF-2819, Hilger","DSM 19635, CECT 7311, LMG 2819",1,1,"Beijerinckia doebereinerae",Beijerinckia,doebereinerae,0
24721,CC-SAL-25,"DSM 46698, BCRC 17883, KCTC 13248",1,1,"Belliella pelovolcani",Belliella,pelovolcani,0
505,GOMI-1,"DSM 17877, JCM 13669",1,1,"Bellilinea caldifistulae",Bellilinea,caldifistulae,0
23491,PB-K8,"DSM 28067, JCM 18033, KCTC 23765",1,1,"Belnapia soli",Belnapia,soli,0
12009,ge10,"DSM 19037, CGMCC 1.6762",1,1,"Bhargavaea beijingensis",Bhargavaea,beijingensis,0
12011,DSE10,"DSM 22132, JCM 14375, LMG 24411",1,1,"Bhargavaea cecembensis",Bhargavaea,cecembensis,0
12010,ge14,"DSM 19038, CGMCC 1.6763",1,1,"Bhargavaea ginsengi",Bhargavaea,ginsengi,0
23196,KJW98,"DSM 22308, KCTC 13583, LMG 25219",1,1,"Bhargavaea indica",Bhargavaea,indica,0
23197,ZMA-19,"DSM 26128, CCM 8429, LMG 27071, ZMA 19, CIP 110542",1,1,"Bhargavaea ullalensis",Bhargavaea,ullalensis,0
140310,RP115,"DSM 100238, CCM 8605, LMG 28779",1,1,"Bifidobacterium apri",Bifidobacterium,apri,0
140884,"R 54638","LMG 28769, CCUG 67145",1,1,"Bifidobacterium aquikefiri",Bifidobacterium,aquikefiri,0
1739,BluCI/TP,"DSM 19703, ATCC BAA-1567, KCTC 15159",1,1,"Bifidobacterium bombi",Bifidobacterium,bombi,0
164528,2028B,"JCM 33352, CCUG 72814, LMG 30938",1,1,"Bifidobacterium callimiconis",Bifidobacterium,callimiconis,0
164527,2020B,"JCM 33351, CCUG 72816, LMG 30937",1,1,"Bifidobacterium castoris",Bifidobacterium,castoris,0
164531,2036B,"JCM 33355, CCUG 72818, LMG 30941",1,1,"Bifidobacterium dolichotidis",Bifidobacterium,dolichotidis,0
164529,2034B,"JCM 33353, CCUG 72815, LMG 30939",1,1,"Bifidobacterium goeldii",Bifidobacterium,goeldii,0
159320,,"DSM 103362, JCM 31788, MRM 9.3",1,1,"Bifidobacterium jacchi",Bifidobacterium,jacchi,0
131387,"Su 851","DSM 28597, JCM 19995, KCTC 15605",1,1,"Bifidobacterium longum subsp. suillum",Bifidobacterium,longum,0
1726,Ru915B,"DSM 6492, ATCC 49391, CCUG 34976, JCM 8219, CGMCC 1.2273, KCTC 3369, KCTC 3423, LMG 11341",1,1,"Bifidobacterium merycicum",Bifidobacterium,merycicum,0
1747,,"DSM 21395, JCM 15461, YIT 10443, KCTC 5848",1,1,"Bifidobacterium mongoliense",Bifidobacterium,mongoliense,0
132345,MRM_5.9,"DSM 100196, JCM 30796, MRM 5.9, KCTC 15589",1,1,"Bifidobacterium myosotis",Bifidobacterium,myosotis,0
160296,,"DSM 106029, SMA 15, BCRC 81224, NBRC 114051",1,1,"Bifidobacterium platyrrhinorum",Bifidobacterium,platyrrhinorum,0
1738,T16,"DSM 22366, LMG 21775, NCIMB 13940, JCM 15958",1,1,"Bifidobacterium psychraerophilum",Bifidobacterium,psychraerophilum,0
1723,Ru687,"DSM 6489, ATCC 49390, CCUG 34975, JCM 8222, CGMCC 1.2241, KCTC 3425, LMG 12588, LMG 21811",1,1,"Bifidobacterium ruminantium",Bifidobacterium,ruminantium,0
160002,,"DSM 106020, SMA 1, BCRC 81223, NBRC 114049",1,1,"Bifidobacterium saimiriisciurei",Bifidobacterium,saimiriisciurei,0
164530,2033B,"JCM 33354, CCUG 72817, LMG 30940",1,1,"Bifidobacterium samirii",Bifidobacterium,samirii,0
141014,Tam10B,"LMG 30126, CCUG 70655, CCUG 70655 A",1,1,"Bifidobacterium vansinderenii",Bifidobacterium,vansinderenii,0
5714,"CCM-A-29 1259, JUB59","DSM 19628",1,1,"Bizionia argentinensis",Bizionia,argentinensis,0
133837,T-y7,"KCTC 23881, CCUG 62110",1,1,"Bizionia hallyeonensis",Bizionia,hallyeonensis,0
140551,P131,"MCCC 1H00124, KCTC 42587",1,1,"Bizionia sediminis",Bizionia,sediminis,0
24054,,"DSM 45413, CCTCC AA 209045, KCTC 19998, YIM 68236, JCM 17896, JCM 31483",1,1,"Trujillonella endophytica",Trujillonella,endophytica,0
159637,GP-S2-8,"DSM 106127, JCM 32354, KCCM 43275, KCTC 49078",1,1,"Blastococcus litoris",Blastococcus,litoris,0
140448,,"DSM 46842, CECT 8884, BMG 862",1,1,"Blastococcus xanthinilyticus",Blastococcus,xanthinilyticus,0
140974,T2,"KCTC 42354, JCM 30467, DSM 112298",1,1,"Blastomonas fulva",Blastomonas,fulva,0
24769,M25,"DSM 27629, JCM 17205, KCTC 5980",1,1,"Blautia faecis",Blautia,faecis,0
158642,KB1,"KCTC 15618, JCM 32276",1,1,"Blautia hominis",Blautia,hominis,1
133713,GAM6-1,"KCTC 5981, JCM 17204",1,1,"Blautia stercoris",Blautia,stercoris,0
18075,"Walcc: 14507","DSM 19850, ATCC BAA-1564, JCM 17041, KCTC 5965, WAL 14507",1,1,"Blautia wexlerae",Blautia,wexlerae,0
1770,2017-12,"DSM 11294, CCUG 39178, HKI 88, JCM 11479, ATCC 700413, CIP 105404, NBRC 106158, HKI 0088",1,1,"Bogoriella caseilytica",Bogoriella,caseilytica,0
140538,,"JCM 31623, KCTC 52452, MRM 1",1,1,"Bombella apis",Bombella,apis,0
377,,"DSM 11332, ATCC 35086, CCUG 13726, LMG 1852, Hinz 591-77, CIP 103348, NCTC 12033",1,1,"Bordetella avium",Bordetella,avium,0
378,"Blackall TC 58","DSM 11333, ATCC 51783, CIP 104527, LMG 13501, CCUG 33847, CCM 4584, TC 58, JCM 15550",1,1,"Bordetella hinzii",Bordetella,hinzii,0
382,Se-1111R,"DSM 12804, CCUG 43448, CIP 107267, ATCC BAA-461, CCM 7166",1,1,"Bordetella petrii",Bordetella,petrii,0
379,"1779, 22-93","DSM 11334, CCUG 32381, LMG 13506, CIP 105351",1,1,"Bordetella trematum",Bordetella,trematum,0
163910,T6517-1-4b,"JCM 30935, NCIMB 15007, CIP 111922",1,1,"Bordetella tumulicola",Bordetella,tumulicola,0
1787,,"CCUG 55772, DSM 13099, ATCC 700918, CIP 106457, AMX 51",1,1,"Bosea minatitlanensis",Bosea,minatitlanensis,0
1786,BI-42,"DSM 9653, CCUG 55771, ATCC 700366",1,1,"Bosea thiooxidans",Bosea,thiooxidans,0
166437,,"KCTC 52794, NBRC 112957, SYSU D60016",1,1,"Botryobacter ruber",Botryobacter,ruber,0
140290,VUL4_1,"DSM 104050, CGMCC 4.7370",1,1,"Boudabousia liubingyangii",Boudabousia,liubingyangii,0
158436,VUL4_3,"DSM 103436, CGMCC 4.7369",1,1,"Boudabousia tangfeifanii",Boudabousia,tangfeifanii,0
188,R2014,"DSM 19116, CCUG 46092, CIP 107668",1,1,"Bowdeniella nasicola",Bowdeniella,nasicola,0
3915,phenol-A,"DSM 22299, BCRC 17589, JCM 15157, LMG 23707",1,1,"Brachybacterium phenoliresistens",Brachybacterium,phenoliresistens,0
133630,M-6-3,"KACC 14221, JCM 16464",1,1,"Brachybacterium squillarum",Brachybacterium,squillarum,0
3916,JB,"DSM 18832, CGMCC 1.6508, LMG 23926, JCM 15471",1,1,"Brachybacterium zhongshanense",Brachybacterium,zhongshanense,0
166188,39S1MB,"LMG 29934, HAMBI 3680",1,1,"Bradyrhizobium amphicarpaeae",Bradyrhizobium,amphicarpaeae,0
1812,BTA-1,"DSM 16623, ATCC BAA-1002, CFNE 1008, LMG 22265",1,1,"Bradyrhizobium canariense",Bradyrhizobium,canariense,0
133740,,"LMG 26137, HAMBI 3184, CGMCC 1.10947, CCBAU 15774",1,1,"Bradyrhizobium daqingense",Bradyrhizobium,daqingense,0
166287,"U686, CL 20","USDA 10052, CNPSo 3426",1,1,"Bradyrhizobium frederickii",Bradyrhizobium,frederickii,0
133742,,"LMG 26136, CGMCC 1.10948, HAMBI 3180, CCBAU 23303",1,1,"Bradyrhizobium huanghuaihaiense",Bradyrhizobium,huanghuaihaiense,0
1814,2281,"DSM 24092, CECT 4845, USDA 3622",1,1,"Bradyrhizobium liaoningense",Bradyrhizobium,liaoningense,0
140478,U675,"LMG 30031, BR 6010, CNPSo 1165, SEMIA 6399",1,1,"Bradyrhizobium mercantei",Bradyrhizobium,mercantei,0
141148,5-10,"LMG 28789, DSM 100300, NTCCM 0017",1,1,"Bradyrhizobium namibiense",Bradyrhizobium,namibiense,0
166262,"U687, CL 40","CNPSo 3448, USDA 10051",1,1,"Bradyrhizobium niftali",Bradyrhizobium,niftali,0
159767,,"LMG 30283, DSM 105795, NTCCM 0019, WR 4",1,1,"Bradyrhizobium ripae",Bradyrhizobium,ripae,0
140809,H-8,"CNPSo 2823, HAMBI 3668, BR 446",1,1,"Bradyrhizobium stylosanthis",Bradyrhizobium,stylosanthis,0
168996,85S1MB,"LMG 29937, HAMBI 3684",1,1,"Bradyrhizobium symbiodeficiens",Bradyrhizobium,symbiodeficiens,0
166133,UFLA03-164,"LMG 31509",1,1,"Bradyrhizobium uaiense",Bradyrhizobium,uaiense,0
132365,7-2,"DSM 100297, LMG 28791, NTCCM 0018, DSMZ 100297",1,1,"Bradyrhizobium vignae",Bradyrhizobium,vignae,0
22967,BM,"DSM 24659, JCM 16868",1,1,"Brassicibacter mesophilus",Brassicibacter,mesophilus,0
11416,"13, NRS-1219","DSM 6348, ATCC 51663, CCUG 31345, NRRL NRS-1219, LMG 15103, NRS 1219, JCM 9067, CCM 4535, CGMCC 1.3103, CIP 104002, IFO 15538, KCTC 3573, LMG 15598, NBRC 15538",1,1,"Brevibacillus agri",Brevibacillus,agri,1
11441,PDF25,"DSM 24395, LMG 26289",1,1,"Brevibacillus aydinogluensis",Brevibacillus,aydinogluensis,1
11421,"B4, NRS-818","DSM 6347, ATCC 51668, CIP 104545, IFO 15714, JCM 9022, NBRC 15714, CCUG 51058, NRRL NRS-818, LMG 16009, NRS 818, CGMCC 1.3102",1,1,"Brevibacillus borstelensis",Brevibacillus,borstelensis,1
11402,"27B, 604","DSM 30, ATCC 8246, CCM 2050, JCM 2503, LMG 16703, NCIB 9372, NCTC 2611, CCUG 7413, NRS 604, BCRC 14682, CECT 5, CGMCC 1.3098, CIP 52.86, IFO 15304, KCTC 3743, LMG 7123, NBRC 15304, NCIMB 9372, NRRL B-14602, NRRL NRS-604, NRRL NRS-819, VKM B-503, NCDO 1770",1,1,"Brevibacillus brevis",Brevibacillus,brevis,1
11425,"NRRL-NRS 664, NRS-664","DSM 8445, ATCC 51661, CCUG 31347, NRRL NRS-664, NRS 664, JCM 9071, CGMCC 1.3104, CIP 104003, IFO 15540, KCTC 3863, KCTC 3887, LMG 15106, LMG 15603, NBRC 15540",1,1,"Brevibacillus centrosporus",Brevibacillus,centrosporus,1
11423,"HPD 52, HPD52","DSM 8552, ATCC 51359, CIP 103838, IFO 15518, JCM 8505, NBRC 15518, CCUG 51061, NRRL B-23247, LMG 15968, CGMCC 1.3099, KCTC 3836, NCIMB 13345",1,1,"Brevibacillus choshinensis",Brevibacillus,choshinensis,1
11440,CJ71,"DSM 23904, JCM 15716, KACC 13381",1,1,"Brevibacillus fluminis",Brevibacillus,fluminis,1
132387,PDF4,"DSM 100115, NCCB 100559",1,1,"Brevibacillus gelatini",Brevibacillus,gelatini,1
11438,,"DSM 21346, KCTC 13938, LMG 23403, Gsoil 3088",1,1,"Brevibacillus ginsengisoli",Brevibacillus,ginsengisoli,1
133398,,"ACCC 06527, JCM 30849, LAM 0312, KCTC 43189",1,1,"Brevibacillus halotolerans",Brevibacillus,halotolerans,1
11437,"R-12315, B-1657","DSM 18918, CIP 108307, KCTC 13000, LMG 22481, Logan B-1657",1,1,"Brevibacillus levickii",Brevibacillus,levickii,1
11435,L13,"DSM 6472, NRRL NRS-887, NRS 887, CIP 108411",1,1,"Brevibacillus limnophilus",Brevibacillus,limnophilus,1
23172,DA2,"DSM 26674, JCM 15774, NCIMB 14531",1,1,"Brevibacillus nitrificans",Brevibacillus,nitrificans,1
11439,,"DSM 22869, JCM 15085, KCTC 13206, DCY 35",1,1,"Brevibacillus panacihumi",Brevibacillus,panacihumi,1
132383,,"DSM 29928, CPCC 100738, YIM 78300, JCM 30638",1,1,"Brevibacillus sediminis",Brevibacillus,sediminis,1
11409,BT2,"DSM 7064, MIM 30.8.38, CCUG 54929, CIP 105255, CIP 105298, HSCC 624",1,1,"Brevibacillus thermoruber",Brevibacillus,thermoruber,1
1868,,"DSM 18261, CCTCC AB 206112, KCTC 19173, YIM 90718, JCM 15617",1,1,"Brevibacterium album",Brevibacterium,album,0
133819,"KEMC41-098, A1","JCM 17537, KACC 15558, KEMC 41-098",1,1,"Brevibacterium ammoniilyticum",Brevibacterium,ammoniilyticum,0
1863,KC,"DSM 20426, ATCC 9175, NCDO 739, NCIB 8546, JCM 2590, BCRC 10379, CCUG 12159, CCUG 23574, CECT 76, CIP 63.12, IAM 1902, IFO 12171, IMET 10996, KCTC 3084, LMG 22546, NBRC 12171, NCIMB 8546, VKM Ac-2111",1,1,"Brevibacterium aurantiacum",Brevibacterium,aurantiacum,0
1861,F-77,"DSM 15453, CIP 108809, JCM 13521, KMM 3637, ATCC BAA-809, LMG 21950",1,1,"Brevibacterium celere",Brevibacterium,celere,0
23808,"2C6-41, 2C6-41N","DSM 27938, JCM 17458, KCTC 19800",1,1,"Brevibacterium daeguense",Brevibacterium,daeguense,0
130226,SJ5-8,"DSM 29217, JCM 18571, KACC 16911",1,1,"Brevibacterium jeotgali",Brevibacterium,jeotgali,0
1867,HFW-26,"DSM 18964, JBRI 2001, KCTC 19221, JCM 15618",1,1,"Brevibacterium marinum",Brevibacterium,marinum,0
1860,R-5391,"DSM 16132, CIP 108823, LMG 22061, JCM 13319",1,1,"Brevibacterium picturae",Brevibacterium,picturae,0
1870,TP12,"DSM 21720, JCM 17808, NCCB 100255",1,1,"Brevibacterium pityocampae",Brevibacterium,pityocampae,0
1865,SST-8,"DSM 19451, KCCM 42316, NRRL B-41420, JCM 14546",1,1,"Brevibacterium samyangense",Brevibacterium,samyangense,1
1871,01-Je-003,"DSM 22082, CCM 7649, CCUG 57423, JCM 30489",1,1,"Brevibacterium sandarakinum",Brevibacterium,sandarakinum,0
133018,FXJ8.269,"DSM 102229, CGMCC 1.15472, JCM 32488",1,1,"Brevibacterium sediminis",Brevibacterium,sediminis,0
22937,MB18,"DSM 23676, LMG 25772, JCM 30994",1,1,"Brevibacterium siliguriense",Brevibacterium,siliguriense,0
22938,MN-6-a,"DSM 24850, JCM 17779",1,1,"Brevibacterium yomogidense",Brevibacterium,yomogidense,0
132620,Ac_11_E3,"DSM 27934, LMG 28618",1,1,"Brevitalea aridisoli",Brevitalea,aridisoli,0
132621,Ac_16_C4,"DSM 29892, LMG 28995, LMG 29713",1,1,"Brevitalea deliciosa",Brevitalea,deliciosa,0
167374,LA-55,"LMG 30850, KACC 19639",1,1,"Brevundimonas fluminis",Brevundimonas,fluminis,0
2322,,"DSM 24448, CCUG 58273, LMG 25346, MCS 24",1,1,"Brevundimonas halotolerans",Brevundimonas,halotolerans,0
158618,CA-15,"KEMB 9005-528, KACC 19106, NBRC 112677",1,1,"Brevundimonas humi",Brevundimonas,humi,0
2312,KSL-102,"DSM 17033, CIP 109906, JCM 12928, KCTC 12380",1,1,"Brevundimonas kwangchunensis",Brevundimonas,kwangchunensis,0
2323,,"DSM 24277, CCUG 57883, LMG 25261, FWC 40",1,1,"Brevundimonas poindexterae",Brevundimonas,poindexterae,0
133564,"L 184","CCUG 1797, ATCC 14736, LMG 2337, CIP 63.38, NCTC 9239, LMG 1798",1,1,"Brevundimonas vancanneytii",Brevundimonas,vancanneytii,0
23331,Kam1851,"DSM 22653, VKM B-2685",1,1,"Brockia lithotrophica",Brockia,lithotrophica,1
12669,BL-34,"DSM 19609, LMG 23248, NRRL B-41418, CCUG 55599, JCM 14918, NBRC 106143",1,1,"Brooklawnia cerclae",Brooklawnia,cerclae,0
1886,Iso-196,"DSM 15295, CCUG 48291, CIP 107753, ISO Iso196, ISO 196",1,1,"Brucella gallinifaecis",Brucella,gallinifaecis,0
1893,"Falu B 57617/97","DSM 22355, CCUG 38531, CIP 109452",1,1,"Brucella haematophila",Brucella,haematophila,0
133528,"CPAM 6436, BO1","BCCN 09-01",1,1,"Brucella inopinata",Brucella,inopinata,0
134306,,"BCCN 07-01, CAPM 6434, CCM 4915",1,1,"Brucella microti",Brucella,microti,0
1887,,"CCUG 54940, DSM 17471, MTCC 4195, NBRC 102588",1,1,"Brucella oryzae",Brucella,oryzae,0
1899,08RB2639,"DSM 23868, CCM 7822, CCUG 60088",1,1,"Brucella pecoris",Brucella,pecoris,0
1896,,"DSM 22207, CCUG 50899",1,1,"Brucella pituitosa",Brucella,pituitosa,0
1891,,"CCUG 55422, DSM 17490, CIP 109116, KCTC 22760, ADV 31",1,1,"Brucella pseudintermedia",Brucella,pseudintermedia,0
1892,,"DSM 22354, CCUG 30717, CIP 109451",1,1,"Brucella pseudogrignonensis",Brucella,pseudogrignonensis,0
1894,PR17,"DSM 19824, CCM 7493, CCUG 55411",1,1,"Brucella rhizosphaerae",Brucella,rhizosphaerae,0
1895,AK220,"DSM 7216, CCM 7492, CCUG 55412",1,1,"Brucella thiophenivorans",Brucella,thiophenivorans,0
132528,F60,"DSM 101715, BCCN 09-2",1,1,"Brucella vulpis",Brucella,vulpis,0
22996,D9,"DSM 21983, CCM 7845",1,1,"Budvicia diplopodorum",Budvicia,diplopodorum,0
1983,"ES0263A, ES0263AT","DSM 23435, CCUG 54561, LMG 24066, CIP 110772",1,1,"Burkholderia arboris",Burkholderia,arboris,0
1989,J2956,"DSM 22706, CCUG 55526, LMG 23361",1,1,"Burkholderia contaminans",Burkholderia,contaminans,0
1984,"AU1075, O85","DSM 23434, CCUG 54558, LMG 24065",1,1,"Burkholderia diffusa",Burkholderia,diffusa,0
1990,"383, 61","DSM 23089, ATCC 17760, CCUG 55525, LMG 22485, CIP 110773, CCUG 5856, LMG 6991, NCIB 9086",1,1,"Burkholderia lata",Burkholderia,lata,0
1985,,"DSM 23436, CCUG 54555, LMG 24064, FIRENZE 3",1,1,"Burkholderia latens",Burkholderia,latens,0
1986,AU0553,"DSM 23519, CCUG 54567, LMG 24068",1,1,"Burkholderia metallica",Burkholderia,metallica,0
1987,AU0475,"DSM 23518, CCUG 54564, LMG 24067",1,1,"Burkholderia seminalis",Burkholderia,seminalis,0
141032,B15,"KCTC 52552, MCCC 1K03221",1,1,"Butyratibacter algicola",Butyratibacter,algicola,0
158361,BB10,"DSM 104997, ATCC TSD-102",1,1,"Butyricicoccus porcorum",Butyricicoccus,porcorum,0
