ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,"Incubation period (in days)"
17843,T49,"DSM 23976, ICMP 18418",1,1,"Chthonomonas calidirosea",Chthonomonas,calidirosea,"3-7 days"
,,,,,,,,"7 days"
158347,A.slu09,"DSM 104151, KACC 19080, LMG 29962",1,1,"Ciceribacter azotifigens",Ciceribacter,azotifigens,"2 days"
23233,CL-SP20,"DSM 26880, JCM 13036, KCCM 42116, CIP 109491",1,1,"Citreimonas salinaria",Citreimonas,salinaria,"1-2 days"
7631,"4-O, 4-0","DSM 14442, CCM 4981, NBRC 106156, CCUG 51768, JCM 12134, CIP 107799, DSM 11442",1,1,"Citricoccus muralis",Citricoccus,muralis,"10-14 days"
7635,"PNP1, PNP_P1","DSM 23311, CCUG 59571, JCM 19111",1,1,"Citricoccus nitrophenolicus",Citricoccus,nitrophenolicus,"2-3 days"
7634,FS24,"DSM 23847, CGMCC 1.7064, JCM 15136",1,1,"Citricoccus zhacaiensis",Citricoccus,zhacaiensis,"10-14 days"
158495,M6.X9,"DSM 29873, CCUG 66799",1,1,"Citroniella saccharovorans",Citroniella,saccharovorans,"6 days"
133135,PF008,"KACC 18448, LMG 29047",1,1,"Clavibacter capsici",Clavibacter,capsici,"3 days"
7299,78181,"DSM 20741, ATCC 33566, CIP 105364, CCUG 38896, JCM 9668, CFBP 3496, ICMP 7221, KCCM 41105, LMG 7294, NCPPB 3664, VKM Ac-1406",1,1,"Clavibacter tessellarius",Clavibacter,tessellarius,"10-14 days"
23440,CL-84,"DSM 25858, CCUG 62631, KCTC 15364",1,1,"Cloacibacillus porcorum",Cloacibacillus,porcorum,"2 days"
2869,37HS60,"DSM 22131, CCUG 53849, JCM 14354",1,1,"Clostridiisalibacter paucivorans",Clostridiisalibacter,paucivorans,"2 days"
2582,"1780, McClung 1780, 90556-M6S, 10008","DSM 1296, ATCC 9689, NCIB 10666, NCTC 11209, CCUG 4938, USDA 90556-M6S, JCM 1296, BCRC 10642, CECT 531, CIP 104282, LMG 15861, LMG 21717, NCIMB 10666",1,1,"Clostridioides difficile",Clostridioides,difficile,"1-2 days"
2824,"A-1/C-an/C1, H11","DSM 14206, ATCC BAA-581",1,1,"Clostridium bowmanii",Clostridium,bowmanii,">14 days"
2817,P7,"DSM 15243, ATCC BAA-624, KCTC 15178",1,1,"Clostridium carboxidivorans",Clostridium,carboxidivorans,"7-14 days"
2568,743B,"DSM 3052, ATCC 35296, OCM 3",1,1,"Clostridium cellulovorans",Clostridium,cellulovorans,"2 days"
2575,I50,"CCUG 46310, CCUG 45854, DSM 1551, ATCC 29902, NCTC 11210, JCM 1397, BCRC 14465, CCM 6166",1,1,"Thomasclavelia cocleata",Thomasclavelia,cocleata,"1-2 days"
159814,YH-tan31,"KCTC 15630, JCM 32793",1,1,"Clostridium composti",Clostridium,composti,"3 days"
2776,MT1,"DSM 8809, ATCC 51377, NCIMB 12511, CIP 105093",1,1,"Clostridium estertheticum",Clostridium,estertheticum,">14 days"
2807,NK1,"DSM 14864, ATCC 51254",1,1,"Clostridium laramiense",Clostridium,laramiense,">14 days"
164372,JN500901,"JCM 32827, CICC 24501",1,1,"Clostridium fermenticellae",Clostridium,fermenticellae,"5 days"
2822,"D-1/D-an/II, H8","DSM 14204, ATCC BAA-579",1,1,"Clostridium frigoris",Clostridium,frigoris,"8-14 days"
133372,ZGM211,"CICC 24070, BCRC 80950",1,1,"Clostridium guangxiense",Clostridium,guangxiense,"2 days"
2606,K1,"DSM 555, ATCC 12489, ATCC 8527, NCIMB 10680",1,1,"Clostridium kluyveri",Clostridium,kluyveri,"1-2 days"
132388,BEY10,"DSM 100320, ACCC 00785",1,1,"Clostridium liquoris",Clostridium,liquoris,"3 days"
157162,,"CSUR P2255, CCUG 69893",1,1,"Clostridium massiliodielmoense",Clostridium,massiliodielmoense,"1 day"
5434,2055,"DSM 3984, ATCC 25546, CCUG 28088, JCM 9990, VPI 0142B",1,1,"Clostridium moniliforme",Clostridium,moniliforme,"2 days"
158307,MJC39,"DSM 103944, JCM 31506",1,1,"Clostridium pabulibutyricum",Clostridium,pabulibutyricum,"3 days"
2626,"McClung 2300, 5","DSM 525, ATCC 6013, IMG 1584b, NCIMB 9486, VKM B-1774, CCUG 31328, JCM 1408, BCRC 10942, CECT 377, KCTC 1674, LMG 3285, LMG 5709, NCFB 1845",1,1,"Clostridium pasteurianum",Clostridium,pasteurianum,"1 day"
2841,ISDg,"DSM 18823, ATCC 700394",1,1,"Clostridium phytofermentans",Clostridium,phytofermentans,"7 days"
2825,"A-1/C-an/I, H12","DSM 14207, ATCC BAA-582",1,1,"Clostridium psychrophilum",Clostridium,psychrophilum,">14 days"
131554,BLPYG-8,"DSM 28650, CCUG 64195, MCC 2737, MCM B-514",1,1,"Clostridium punense",Clostridium,punense,"1 day"
2834,SDG-Mt85-3Db,"DSM 17460, CCUG 51486",1,1,"Thomasclavelia saccharogumia",Thomasclavelia,saccharogumia,"1 day"
2748,19,"CCUG 45363, JCM 6567, CIP 106687, DSM 5676, ATCC 35704, VPI 13733, BCRC 14551, CCRC 14551",1,1,"Clostridium scindens",Clostridium,scindens,"2 days"
132376,XA,"DSM 29843, CGMCC 1.15041, JCM 33035",1,1,"Cnuibacter physcomitrellae",Cnuibacter,physcomitrellae,"2 days"
133778,,"KMM 3880, NRIC 0814, CCUG 49563",1,1,"Cobetia litoralis",Cobetia,litoralis,"2-3 days"
5716,1502-91,"DSM 25327, CIP 106119, LMG 14382, CCUG 46148",1,1,"Coenonia anatina",Coenonia,anatina,"1-2 days"
24507,"GSW-6, GSW-M6","DSM 28223, CCUG 60021, KCTC 23347",1,1,"Cognatishimia maritima",Cognatishimia,maritima,"2 days"
,,,,,,,,"3-7 days"
131312,S3B03,"DSM 28715, JCM 30120, MCCC 1K00257",1,1,"Cognatiyoonia sediminum",Cognatiyoonia,sediminum,"1-2 days"
158570,Pch-40,"KACC 19279, JCM 32033",1,1,"Cohnella algarum",Cohnella,algarum,"3 days"
23174,,"DSM 26756, CCTCC AB 2010228, NRRL B-59459",1,1,"Cohnella arctica",Cohnella,arctica,">14 days"
11456,BR-29,"DSM 26489, CCUG 59598, KCTC 13735",1,1,"Cohnella boryungensis",Cohnella,boryungensis,"2 days"
,,,,,,,,"3-7 days"
166535,M2MS4P-1,"KCTC 43011, CGMCC 1.13745",1,1,"Cohnella endophytica",Cohnella,endophytica,"2 days"
158415,20.16T,"DSM 104983, VKM B-2846",1,1,"Cohnella kolymensis",Cohnella,kolymensis,"2 days"
158408,C3-17,"DSM 104040, KACC 19055",1,1,"Collimonas antrihumi",Collimonas,antrihumi,"3 days"
157188,,"CSUR P3296, CCUG 70328",1,1,"Collinsella bouchesdurhonensis",Collinsella,bouchesdurhonensis,"2 days"
133405,MTCD1,"ATCC TSD-5, JCM 30270",1,1,"Colwellia marinimaniae",Colwellia,marinimaniae,"14 days"
133324,RA2-7,"KCTC 52417, NBRC 112381",1,1,"Colwellia mytili",Colwellia,mytili,"5 days"
166230,OISW-25,"KCTC 62426, NBRC 113187",1,1,"Colwellia ponticola",Colwellia,ponticola,"3 days"
140622,YSM-23,"KCTC 52213, NBRC 111994",1,1,"Colwellia sediminilitoris",Colwellia,sediminilitoris,"5 days"
2928,,"DSM 9155, ATCC 11330, CCUG 17395, LMG 2370, CIP 107986, CCUG 15845",1,1,"Comamonas aquatica",Comamonas,aquatica,"1 day"
2937,YY287,"DSM 21721, BCRC 17659, LMG 24008",1,1,"Comamonas composti",Comamonas,composti,"2 days"
166302,NLF-7-7,"KCTC 62943",1,1,"Comamonas flocculans",Comamonas,flocculans,"3 days"
2930,AFG1,"CIP 107987, DSM 16026, CCUG 15333, LMG 3475",1,1,"Comamonas kerstersii",Comamonas,kerstersii,"1 day"
2936,,"DSM 22023, BCRC 17576, LMG 23579, Dant 3-8",1,1,"Comamonas odontotermitis",Comamonas,odontotermitis,"2 days"
132361,WYH22-41,"DSM 26017, CGMCC 1.12294",1,1,"Comamonas phosphati",Comamonas,phosphati,"2 days"
140915,,"KACC 18403, JCM 30718, CN 1",1,1,"Comamonas piscis",Comamonas,piscis,"2 days"
2927,,"DSM 7099, ATCC 8461, CCUG 15327, CIP 63.44, LMG 5929, NCIB 8193, NCTC 1937, NRRL B-1055, JCM 6230, BCRC 10911, CCM 2409, CCUG 2185, IAM 12052, IAM 12421, IFO 12685, IFO 13299, IMET 10768, LMG 1253, NBRC 12685, NBRC 13299, NCIMB 8193, NRRL B-781",1,1,"Comamonas terrigena",Comamonas,terrigena,"1 day"
2938,BF-3,"DSM 22523, CCTCC AB 209170, CIP 110332",1,1,"Comamonas zonglianii",Comamonas,zonglianii,"2 days"
164661,184-8,"JCM 33821, CCM 8895, KCTC 21131, LMG 31050, NCIMB 15152",1,1,"Companilactobacillus baiquanensis",Companilactobacillus,baiquanensis,"3 days"
164659,8-1(1),"JCM 33819, CCM 8898, KCTC 21115, LMG 31047, NCIMB 15156",1,1,"Companilactobacillus hulinensis",Companilactobacillus,hulinensis,"3 days"
132362,TMW1.2011,"DSM 29801, CECT 8802",1,1,"Companilactobacillus insicii",Companilactobacillus,insicii,"3 days"
164663,204-8,"JCM 33823, CCM 8900, KCTC 21133, LMG 31054, NCIMB 15159",1,1,"Companilactobacillus jidongensis",Companilactobacillus,jidongensis,"3 days"
164662,116-2,"JCM 33822, CCM 8899, KCTC 21124, LMG 31051, NCIMB 15158",1,1,"Companilactobacillus kedongensis",Companilactobacillus,kedongensis,"3 days"
164665,33-7,"JCM 33825, CCM 8936, KCTC 21118, LMG 31166, NCIMB 15153",1,1,"Companilactobacillus keshanensis",Companilactobacillus,keshanensis,"3 days"
158793,Hime5-1,"JCM 31635, DSM 103730, Hime 5-1",1,1,"Companilactobacillus metriopterae",Companilactobacillus,metriopterae,"2 days"
164660,256-3,"JCM 33820, CCM 8901, LMG 31048, NCIMB 15160",1,1,"Companilactobacillus mishanensis",Companilactobacillus,mishanensis,"3 days"
6593,"KU-3, BAFF Lb1201, KU-3T","CCUG 54626, DSM 14857, ATCC BAA-478, NCCB 100034, JCM 16174, CECT 5773, CIP 107931, KCTC 3814, LMG 21929, NBRC 106069",1,1,"Companilactobacillus versmoldensis",Companilactobacillus,versmoldensis,"2 days"
164658,M1575,"JCM 33818, CCM 8892, LMG 31045, NCIMB 15149",1,1,"Companilactobacillus zhongbaensis",Companilactobacillus,zhongbaensis,"3 days"
3037,KV-962,"DSM 23288, NBRC 106558",1,1,"Conexibacter arvalis",Conexibacter,arvalis,"3-7 days"
140749,XJNY,"KCTC 52638, MCCC 1H00183",1,1,"Confluentibacter citreus",Confluentibacter,citreus,"4 days"
140916,,"KCTC 42777, NBRC 111588, HJM 3",1,1,"Confluentibacter lentus",Confluentibacter,lentus,"7 days"
166258,DSL-48,"KCTC 62648, MCCC 1K03537",1,1,"Confluentibacter sediminis",Confluentibacter,sediminis,"2 days"
17910,KT71,"DSM 17192, CECT 7588, NBRC 104960",1,1,"Congregibacter litoralis",Congregibacter,litoralis,"2-3 days"
158349,7.4,"DSM 105479, CCUG 24852, HIM 794-7",1,1,"Conservatibacter flavescens",Conservatibacter,flavescens,"1 day"
140951,ZD5-4,"JCM 30076, CGMCC 1.12813",1,1,"Conyzicola nivalis",Conyzicola,nivalis,"7 days"
23017,RCA1-24,"CCUG 45368, CIP 106690, DSM 15921, JCM 10604",1,1,"Coprobacillus cateniformis",Coprobacillus,cateniformis,"2-3 days"
24338,"123, NSB1","DSM 26242, VKM B-2743, JCM 33896",1,1,"Coprobacter fastidiosus",Coprobacter,fastidiosus,"2-3 days"
166446,WN38,"KCTC 62602, MCCC 1H00313",1,1,"Coraliomargarita sinensis",Coraliomargarita,sinensis,"3 days"
166126,176GS2-150,"KACC 19890, LMG 31317",1,1,"Corallincola spongiicola",Corallincola,spongiicola,"3 days"
140818,16B10-2-7,"CFCC 12884, KCTC 42249",1,1,"Corticibacterium populi",Corticibacterium,populi,"2 days"
133399,26D10-3-4,"CFCC 12725, KCTC 33575",1,1,"Corticicoccus populi",Corticicoccus,populi,"2 days"
166222,3d-2-2,"CFCC 11891, KCTC 52807",1,1,"Corticimicrobacter populi",Corticimicrobacter,populi,"2 days"
3166,,"DSM 44278, ATCC 49725, CCUG 28779, CNCTC Th1/57, LMG 19042, JCM 8331, CGMCC 1.1940, CIP 104783, KCTC 3431",1,1,"Corynebacterium accolens",Corynebacterium,accolens,"10-14 days"
3167,,"DSM 44280, ATCC 51403, CCUG 32103, CIP 103499, LCDC 88199, JCM 10390, LMG 19062",1,1,"Corynebacterium afermentans",Corynebacterium,afermentans,"1 day"
,,,,,,,,"10-14 days"
3080,9.6,"DSM 20306, AJ 1443, ATCC 6871, NCIB 8143, NCTC 2398, CCUG 38796, CIP 101283, JCM 1305, BCRC 10367, CGMCC 1.1883, IAM 1641, IFO 12071, IFO 12612, IMSNU 21212, KCCM 11740, KCTC 1018, NBRC 12071, NBRC 12612, NCCB 60030, NCIMB 8143, NRIC 1844, VKM Ac-2185, VKM B-672",1,1,"Corynebacterium ammoniagenes",Corynebacterium,ammoniagenes,"10-14 days"
3134,S160,"DSM 6922, ATCC 49368, NCFB 2768, CCUG 35685, LMG 19043, JCM 7447, CCM 4123, CECT 4163, CGMCC 1.1939, CIP 103452, IFO 15207, KCTC 3432, NBRC 15207, NCIMB 13130",1,1,"Corynebacterium amycolatum",Corynebacterium,amycolatum,"10-14 days"
3198,,"DSM 44531, JCM 11765, NRRL B-24151, CCUG 48298, IMMIB R-3491, CIP 107643",1,1,"Corynebacterium appendicis",Corynebacterium,appendicis,"10-14 days"
,,,,,,,,"2 days"
3211,S613,"DSM 44791, CCUG 46511, CECT 5993, CIP 108096, JCM 12268",1,1,"Corynebacterium aquilae",Corynebacterium,aquilae,"2 days"
3161,,"DSM 44202, CIP 104296, CCUG 34893, IBS B10697, JCM 10392, ATCC 51927, LMG 19064, IBS 10697",1,1,"Corynebacterium argentoratense",Corynebacterium,argentoratense,"10-14 days"
,,,,,,,,"2 days"
3213,R2070,"DSM 44849, CCUG 45804, CIP 107431, JCM 12368",1,1,"Corynebacterium atypicum",Corynebacterium,atypicum,"2 days"
3199,,"DSM 44532, CCUG 47449, CIP 107897, JCM 11766, NRRL B-24143, IMMIB D-1488",1,1,"Corynebacterium aurimucosum",Corynebacterium,aurimucosum,"10-14 days"
3158,,"DSM 44122, CCUG 33426, JCM 11946, ATCC 51966, CCM 4566, CIP 104632, LMG 19072, DMMZ 328T",1,1,"Corynebacterium auris",Corynebacterium,auris,"10-14 days"
3082,,"DSM 20582, ATCC 7715, NCTC 3224, CCUG 2705, JCM 11947, BCRC 12363, CIP 54.80, IMET 10632, JCM 1482, NCDO 1689, NCIMB 701689, PCM 2047",1,1,"Corynebacterium bovis",Corynebacterium,bovis,"10-14 days"
3083,B-2244,"CCUG 28793, CIP 104277, DSM 20147, ATCC 15991, CCM 7707, NCIB 10338, NRRL B-2244, JCM 9489, BCRC 12128, CECT 4015, HAMBI 2053, IFO 15359, IMSNU 21209, KCTC 1444, NBRC 15359, NCIMB 10338",1,1,"Corynebacterium callunae",Corynebacterium,callunae,"10-14 days"
3202,CRS-51,"DSM 44610, CCUG 39412, CECT 4897, JCM 11664, ATCC BAA-77, CIP 105508, LMG 19039",1,1,"Corynebacterium camporealense",Corynebacterium,camporealense,"2 days"
3203,"S108/98/2, 980914, S108/98/2*","DSM 44611, CCUG 39779, CIP 106739, JCM 12101, KCTC 19913",1,1,"Corynebacterium capitovis",Corynebacterium,capitovis,"1 day"
3214,M106/00/5,"DSM 44850, CCUG 44566, CIP 107965, JCM 13387",1,1,"Corynebacterium caspium",Corynebacterium,caspium,"10-14 days"
,,,,,,,,"3 days"
3216,"BIST 13, BS 13, BS13","DSM 44920, CCUG 47525, CECT 5779, CIP 108588, JCM 13388",1,1,"Corynebacterium ciconiae",Corynebacterium,ciconiae,"1 day"
3183,,"JCM 12102, DSM 44384, CCUG 38267, DMMZ 2439, CIP 105403, LMG 19073",1,1,"Corynebacterium confusum",Corynebacterium,confusum,"10-14 days"
,,,,,,,,"2 days"
3159,,"CCUG 38194, LMG 19044, CIP 104919, JCM 10381, DSM 44184, CCUG 35014, DMMZ 214, ATCC 700219, CCM 4669",1,1,"Corynebacterium coyleae",Corynebacterium,coyleae,"1 day"
,,,,,,,,"10-14 days"
131684,JZ16,"DSM 100882, CCUG 69192, LMG 29813",1,1,"Corynebacterium crudilactis",Corynebacterium,crudilactis,"1 day"
3084,"42 Fukuya","DSM 20524, ATCC 29593, CCUG 28794, JCM 3715, BCRC 12320, CCM 5742, CECT 4048, CGMCC 1.1932, CIP 103424, IFO 15284, KCTC 3433, LMG 19065, NBRC 15284, NCTC 11863",1,1,"Corynebacterium cystitidis",Corynebacterium,cystitidis,"10-14 days"
3153,"C7s, C7 s (-) tox-","DSM 44123, ATCC 27010, CIP 100721, NCTC 11397, CCUG 37874",1,1,"Corynebacterium diphtheriae",Corynebacterium,diphtheriae,"10-14 days"
3235,,"DSM 45436, CCUG 57284, KCTC 19568, JCM 17317, CAU 212",1,1,"Corynebacterium doosanense",Corynebacterium,doosanense,"2 days"
3181,,"IFO 16161, LMG 19045, CIP 105490, CCM 4727, DSM 45333, CCUG 37331, DSM 44351, JCM 11948, NBRC 16161",1,1,"Corynebacterium durum",Corynebacterium,durum,"3 days"
3195,"AJ-12310, YS-314","DSM 44549, JCM 11189, FERM 9246, AJ 12310, CCM 7123, CCUG 47130, CCUG 48037, CIP 107632, NBRC 100395",1,1,"Corynebacterium efficiens",Corynebacterium,efficiens,"10-14 days"
,,,,,,,,"2 days"
170940,LMM-1653,"LMG 31164, CCM 8952",1,1,"Corynebacterium endometrii",Corynebacterium,endometrii,"2 days"
3180,"BL 8171","DSM 44353, CCUG 33651, LMG 19046, CCM 4913, CIP 105466, JCM 11949, ATCC BAA-596, DMMZ 2537",1,1,"Corynebacterium falsenii",Corynebacterium,falsenii,"1 -3 days"
,,,,,,,,"10-14 days"
3085,"OJ8, OJ 8","CCUG 28791, DSM 20296, ATCC 10340, NCDO 1320, NCIB 8707, JCM 1317, BCRC 12131, CECT 536, CGMCC 1.1885, CIP 69.5, IAM 12638, IAM 1642, IFO 14136, IMET 11080, IMSNU 21211, KCCM 41095, KCTC 3414, LMG 4046, NBRC 14136, NCCB 42012, NCFB 1320, NCIMB 8707, VKM Ac-1956",1,1,"Corynebacterium flavescens",Corynebacterium,flavescens,"10-14 days"
23876,ST18,"DSM 45800, CCUG 63371, CIP 110785, JCM 32210",1,1,"Corynebacterium frankenforstense",Corynebacterium,frankenforstense,"7 days"
3190,6695110,"CCUG 45704, CIP 106767, JCM 45704, DSM 44506, JCM 12104",1,1,"Corynebacterium freneyi",Corynebacterium,freneyi,"10-14 days"
,,,,,,,,"2 days"
3196,,"DSM 44530, CIP 107989, NRRL B-24142, CCUG 48297, JCM 12208, IMMIB R-5091",1,1,"Corynebacterium glaucum",Corynebacterium,glaucum,"10-14 days"
3155,,"DSM 44120, ATCC 51860, DMMZ 838, CCUG 35055, LMG 19047, JCM 11612, CCM 4567, CIP 104577",1,1,"Corynebacterium glucuronolyticum",Corynebacterium,glucuronolyticum,"10-14 days"
3092,534,"DSM 20300, ATCC 13032, NCIB 10025, CCUG 27702, CCTM La 2336, JCM 1318, BCRC 11384, CCM 2428, CECT 4157, CGMCC 1.1886, CIP 82.8, HAMBI 2052, IAM 12435, IFO 12168, IMET 10482, IMSNU 10063, IMSNU 21196, KCCM 40245, KCTC 1445, KCTC 9097, LMG 19741, LMG 3730, NBRC 12168, NCCB 70082, NCCB 72028, NCIMB 10025, NRRL B-2784",1,1,"Corynebacterium glutamicum",Corynebacterium,glutamicum,"10-14 days"
140638,S01,"KCTC 39608, CCTCC AB 2015423, GDMCC 1.1022, DSM 107476",1,1,"Corynebacterium guangdongense",Corynebacterium,guangdongense,"3 days"
3209,,"CCUG 54529, DSM 44683, CCTCC AA 001024, CIP 108972, JCM 12676, YIM 70093, KCTC 19015",1,1,"Corynebacterium halotolerans",Corynebacterium,halotolerans,"1 day"
,,,,,,,,"10-14 days"
,,,,,,,,"2 days"
3227,C-138,"JCM 15293, DSM 45109, CCUG 53252, CIP 108444",1,1,"Corynebacterium hansenii",Corynebacterium,hansenii,"10-14 days"
3162,,"LMG 19048, DSM 44264, CCUG 36877, IFO 16163, NBRC 100416, NBRC 16163, NCTC 13015, JCM 10386, ATCC 700354, CCM 4676, CIP 105130, DMMZ 2023",1,1,"Corynebacterium imitans",Corynebacterium,imitans,"10-14 days"
3184,,"DSM 44385, CCUG 35717, CIP 105744, LMG 19050, JCM 11950",1,1,"Corynebacterium kroppenstedtii",Corynebacterium,kroppenstedtii,"10-14 days"
3101,,"DSM 20755, ATCC 15677, NCTC 11138, CCUG 27535, CIP 103423, JCM 9385, NBRC 15288, CECT 4035, IFO 15288, LMG 19169",1,1,"Corynebacterium kutscheri",Corynebacterium,kutscheri,"10-14 days"
3174,,"DSM 44291, CCUG 37336, DMMZ 1944, LMG 19051, JCM 10383, ATCC 700352, CCM 4677, CIP 105127",1,1,"Corynebacterium lipophiloflavum",Corynebacterium,lipophiloflavum,"10-14 days"
140633,"R-50085, TKD4","LMG 28276, CCUG 65815, DSM 107388, NML 130206",1,1,"Corynebacterium lowii",Corynebacterium,lowii,"2 days"
3230,KSS-3Se,"DSM 45231, CCM 7546, CCUG 56567, JCM 16607, CIP 110047",1,1,"Corynebacterium lubricantis",Corynebacterium,lubricantis,"1 day"
,,,,,,,,"10-14 days"
3171,"JCP 2, JCL-2","DSM 44284, ATCC 51787, CCUG 32361, CIP 104099, JCM 11684, JCL 2, JCM 10393, LMG 19066",1,1,"Corynebacterium macginleyi",Corynebacterium,macginleyi,"10-14 days"
3223,"7015, D7015","DSM 44953, CGMCC 1.6998, NRRL B-24779, JCM 17491, CIP 110199",1,1,"Corynebacterium marinum",Corynebacterium,marinum,"2 days"
3232,5402485,"DSM 45435, CCUG 53857, CIP 109423, CSUR P19, JCM 32212",1,1,"Corynebacterium massiliense",Corynebacterium,massiliense,"2 days"
3178,S-8,"DSM 44356, CCUG 38654, CECT 4843, CIP 105509, IFO (NBRC) 16160, JCM 12269, IFO 16160, LMG 19040, NBRC 16160",1,1,"Corynebacterium mastitidis",Corynebacterium,mastitidis,"10-14 days"
,,,,,,,,"3 days"
3102,47,"DSM 20635, ATCC 14266, DSM 43761, NCTC 10254, JCM 9386, BCRC 14869, CCUG 27545, CCUG 46620, CIP 81.82, IFO 15360, LMG 19647, NBRC 15360",1,1,"Corynebacterium matruchotii",Corynebacterium,matruchotii,"10-14 days"
3105,Barton,"DSM 20651, ATCC 23348, NCTC 10288, CCUG 541, JCM 9387, BCRC 14870, CCM 4728, CECT 4158, CIP 100652, IFO 15361, NBRC 15361",1,1,"Corynebacterium minutissimum",Corynebacterium,minutissimum,"10-14 days"
3163,,"DSM 44265, CCUG 36878, CIP 105129, DMMZ 2278, JCM 10384, ATCC 700355, CCM 4678, LMG 19067",1,1,"Corynebacterium mucifaciens",Corynebacterium,mucifaciens,"1 day"
,,,,,,,,"10-14 days"
3107,,"DSM 20632, ATCC 43995, NCTC 9864, CCUG 27538, JCM 9388, BCRC 14871, CIP 55.51, IFO 15289, IMSNU 21213, NBRC 15289",1,1,"Corynebacterium mycetoides",Corynebacterium,mycetoides,"10-14 days"
140634,"R-50187, TVRM83/2006F4/44","CCUG 65816, LMG 28277, DSM 107387, NML 130210",1,1,"Corynebacterium oculi",Corynebacterium,oculi,"2 days"
3245,"GF 234/92","CCUG 32254, DSM 8821, ATCC 51513, JCM 12146, CCM 4568, CIP 104075, IFM 10650, LMG 19071, NBRC 106139",1,1,"Corynebacterium otitidis",Corynebacterium,otitidis,"10-14 days"
,,,,,,,,"2 days"
,,,,,,,,"3 days"
3108,"46 Hara","CCUG 27193, JCM 3714, NCTC 11862, CIP 103422, CCM 6140, DSM 20521, ATCC 29592, CECT 4049, CGMCC 1.1931, IFO 15285, KCTC 3434, LMG 19068, NBRC 15285",1,1,"Corynebacterium pilosum",Corynebacterium,pilosum,"10-14 days"
3172,"Riegel B 77159, B 77159","JCM 12106, DSM 44285, ATCC 51488, CCUG 33048, CIP 103792, LMG 19069",1,1,"Corynebacterium propinquum",Corynebacterium,propinquum,"1 day"
,,,,,,,,"10-14 days"
3144,153,"DSM 44287, ATCC 10700, ATCC 7091, CCUG 27539, IFO 15362, NBRC 15362, NCTC 11136, JCM 11665, BCRC 10656, CCM 2821, CECT 755, CIP 103420, LMG 19053, PCM 2051",1,1,"Corynebacterium pseudodiphtheriticum",Corynebacterium,pseudodiphtheriticum,"10-14 days"
3113,E23,"DSM 20689, ATCC 19410, NCTC 3450, CCUG 2806, LMG 19054, CIP 102968, JCM 9389, BCRC 14872, CCM 3428, CECT 808, IFO 15363, NBRC 15363, PCM 2052",1,1,"Corynebacterium pseudotuberculosis",Corynebacterium,pseudotuberculosis,"10-14 days"
3237,06-17730,"DSM 45585, ATCC BAA-1742, CCUG 57046, JCM 17320, WAL 19168",1,1,"Corynebacterium pyruviciproducens",Corynebacterium,pyruviciproducens,"2 days"
3116,"Charita a, Charita-a","DSM 20688, ATCC 19412, NCTC 7448, CCUG 27542, JCM 9391, BCRC 10657, CECT 4082, CIP 103421, HAMBI 2321, IFO 15290, NBRC 15290, PCM 2053",1,1,"Corynebacterium renale",Corynebacterium,renale,"10-14 days"
3175,697-97,"LMG 19055, DSM 44326, CCUG 38180, CIP 105310, DMMZ 2415, JCM 10389, ATCC 700782, CCM 4679",1,1,"Corynebacterium riegelii",Corynebacterium,riegelii,"10-14 days"
3187,"Co 553","DSM 44415, ATCC BAA-15, CCUG 43305, LMG 19516, JCM 12107, CIP 106488, CCM 4908, UCL 553",1,1,"Corynebacterium simulans",Corynebacterium,simulans,"10-14 days"
,,,,,,,,"2 days"
3182,,"DSM 44357, CCUG 37330, CIP 105491, IBS B52218, IFO 16162, NBRC 16162, LMG 19056, CCM 4729, JCM 10385",1,1,"Corynebacterium singulare",Corynebacterium,singulare,"1 day"
,,,,,,,,"10-14 days"
3212,"38, Garayzabal 38","DSM 44792, CCUG 46398, CECT 5990, CIP 108094, JCM 12270",1,1,"Corynebacterium sphenisci",Corynebacterium,sphenisci,"2 days"
3210,"J11, PG 39","DSM 44757, CCUG 45512, CECT 5986, CIP 107875, JCM 12271",1,1,"Corynebacterium spheniscorum",Corynebacterium,spheniscorum,"1 day"
3078,622,"DSM 20302, ATCC 14403, CCUG 43497, CIP 104228, JCM 11611, NBRC 12144, VKM B-1228, CCTM La2748, NCIMB 565, BCRC 11885, CCM 317, CECT 4275, IFO 12144, KCCM 12153, KCTC 3254, NBIMCC 1435, VKM Ac-2184, CCTM La 2748",1,1,"Corynebacterium stationis",Corynebacterium,stationis,"10-14 days"
3123,,"DSM 20668, ATCC 6940, NCTC 764, CCUG 27949, CIP 81.15, IFO 15291, JCM 9390, CECT 4159, LMG 19648, NBRC 15291",1,1,"Corynebacterium striatum",Corynebacterium,striatum,"10-14 days"
3215,P81/02,"DSM 44851, DSM 45110, CCUG 46963, CECT 5724, CIP 108201, JCM 12370",1,1,"Corynebacterium suicordis",Corynebacterium,suicordis,"2 days"
3164,"96-649, Tho 218/95","DSM 44276, CCUG 38516, JCM 12109, CIP 105597",1,1,"Corynebacterium thomssenii",Corynebacterium,thomssenii,"1 day"
,,,,,,,,"10-14 days"
,,,,,,,,"2-3 days"
3233,5401744,"DSM 45434, CCUG 53856, CIP 109424, CSUR P20, JCM 32213",1,1,"Corynebacterium timonense",Corynebacterium,timonense,"1-2 days"
