ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,Kind of utilization tested,Utilization activity,Metabolite (utilization)
4907,"U5/41, U 5/41","DSM 30083, ATCC 11775, CCM 5172, CIP 54.8, IAM 12119, JCM 1649, NCDO 1989, NCTC 9001, WDCM 00090, BCRC 10675, CCUG 24, CCUG 29300, CECT 515, CGMCC 1.2993, KCTC 2441, LMG 2092, NBRC 102203, NCIMB 11943, VTT E-94564, UCCCB113, WDCM 00155",1,1,Escherichia coli,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,mannitol
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,sorbitol
4930,568-73,"DSM 13698, ATCC 35469, CDC 0568-73, CCUG 18766, JCM 21226, CIP 103357, CIP 104947, IAM 14443, LMG 7866, NBRC 102419, NCTC 12128",1,1,Escherichia fergusonii,fermentation,+,glucose
,,,,,,fermentation,+,mannitol
4927,980-72,"DSM 4560, ATCC 33650, CIP 103176, CCUG 15714, CDC 980-72, JCM 1473, BCRC 13982, CGMCC 1.3439, CGMCC 1.6766, HAMBI 1693, LMG 7867, NBRC 105704, NCTC 12129",1,1,Escherichia hermannii,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,mannitol
131363,HT073016,"DSM 28771, CGMCC 1.12862",1,1,Escherichia marmotae,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,sorbitol
5432,,"DSM 20543, ATCC 8486, NCIB 9763, CCUG 16793, JCM 6421, BCRC 14401, CIP 104169, JCM 9978, KCTC 3266, NCIMB 9763",1,1,Eubacterium limosum,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-ribose
18107,H2,"DSM 14480, CIP 107163, KCTC 3809, CCUG 47137",1,1,Exiguobacterium antarcticum,fermentation,+,D-glucose
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,maltose
18118,9AN,"CCUG 55489 A, DSM 16484, CIP 108858",1,1,Exiguobacterium artemiae,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
18105,BL 77/1,"DSM 6208, ATCC 35652, NCDO 2321, NCIB 11798, CCUG 44910, NCIMB 11798, IFO 14763, CIP 103353",1,1,Exiguobacterium aurantiacum,fermentation,+,sucrose
18108,L2,"CCUG 47136, DSM 14481, CIP 107162, KCTC 3810",1,1,Exiguobacterium undae,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,maltose
164230,SNUG30370,"JCM 32257, KCTC 15632",1,1,Faecalibacillus faecis,fermentation,+,mannose
5426,AzA,"DSM 3598, ATCC 33661, JCM 31501, NCIB 10446, NCIMB 10446, JCM 9983",1,1,Faecalicatena fissicatena,fermentation,+,mannose
,,,,,,fermentation,+,raffinose
14741,60B,"DSM 20574, ATCC 29734, LMG 17756, NCTC 11087, CCUG 11733, EBF 61/608, JCM 10414, CECT 992, KCTC 3656, NCFB 2494, NCIMB 702494",1,1,Faecalicoccus pleomorphus,fermentation,+,D-mannose
140268,EGH7,"DSM 103426, JCM 30896",1,1,Faecalimonas umbilicata,fermentation,+,raffinose
17820,Kam940,"DSM 19380, JCM 18336, VKM B-2539",1,1,Fervidicoccus fontis,fermentation,+,beef extract
,,,,,,fermentation,+,gelatin
,,,,,,fermentation,+,peptone
,,,,,,fermentation,+,"yeast extract (0.01 %, w/v)"
133268,FC2004,"JCM 18757, ATCC BAA-2483, ATCC AA-2483",1,1,Fervidobacterium thailandense,fermentation,+,carboxymethylcellulose
,,,,,,fermentation,+,cellobiose
,,,,,,fermentation,+,fructose
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,starch
,,,,,,fermentation,+,sucrose
140659,S85,ATCC 19169,1,1,Fibrobacter succinogenes,fermentation,+,cellulose
158819,HR-AY,"KACC 19407, JCM 32264",1,1,Flavobacterium alvei,fermentation,+,glucose
158626,W201E,"KCTC 52693, MCCC 1K03251, CGMCC 1.16053, JCM 31872",1,1,Flavobacterium ovatum,fermentation,+,arabinose
,,,,,,fermentation,+,mannitol
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,sucrose
5529,3068,"DSM 3660, IAM 14308, NCMB 1947, JCM 8519, ATCC 49418, CCM 3594, CCUG 35200, CIP 103534, IFO 15942, LMG 13179, NBRC 100250, NBRC 15942, NCIMB 1947",1,1,Flavobacterium psychrophilum,fermentation,+,lecithin
140761,EA-12,"CGMCC 1.15345, NBRC 111769",1,1,Flavobacterium quisquiliarum,fermentation,+,glucose
141075,G16-7,"CGMCC 1.15461, KCTC 42947",1,1,Flavobacterium suaedae,fermentation,+,glucose
158536,HibF3,"LMG 29831, JCM 31735",1,1,Floricoccus penangensis,fermentation,+,glucose
158537,DF1,"LMG 29833, JCM 31733",1,1,Floricoccus tropicus,fermentation,+,glucose
6311,,"DSM 21208, CCTCC AA 208036, JCM 17809, YIM C003",1,1,Fodinibacter luteus,fermentation,+,sucrose
141095,DL503,"LMG 29914, CGMCC 1.15944",1,1,Franconibacter daqui,fermentation,+,amygdalin
,,,,,,fermentation,+,arabinose
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,mannitol
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,rhamnose
,,,,,,fermentation,+,sucrose
4377,513/05,"DSM 18396, CCUG 54944, CIP 109630, LMG 23732, JCM 16470",1,1,Franconibacter helveticus,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,melibiose
4380,601/05,"DSM 19144, LMG 24057, JCM 16471, CIP 110811",1,1,Franconibacter pulveris,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,sucrose
4148,B7-43,"DSM 16056, ATCC BAA-905",1,1,Fundidesulfovibrio putealis,fermentation,+,fumarate
,,,,,,fermentation,+,malate
,,,,,,fermentation,+,pyruvate
5770,350A,"DSM 19809, ATCC 25557, CCUG 14475, VPI 4123A",1,1,Fusobacterium mortiferum,fermentation,+,D-mannose
140312,RP51,"DSM 100235, CCM 8606, LMG 28778",1,1,Galliscardovia ingluviei,fermentation,+,amygdalin
,,,,,,fermentation,+,cellobiose
,,,,,,fermentation,+,D-fructose
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,D-xylose
,,,,,,fermentation,+,esculin
,,,,,,fermentation,+,gentiobiose
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,L-arabinose
1757,594,"DSM 4944, ATCC 14018, CCUG 3717, NCTC 10915, NCTC 10287, LMG 7832, JCM 11026, BCRC 17040, CIP 70.74, KCTC 5096, LMG 14323",1,1,Gardnerella vaginalis,fermentation,+,lactose
,,,,,,fermentation,+,sucrose
,,,,,,fermentation,+,xylose
166233,1017,"VKM B-3132, KCTC 33986",1,1,Geobacillus proteiniphilus,fermentation,+,glucose
158396,,"DSM 104473, CGMCC 1.15793, KCTC 39987, SYSU D8004, JCM 33037",1,1,Georgenia deserti,fermentation,+,melibiose
,,,,,,fermentation,+,sorbitol
1771,1A-C,"DSM 14418, CCM 4963, JCM 12241, CIP 107920, NBRC 103560",1,1,Georgenia muralis,fermentation,+,sucrose
1773,,"DSM 17458, CCTCC AB 204065, KCTC 19029, NBRC 103883, YIM 004, JCM 15130",1,1,Georgenia ruanii,fermentation,+,maltose
1776,CC-NMPT-T3,"DSM 21838, CCM 7658, NBRC 107791, CCUG 57735, JCM 17968",1,1,Georgenia soli,fermentation,+,D-glucose
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
1774,TT 02-04,"DSM 21501, NBRC 104148",1,1,Georgenia thermotolerans,fermentation,+,sucrose
130317,,"DSM 29775, LMG 27716, NCPPB 4583, FRB 224, JCM 30408",1,1,Gibbsiella greigii,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sorbitol
,,,,,,fermentation,+,sucrose
157587,NO3,"DSM 105629, LMG 30293",1,1,Gilliamella apis,fermentation,+,D-fructose
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,sucrose
138197,,"CIP 105308, CCUG 32789 A, ATCC 700353, LMG 18454, DMMZ 2241",1,1,Gleimia europaea,fermentation,+,D-glucose
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,maltose
194,1094,"DSM 22168, CCUG 57540",1,1,Gleimia hominis,fermentation,+,raffinose
234,,"DSM 15739, CCUG 44365, CIP 107175, LMG 18844, GEM 604",1,1,Globicatella sulfidifaciens,fermentation,+,glucose
7582,"NANDA-189, A-189","DSM 12798, ATCC 33408, NCIMB 10583, JCM 11565, CIP 102716, IAM 14869, KCTC 3381, LMG 16219, NBRC 103060, VTT E-072694",1,1,Glutamicibacter nicotianae,fermentation,+,D-mannitol
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
7568,U-23,"DSM 20647, ATCC 21749, JCM 11944, BCRC 14857, CGMCC 1.2821, CIP 102367, FERM P-789, IFO 15515, KCTC 3482, LMG 16220, NBRC 15515, NCDO 2282, NCIMB 702282, VKM Ac-1979",1,1,Glutamicibacter uratoxydans,fermentation,+,D-mannitol
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
133243,,"XHU 5089, CCTCC AA 2015034, KCTC 39688, JCM 31432",1,1,Glycomyces lacisalsi,fermentation,+,glucose
10585,2102-488,"DSM 44369, IFO 16433, JCM 10677, NBRC 16433, HKI 0136, CIP 106363, IFM 10352, KCTC 9951, NCIMB 13615",1,1,Gordonia alkanivorans,fermentation,+,sucrose
10542,3410,"DSM 43247, ATCC 25592, JCM 3198, KCC A-0198, NCTC 10667, BCRC 13721, CCM 2631, CCUG 20989, CCUG 34317, CCUG 34956, CIP 100847, IFM 0150, IFO 16047, IMET 7370, IMSNU 22088, JCM 3231, KCTC 3076, LMG 5355, NBRC 16047, PCM 2167, VKM Ac-956",1,1,Gordonia bronchialis,fermentation,+,D-glucose
,,,,,,fermentation,+,sucrose
10619,Chol-3,"DSM 45229, CECT 7408, JCM 16227, CIP 110048",1,1,Gordonia cholesterolivorans,fermentation,+,sucrose
10612,J4,"DSM 44981, CIP 109401, NCIMB 14149, JCM 14234, IFM 10751, NBRC 110695",1,1,Gordonia defluvii,fermentation,+,sucrose
10602,213E,"DSM 44462, CIP 109045, JCM 11762, NCIMB 40816, BCRC 16388, IFM 10355, KCTC 9941, NBRC 100010",1,1,Gordonia desulfuricans,fermentation,+,sucrose
10579,1610/1b,"DSM 44015, ATCC 700089, CIP 104672, IFO 16057, NBRC 16057, CCUG 38497, CECT 7021, JCM 10086, BCRC 16394, KCTC 9814, PCM 2575",1,1,Gordonia hydrophobica,fermentation,+,sucrose
10623,AD-6,"DSM 45646, CCTCC AB 209144, JCM 31031, NRRL B-59395",1,1,Gordonia neofelifaecis,fermentation,+,sucrose
10610,,"DSM 44809, IFM 10032, JCM 12355, NBRC 100426, CCUG 52243, CIP 109016",1,1,Gordonia otitidis,fermentation,+,sucrose
141149,QH-11,"CICC 24107, KCTC 39933, DSM 108671",1,1,Gordonia phthalatica,fermentation,+,D-fructose
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,esculin
,,,,,,fermentation,+,glycerol
,,,,,,fermentation,+,sucrose
10606,KAIST,"DSM 44576, CIP 108158, NRRL B-24155, SPR 2, JCM 13435, BCRC 16380, IFM 10619, NBRC 108236",1,1,Gordonia sihwensis,fermentation,+,sucrose
10548,3612,"DSM 43249, ATCC 25594, NCTC 10669, JCM 3206, BCRC 13382, CCM 2633, CCUG 34959, CECT 5707, CIP 104295, IFM 0161, IFO 16050, IMET 7371, JCM 3229, KCTC 9807, LMG 5369, NBRC 100016, NBRC 16050, NRRL B-16283, VKM Ac-1023, CCUG 12164",1,1,Gordonia terrae,fermentation,+,D-glucose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
1463,YIM-C55.5,"DSM 17856, CGMCC 1.6303",1,1,Gracilibacillus halophilus,fermentation,+,glucose
1468,K170,"DSM 23178, CGMCC 1.10681",1,1,Gracilibacillus kekensis,fermentation,+,glucose
1465,,"DSM 19802, CCTCC AA 208015, YIM 91119",1,1,Gracilibacillus saliphilus,fermentation,+,glucose
1466,TP2-8,"DSM 23862, JCM 15569, PCU 304, TISTR 1881, CGMCC 1.10450",1,1,Gracilibacillus thailandensis,fermentation,+,glucose
158807,LA399,"CGMCC 1.16248, KCTC 52885",1,1,Gracilimonas amylolytica,fermentation,+,glucose
14324,H1,"DSM 7334, ATCC 51460",1,1,Gracilinema caldarium,fermentation,+,cellobiose
,,,,,,fermentation,+,cellotetraose
,,,,,,fermentation,+,cellotriose
,,,,,,fermentation,+,D-fructose
,,,,,,fermentation,+,D-galactose
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannose
,,,,,,fermentation,+,D-xylose
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,L-arabinose
12620,PG-02,"DSM 17626, ATCC BAA-1292, CIP 109593, JCM 15570, NBRC 107789",1,1,Granulicoccus phenolivorans,fermentation,+,D-glucose
,,,,,,fermentation,+,maltose
140804,96-237,"CECT 9029, KCTC 42960, LMG 29238",1,1,Grimontia celeris,fermentation,+,D-fructose
,,,,,,fermentation,+,D-galactose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-mannose
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,D-trehalose
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,N-acetylglucosamine
,,,,,,fermentation,+,sucrose
17219,75-80,"DSM 15132, ATCC 33564, CDC 0075-80, IMET 12291, CCUG 13625, NCTC 11640, LMG 17719, CIP 101886, JCM 1283, BCRC 15890, CAIM 625, CDC 75-80, CECT 5069, LMG 13542",1,1,Grimontia hollisae,fermentation,+,D-glucose
,,,,,,fermentation,+,glucose
7329,ON4,"DSM 13485, CCUG 49965, LMG 21909, JCM 13320, CIP 108515, IAM 15172, NCIMB 14246",1,1,Gulosibacter molinativorax,fermentation,+,sucrose
4938,Type 32011,"DSM 30163, ATCC 13337, CIP 57.31, NCDC 434-68, NCTC 8105, WDCM 00095, JCM 1666, CCUG 15720, CCUG 41547, CECT 158, CGMCC 1.2026, HAMBI 1876, LMG 10392, NBRC 105685, NCIMB 11999, NCIMB 13060, NRRL B-4260, VTT E-022142, VTT E-991294",1,1,Hafnia alvei,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,mannitol
133593,4510-73,"CDC 4510-73, LMG 24706, ATCC 29927, CIP 104950",1,1,Hafnia paralvei,fermentation,+,glucose
,,,,,,fermentation,+,mannitol
168511,LZ-16-2,"KCTC 62344, CCTCC AB 2017229",1,1,Haliea alexandrii,fermentation,+,D-glucose
132987,A1336,"DSM 100333, CCOS 902, CCUG 67421, KCTC 15694",1,1,Prevotella colorans,fermentation,+,cellobiose
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,mannose
,,,,,,fermentation,+,raffinose
,,,,,,fermentation,+,sucrose
133110,,"DSM 45977, CGMCC 4.7115, AFM 10258",1,1,Haloactinomyces albus,fermentation,+,milk
137387,M9,CIP 108771,1,1,Halobacillus blutaparonensis,fermentation,+,glucose
,,,,,,fermentation,+,lactose
133412,XJ16,"KCTC 42259, MCCC 1H00120, CICC 23817",1,1,Halofilum ochraceum,fermentation,+,glucose
1357,M2-2,"DSM 17073, IAM 15242, NBRC 100868, NRIC 0628, JCM 21694",1,1,Halolactibacillus halophilus,fermentation,+,cellobiose
,,,,,,fermentation,+,D-fructose
,,,,,,fermentation,+,D-galactose
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-mannose
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,D-trehalose
,,,,,,fermentation,+,glycerol
,,,,,,fermentation,+,lactose
1358,M23-1,"DSM 17074, IAM 15247, NBRC 100873, NRIC 0633",1,1,Halolactibacillus miurensis,fermentation,+,cellobiose
,,,,,,fermentation,+,D-fructose
,,,,,,fermentation,+,D-galactose
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-mannose
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,D-trehalose
,,,,,,fermentation,+,D-xylose
,,,,,,fermentation,+,glycerol
158800,MC28,"KCTC 52999, MCCC 1K03343",1,1,Halomonas endophytica,fermentation,+,glucose
133225,Q1U,"CGMCC 1.15122, KCTC 42517",1,1,Halomonas lutescens,fermentation,+,D-glucose
166473,F13-13,"CECT 9386, IBRC-M 11204",1,1,Halonotius aquaticus,fermentation,+,glucose
168456,"S-­6-2, S-6-2","KCTC 52539, CGMCC 1.15798",1,1,Halopseudomonas phragmitis,fermentation,+,glucose
2613,A 46,"DSM 1400, ATCC 25620, ATCC 25760, NCIB 10638, CCUG 24037, VPI 2700, JCM 1427, BCRC 14513, CECT 4329, NCIMB 10638",1,1,Hathewaya limosa,fermentation,+,histidine
3920,6401990,"DSM 23040, CCUG 53859, CIP 109418, CSUR P17, JCM 30721",1,1,Helcobacillus massiliensis,fermentation,+,sucrose
159766,shQ-4,"CFCC 14641, KCTC 52804, LMG 52804",1,1,Herbaspirillum piri,fermentation,+,D-glucose
16510,,"DSM 45652, BCC 11662, NBRC 102641, DMKUA 205, JCM 17935",1,1,Herbidospora sakaeratensis,fermentation,+,maltose
6133,"HK 758, Hp g472","DSM 52871, NBRC 112829",1,1,Herpetosiphon gulosus,fermentation,+,glucose
654,"609, NRS-609","DSM 1, CCM 2013, NCIB 9365, NCTC 10334, WDCM 00002, CCUG 7417, ATCC 7050, IAM 1115, NRS 609, JCM 2257, BCRC 10606, CECT 12, CFBP 4225, CIP 66.25, CN 2202, HAMBI 1931, IAM 12463, IFO 12583, IMET 10993, KCTC 3625, LMG 6326, NBRC 12583, NCCB 77025, NCFB 1761, NCIMB 9365, NRIC 1005, NRRL NRS-609, VKM B-497, VTT E-98150, NCDO 1761",1,1,Heyndrickxia coagulans,fermentation,+,D-galactose
,,,,,,fermentation,+,D-mannose
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,starch
,,,,,,fermentation,+,sucrose
12553,,"DSM 19665, ATCC 15930, JCM 12249, NCTC 11321, CCUG 5914, Loesche strain 8B, JCM 8530, BCRC 10621, VPI 9085",1,1,Prevotella loescheii,fermentation,+,D-mannose
,,,,,,fermentation,+,raffinose
7498,SC-083,"DSM 18994, CCUG 54538, LMG 23996, JCM 16029, KACC 20986, NBRC 106151",1,1,Humibacter albus,fermentation,+,sucrose
1603,X5-1,"DSM 3808, CCUG 48289",1,1,Lacrimispora xylanisolvens,fermentation,+,D-mannose
,,,,,,fermentation,+,raffinose
166146,Soil36-7,"MCCC 1A12105, KCTC 62334",1,1,Hydrocarboniclastica marina,fermentation,+,D-glucose
140763,S10,"KCTC 52520, JCM 31711",1,1,Hydrogenophaga soli,fermentation,+,2-dehydro-D-gluconate
,,,,,,fermentation,+,D-arabinose
,,,,,,fermentation,+,D-fructose
,,,,,,fermentation,+,D-fucose
,,,,,,fermentation,+,D-galactose
,,,,,,fermentation,+,D-lyxose
,,,,,,fermentation,+,D-mannose
,,,,,,fermentation,+,D-xylose
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-fucose
159882,DK6-66,"CGMCC 1.15795, KCTC 52629",1,1,Hymenobacter bucti,fermentation,+,glucose
158732,M2,"CCTCC AB 2017185, KCTC 62120",1,1,Hymenobacter profundi,fermentation,+,glucose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,raffinose
133364,16F7G,"KCTC 52197, JCM 31655",1,1,Hymenobacter seoulensis,fermentation,+,arbutin
,,,,,,fermentation,+,cellobiose
,,,,,,fermentation,+,D-fructose
,,,,,,fermentation,+,D-galactose
,,,,,,fermentation,+,D-mannose
,,,,,,fermentation,+,esculin
,,,,,,fermentation,+,gentiobiose
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,inulin
,,,,,,fermentation,+,L-arabinose
140468,WM6,"MCCC 1K03222, KCTC 52487",1,1,Hyphobacterium vulgare,fermentation,+,glucose
132145,E1,"DSM 103822, CCTCC AB 2010224, NRRL B-59456",1,1,Iodobacter limnosediminis,fermentation,+,D-glucose
12586,CLG,"DSM 21863, CCTCC AB 208287, JCM 17812",1,1,Isoptericola jiangsuensis,fermentation,+,D-glucose
,,,,,,fermentation,+,D-xylose
,,,,,,fermentation,+,sucrose
12583,MX5,"DSM 10177, ATCC BAA-303, CIP 109082, JCM 11754, KCTC 9985, NBRC 104115",1,1,Isoptericola variabilis,fermentation,+,D-glucose
,,,,,,fermentation,+,D-xylose
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
158282,D4N98,"DSM 105030, LMG 30066",1,1,Izhakiella australiensis,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,trehalose
132465,N6PO6,"DSM 29293, LMG 28430",1,1,Izhakiella capsodis,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,myo-inositol
6248,2003-10,"DSM 11140, IAM 14889, IFO 16128, NBRC 16128, CCUG 37980, HKI 83, ATCC 700321, CIP 105276, JCM 10980, KCTC 9994",1,1,Janibacter limosus,fermentation,+,sucrose
6263,CM2104,"CCUG 54528, CIP 108643, DSM 16063, JCM 12321, KCTC 9987, NBRC 107855",1,1,Janibacter melonis,fermentation,+,sucrose
6260,CS12,"DSM 13876, JCM 10705, KCCM 80001, CCUG 45369, ATCC BAA-130, CIP 107018, KCTC 19953, NBRC 107853, NCIMB 14349, NBRC 107842",1,1,Janibacter terrae,fermentation,+,sucrose
166138,KSNA2,"KCTC 72234, CCTCC AB 2019098",1,1,Jejubacter calystegiae,fermentation,+,D-glucose
17823,,"DSM 45237, CCTCC AA 208023, JCM 16901, YIM 61503",1,1,Jiangella alba,fermentation,+,sucrose
17822,D8-87,"DSM 45079, JBRI 2008, KCTC 19222, JCM 15620",1,1,Jiangella alkaliphila,fermentation,+,D-glucose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
6315,QH3A7,"DSM 15701, CGMCC 1.3459, CIP 108595, JCM 13009",1,1,Jonesia quinghaiensis,fermentation,+,sucrose
6316,RA 333,"DSM 7487, ATCC 51238, IFO 15268, NBRC 15268, CCUG 44589, CIP 105426, JCM 10180, CCM 4366, NCFB 3013, NCIMB 13309, VKM Ac-1947",1,1,Kineococcus aurantiacus,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,D-xylose
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
6319,S2-20,"DSM 22857, KCTC 19474, CCTCC AB 207179, JCM 16219, NBRC 107624, CIP 110123",1,1,Kineococcus xinjiangensis,fermentation,+,D-glucose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
4358,,"NCDC 819-56, IFO 13534, DSM 30053, ATCC 13048, CCUG 1429, CECT 684, CIP 60.86, DSM 26516, JCM 1235, KCTC 2190, LMG 2094, NBRC 13534, NCTC 10006, WDCM 00175, CDC 819-56, ACM 4982, BCRC 10370, CGMCC 1.2021, HAMBI 101, HAMBI 1898, HUT 8111, IAM 12348, LMG 2968, NCIMB 10102, PCM 532, VTT E-88325, CCM 7797",1,1,Klebsiella aerogenes,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,mannitol
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sorbitol
,,,,,,fermentation,+,sucrose
157757,06D021,"DSM 105630, CIP 111401",1,1,Klebsiella grimontii,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sorbitol
,,,,,,fermentation,+,sucrose
23002,W14,"DSM 25444, ATCC BAA-2403, CIP 110787, CCUG 66515",1,1,Klebsiella michiganensis,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sorbitol
,,,,,,fermentation,+,sucrose
4941,479-2,"DSM 5175, ATCC 13182, IAM 14201, JCM 1665, CCUG 15717, CECT 860, CIP 103434, KACC 11934, LMG 3055, NBRC 102593, NBRC 105695, NCIMB 12259, VTT E-97766, CRBIP28.103",1,1,Klebsiella oxytoca,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,mannitol
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sorbitol
4970,D5050,"DSM 16358, ATCC 11296, NCTC 5050, CCUG 15938, CCM 5972, JCM 1663, BCRC 17592, CCM 5792, CECT 851, CIP 52.211, LMG 3113, LMG 3118, NBRC 105683, VTT E-97790",1,1,Klebsiella pneumoniae subsp. ozaenae,fermentation,+,amygdalin
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
