ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,"Flagellum arrangement"
133283,KBP-13,"BCRC 80903, LMG 28837, KCTC 42655",1,1,"Uliginosibacterium paludis",Uliginosibacterium,paludis,"monotrichous, polar"
158641,M1-21,"KACC 19271, JCM 32000",1,1,"Uliginosibacterium sediminicola",Uliginosibacterium,sediminicola,"monotrichous, polar"
5658,,"DSM 16195, CCUG 47093, KCTC 12104, KMM 3912, CIP 108343",1,1,"Ulvibacter litoralis",Ulvibacter,litoralis,gliding
141056,6-67,"CCTCC AB 2015162, KCTC 42986",1,1,"Undibacterium arcticum",Undibacterium,arcticum,polar
164488,S11R28,"JCM 33224, KCTC 62668",1,1,"Undibacterium piscinae",Undibacterium,piscinae,monotrichous
23756,4400831,"DSM 27596, CCUG 49529, CIP 108446, KCTC 13178",1,1,"Ureibacillus massiliensis",Ureibacillus,massiliensis,peritrichous
23759,BLB-1,"DSM 27595, JCM 15800, KCTC 13296",1,1,"Ureibacillus sinduriensis",Ureibacillus,sinduriensis,peritrichous
1398,6T-19,"DSM 16752, CIP 109211, KACC 11287",1,1,"Ureibacillus suwonensis",Ureibacillus,suwonensis,peritrichous
140831,,"KACC 18501, NBRC 111520, UC 38",1,1,"Variovorax humicola",Variovorax,humicola,gliding
166140,E4404,"MCCC 1H00197, KCTC 52890",1,1,"Vibrio albus",Vibrio,albus,"monotrichous, polar"
164332,,"JCM 32691, KCTC 62617, MCCC 1K03516, BEI 207",1,1,"Vibrio aquaticus",Vibrio,aquaticus,polar
159312,"NFH.MBO10, NFH.MB010","DSM 107264, LMG 30656",1,1,"Vibrio echinoideorum",Vibrio,echinoideorum,polar
158354,FJ201301,"DSM 104687, CGMCC 1.16099",1,1,"Vibrio fujianensis",Vibrio,fujianensis,polar
132360,S2757,"DSM 100497, LMG 28895",1,1,"Vibrio galatheae",Vibrio,galatheae,polar
139784,SZDIS-1,"DSM 104291, CGMCC 1.15236",1,1,"Vibrio gangliei",Vibrio,gangliei,peritrichous
164331,,"JCM 32690, KCTC 62616, MCCC 1K03515, BEI 176",1,1,"Vibrio ouci",Vibrio,ouci,polar
166477,HBUAS61001,"GDMCC 1.1416, KCTC 62784",1,1,"Vibrio zhugei",Vibrio,zhugei,"monotrichous, polar"
158595,ANORD5,"NCIMB 15042, MTCC 12686, DSM 103558, CECT 30270",1,1,"Vicingus serpentipes",Vicingus,serpentipes,gliding
1491,ISL-24,"DSM 23507, CCUG 56754, KCTC 13259, ISL -24",1,1,"Virgibacillus byunsanensis",Virgibacillus,byunsanensis,peritrichous
1496,IDS-20,"DSM 25790, CCUG 59308, KCTC 13727",1,1,"Virgibacillus alimentarius",Virgibacillus,alimentarius,"monotrichous, polar"
1484,DSW-10,"DSM 16826, CIP 109001, KCTC 3933",1,1,"Virgibacillus dokdonensis",Virgibacillus,dokdonensis,peritrichous
158739,P2-C2,"CGMCC 1.16138, NBRC 113014",1,1,"Virgibacillus indicus",Virgibacillus,indicus,peritrichous
140872,KN3-8-4,"JCM 30071, LMG 28282, TISTR 2279, PCU 345",1,1,"Virgibacillus kapii",Virgibacillus,kapii,peritrichous
1495,,"DSM 21085, KCTC 13228, JSM 089168",1,1,"Virgibacillus litoralis",Virgibacillus,litoralis,peritrichous
1485,"E30 8, E<SUB>3</SUB><SUB>0</SUB> 8","DSM 18098, JCM 30551, LMG 23503, CECT 7163",1,1,"Virgibacillus olivae",Virgibacillus,olivae,peritrichous
1489,,"DSM 19797, CCTCC AA 207023, KCTC 13193, YIM kkny3",1,1,"Virgibacillus sediminis",Virgibacillus,sediminis,peritrichous
140283,MCy10943,"DSM 102952, NCCB 100600",1,1,"Vitiosangium cumulatum",Vitiosangium,cumulatum,gliding
140141,TTM-24,"DSM 105718, BCRC 80912, KCTC 42742, LMG 29003",1,1,"Vogesella facilis",Vogesella,facilis,"monotrichous, polar"
1286,SL213,"DSM 23148, JCM 14638, KCTC 13078",1,1,"Heyndrickxia acidiproducens",Heyndrickxia,acidiproducens,"monotrichous, polar"
140798,A7P-90m,"JCM 30888, DSM 100563",1,1,"Williamwhitmania taraxaci",Williamwhitmania,taraxaci,gliding
133739,DPG-24,"KCTC 23502, CCUG 60798",1,1,"Winogradskyella aquimaris",Winogradskyella,aquimaris,gliding
133478,R60,"KMM 3968, NRIC 0748, JCM 15527, KCTC 62506, CIP 110076",1,1,"Winogradskyella arenosi",Winogradskyella,arenosi,gliding
159763,,"KACC 18883, KCTC 52240, JCM 31383, IMCC 20180",1,1,"Winogradskyella aurantiaca",Winogradskyella,aurantiaca,gliding
133845,F081-2,"KCTC 23552, JCM 17633",1,1,"Winogradskyella damuponensis",Winogradskyella,damuponensis,gliding
133461,,"KCTC 22026, LMG 24757, KMM 6211",1,1,"Winogradskyella echinorum",Winogradskyella,echinorum,gliding
133539,022-2-26,"KMM 6013, CIP 109976",1,1,"Winogradskyella exilis",Winogradskyella,exilis,gliding
140712,SFD31,"KCTC 52348, JCM 31798",1,1,"Winogradskyella flava",Winogradskyella,flava,gliding
167323,HL857,"CECT 30056, CCUG 74323",1,1,"Winogradskyella forsetii",Winogradskyella,forsetii,gliding
167435,Z963,"CCUG 74333, CECT 30064",1,1,"Winogradskyella helgolandensis",Winogradskyella,helgolandensis,gliding
167322,HL116,"CECT 30054, CCUG 74326",1,1,"Winogradskyella ludwigii",Winogradskyella,ludwigii,gliding
140799,,"KCTC 42189, CECT 8979, HME 9613",1,1,"Winogradskyella maritima",Winogradskyella,maritima,gliding
133570,,"KCTC 22997, LMG 22568, KMM 6019",1,1,"Winogradskyella pacifica",Winogradskyella,pacifica,gliding
134141,UST030701-295,"NRRL B-41101, JCM 12885, CIP 108875, KCTC 62505",1,1,"Winogradskyella poriferorum",Winogradskyella,poriferorum,gliding
133986,EM106,"KCTC 23858, NCAIMB 02481, NCAIM B 02481",1,1,"Winogradskyella pulchriflava",Winogradskyella,pulchriflava,gliding
133495,SCB36,"CECT 7392, CCUG 56098",1,1,"Winogradskyella rapida",Winogradskyella,rapida,gliding
167321,Z215,"CECT 30061, CCUG 74330",1,1,"Winogradskyella schleiferi",Winogradskyella,schleiferi,gliding
140167,S5-23-3,"DSM 28134, CGMCC 1.12601, LMG 28075",1,1,"Winogradskyella sediminis",Winogradskyella,sediminis,gliding
133721,,"KCTC 23626, LMG 26444, KMM 6390",1,1,"Winogradskyella ulvae",Winogradskyella,ulvae,gliding
167347,HL4150,"CCUG 74332, CECT 30057",1,1,"Winogradskyella ursingii",Winogradskyella,ursingii,gliding
167426,Z738,"CECT 30063, CCUG 74325",1,1,"Winogradskyella wichelsiae",Winogradskyella,wichelsiae,gliding
24017,Th78,"DSM 26285, JCM 18634, KCTC 32142",1,1,"Wocania ichthyoenteri",Wocania,ichthyoenteri,gliding
5589,A2,"DSM 22637, KCTC 22662",1,1,"Xanthomarina spongicola",Xanthomarina,spongicola,gliding
140741,,"ATCC TSD-60, ICMP 21312, LMG 29665, NCPPB 4601, WHRI 8848",1,1,"Xanthomonas floridensis",Xanthomonas,floridensis,polar
140742,,"ATCC TSD-61, ICMP 21313, LMG 29666, NCPPB 4600, WHRI 8853",1,1,"Xanthomonas nasturtii",Xanthomonas,nasturtii,polar
158389,K13,"DSM 29793, NCAIM B.02605",1,1,"Xylanibacillus composti",Xylanibacillus,composti,polar
166295,EPLC-04,"ATCC BAA-2637, DSMZ 28595",1,1,"Yersinia rochesterensis",Yersinia,rochesterensis,peritrichous
164233,HR-AS,"JCM 32263, KACC 19412",1,1,"Zavarzinia aquatilis",Zavarzinia,aquatilis,"monotrichous, polar"
5729,TD-ZE3,"DSM 18435, CCUG 53613, NBRC 101990, CIP 109560",1,1,"Zeaxanthinibacter enoshimensis",Zeaxanthinibacter,enoshimensis,gliding
159728,X9-2-2,"MCCC 1K03307, JCM 32107",1,1,"Zhengella mangrovi",Zhengella,mangrovi,polar
159782,102-Py4,"KCTC 62272, JCM 32359, DSM 106043",1,1,"Zobellella maritima",Zobellella,maritima,polar
134089,,"LMG 22069, CCUG 47080, KMM 3526, CIP 108562",1,1,"Zobellia amurskyensis",Zobellia,amurskyensis,gliding
134090,,"KMM 3676, CIP 108563, LMG 22070, CCUG 47083",1,1,"Zobellia laminariae",Zobellia,laminariae,gliding
134091,,"LMG 22071, CCUG 47084, KMM 3677, CIP 108564, KMM 3677T",1,1,"Zobellia russellii",Zobellia,russellii,gliding
