ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,"Kind of pH","Testresult (pH)",pH
23331,Kam1851,"DSM 22653, VKM B-2685",1,1,"Brockia lithotrophica",Brockia,growth,positive,5.5-8.5
12669,BL-34,"DSM 19609, LMG 23248, NRRL B-41418, CCUG 55599, JCM 14918, NBRC 106143",1,1,"Brooklawnia cerclae",Brooklawnia,growth,positive,4.5-8
134292,,"BCCN 94-74, NCTC 12891",1,1,"Brucella ceti",Brucella,growth,positive,6.6-7.4
1882,OgA9a,"DSM 13338, NBRC 102586, CCUG 46362, CIP 107373, LMG 18954",1,1,"Brucella grignonensis",Brucella,growth,positive,3.0-9.0
1887,,"CCUG 54940, DSM 17471, MTCC 4195, NBRC 102588",1,1,"Brucella oryzae",Brucella,growth,positive,4.0-9.0
134291,,"BCCN 94-73, NCTC 12890",1,1,"Brucella pinnipedialis",Brucella,growth,positive,6.6-7.4
1884,SCII24,"DSM 13340, NBRC 102585, CCUG 47104, LMG 18957, UCCCB44",1,1,"Brucella tritici",Brucella,growth,positive,3.0-9.0
140708,N62,"KCTC 42589, MCCC 1H00117",1,1,"Brumimicrobium aurantiacum",Brumimicrobium,growth,positive,5.5-9
133865,YH207,"KCCM 42331, JCM 14063",1,1,"Brumimicrobium mesophilum",Brumimicrobium,growth,positive,6.5-10
159793,LHR20,"KCTC 62372T, MCCC 1H00247",1,1,"Brumimicrobium salinarum",Brumimicrobium,growth,positive,6.5-9.5
18092,,"DSM 18758, ATCC BAA-1390, MPL 3",1,1,"Bryobacter aggregatus",Bryobacter,growth,positive,4.5-7.2
141032,B15,"KCTC 52552, MCCC 1K03221",1,1,"Butyratibacter algicola",Butyratibacter,growth,positive,7.0-10.0
158361,BB10,"DSM 104997, ATCC TSD-102",1,1,"Butyricicoccus porcorum",Butyricicoccus,growth,positive,4-8
158474,H184,"DSM 106867, JCM 33535, LMG 30602",1,1,"Butyricimonas faecalis",Butyricimonas,growth,positive,5.5-8
166365,Pla144,"DSM 104841, VKM B-3442",1,1,"Bythopirellula polymerisocia",Bythopirellula,growth,positive,6-9.5
22942,R27,"DSM 25160, CGMCC 1.11013, LMG 27580",1,1,"Caballeronia grimmiae",Caballeronia,growth,positive,4.0-10.0
133975,,"CCUG 63059, LMG 22934",1,1,"Caballeronia humi",Caballeronia,growth,positive,06-07
159714,RPE64,"NCIMB 15023, JCM 31142",1,1,"Caballeronia insecticola",Caballeronia,growth,positive,6-8
133976,,"CCUG 63060, LMG 22936",1,1,"Caballeronia telluris",Caballeronia,growth,positive,06-07
133974,,"CCUG 63062, LMG 22937",1,1,"Caballeronia terrestris",Caballeronia,growth,positive,06-07
23817,OP-1,"DSM 28073, CCTCC AB 2010354, KCTC 23300",1,1,"Caballeronia zhejiangensis",Caballeronia,growth,positive,04-10
132575,B157,"DSM 101100, NBRC 111400",1,1,"Caenibacillus caldisaponilyticus",Caenibacillus,growth,positive,4.8-8.1
133087,CGII-59m2,"DSM 29806, NCAIM B.02615",1,1,"Caenimicrobium hargitense",Caenimicrobium,growth,positive,7-11
3027,EMB320,"DSM 17982, KCTC 12616",1,1,"Caenimonas koreensis",Caenimonas,growth,positive,07-08
166356,HX-9-20,"KCTC 72473, CCTCC AB 2019266",1,1,"Caenimonas sedimenti",Caenimonas,growth,positive,6-8
134240,"K92T, K92","KCTC 12839, JCM 14346",1,1,"Caenispirillum bisanense",Caenispirillum,growth,positive,6.5-10
1222,AM-001,"DSM 16130, JCM 10596, CIP 109019",1,1,"Caldalkalibacillus mannanilyticus",Caldalkalibacillus,growth,positive,08-10
134179,HA6,"CGMCC 1.4242, JCM 13486",1,1,"Caldalkalibacillus thermarum",Caldalkalibacillus,growth,positive,7.5-10
1498,JW/WZ-YB58,"DSM 17740, ATCC BAA-1258",1,1,"Caldalkalibacillus uzonensis",Caldalkalibacillus,growth,positive,6.4-9.7
16797,K67,"DSM 18923, VKM B-2408",1,1,"Caldanaerobacter uzonensis",Caldanaerobacter,growth,positive,4.8-8
16851,JW/YJL-F3,"DSM 17918, ATCC BAA-1278",1,1,"Caldanaerobius fijiensis",Caldanaerobius,growth,positive,4.5-8.4
16902,"JW-Sb4, JW/SA-NV4","DSM 18802, ATCC BAA-1454",1,1,"Caldanaerovirga acetigignens",Caldanaerovirga,growth,positive,6.8-8.8
24651,KKC1,"DSM 26464, NBRC 109353",1,1,"Calderihabitans maritimus",Calderihabitans,growth,positive,5.2-9.2
18022,Z-1320,"DSM 6725, ATCC BAA-1888, KCTC 15123, KCTC 4509, KCTC 4512",1,1,"Caldicellulosiruptor bescii",Caldicellulosiruptor,growth,positive,7.2
18028,108,"DSM 18901, VKM B-2411",1,1,"Caldicellulosiruptor hydrothermalis",Caldicellulosiruptor,growth,positive,06-08
,,,,,,,growth,positive,6-8
18029,2002,"DSM 18902, VKM B-2412",1,1,"Caldicellulosiruptor kronotskyensis",Caldicellulosiruptor,growth,positive,06-08
,,,,,,,growth,positive,6-8
140656,OB47,"ATCC BAA-2073, JCM 16842",1,1,"Caldicellulosiruptor obsidiansis",Caldicellulosiruptor,growth,positive,5-8
18027,OL,"DSM 13100, ATCC 700167",1,1,"Caldicellulosiruptor owensensis",Caldicellulosiruptor,growth,positive,5.5-9
23443,D2C22,"DSM 24605, JCM 17646",1,1,"Caldicoprobacter guelmensis",Caldicoprobacter,growth,positive,05-09
17803,JW/HY-331,"DSM 21659, ATCC BAA-1711",1,1,"Caldicoprobacter oshimai",Caldicoprobacter,growth,positive,5.9-8.6
16896,DS,"DSM 19393, VKM B-2460",1,1,"Caldimicrobium rimae",Caldimicrobium,growth,positive,6.8-7.4
132490,TF1,"DSM 29380, NBRC 110713",1,1,"Caldimicrobium thiodismutans",Caldimicrobium,growth,positive,5.9-9.5
17798,AZM16c01,"DSM 21853, NBRC 104410",1,1,"Caldisericum exile",Caldisericum,growth,positive,5.5-7.5
2090,IC-154,"DSM 15908, ANMR 0165, JCM 11604, MCC-UPLB 1331",1,1,"Caldisphaera lagunensis",Caldisphaera,growth,positive,2.3-5.4
1562,YMO81,"DSM 45223, ATCC BAA-1462, JCM 14719, FERM P-18598",1,1,"Calditerricola satsumensis",Calditerricola,growth,positive,6.6-6.9
1563,YMO722,"DSM 45224, ATCC BAA-1461, JCM 14720",1,1,"Calditerricola yamamurae",Calditerricola,growth,positive,6.3-9.1
3846,Yu37-1,"DSM 19672, NBRC 101217",1,1,"Calditerrivibrio nitroreducens",Calditerrivibrio,growth,positive,5.5-8
18091,MC,"DSM 21940, VKM B-2536",1,1,"Caldithrix palaeochoryensis",Caldithrix,growth,positive,6.2-7.5
158567,,"KCTC 52714, CGMCC 1.16330, YIM 72346",1,1,"Caldovatus sediminis",Caldovatus,growth,positive,6-9
140587,R161,"JCM 31558, KACC 18906, KEMB 9005-404",1,1,"Calidifontibacter terrae",Calidifontibacter,growth,positive,5.5-9.5
2523,RC3,"DSM 22476, JCM 15081, KCTC 5601",1,1,"Caloramator australicus",Caloramator,growth,positive,05-09
2525,45B,"DSM 22065, CCUG 57396",1,1,"Caloramator boliviensis",Caloramator,growth,positive,5.5-8
2524,VF08,"DSM 25793, JCM 15828, KCTC 5735",1,1,"Caloramator mitchellensis",Caloramator,growth,positive,06-09
22962,,"DSM 22093, CMPUJ U833, USBA A",1,1,"Caloramator quimbayensis",Caloramator,growth,positive,06-08
18088,SGL43,"DSM 23830, VKM B-2670",1,1,"Caloribacterium cisternae",Caloribacterium,growth,positive,5.5-8
140271,KR,"DSM 101605, VKM B-3022",1,1,"Calorithrix insularis",Calorithrix,growth,positive,6.3-7.2
166387,"V22, AV28","DSM 29767, LMG 29080",1,1,"Calycomorphotria hydatis",Calycomorphotria,growth,positive,6-10
1675,"B1252, UK34/07-5, UK 34/07-5 (B1252)","DSM 24741, CCM 7941, CCUG 61094, CIP 110303",1,1,"Camelimonas abortus",Camelimonas,growth,positive,5.5-8
1674,"M 2040","DSM 22958, CCM 7696, CCUG 58638",1,1,"Camelimonas lactis",Camelimonas,growth,positive,5.5-10.5
158813,THG-YT1,"KACC 19471, CGMCC 1.16306",1,1,"Camelliibacillus cellulosilyticus",Camelliibacillus,growth,positive,6-8
10428,TB-2,"DSM 16658, JCM 12641",1,1,"Caminibacter mediatlanticus",Caminibacter,growth,positive,4.5-7.5
10427,CR,"DSM 15016, JCM 11957",1,1,"Caminibacter profundus",Caminibacter,growth,positive,6.5-7.4
390,BZ59,"DSM 22805, CGMCC 1.10190, LMG 26046",1,1,"Candidimonas bauzanensis",Candidimonas,growth,positive,06-08
17981,,"DSM 23132, VKM B-2609, SLM 61",1,1,"Carboxydocella manganica",Carboxydocella,growth,positive,5.5-8
17980,Kar,"DSM 16521, VKM B-2358",1,1,"Carboxydocella sporoproducens",Carboxydocella,growth,positive,06-08
16810,Ug1,"DSM 23698, NBRC 107576",1,1,"Carboxydothermus pertinax",Carboxydothermus,growth,positive,4.8-8.6
16808,1315,"DSM 21278, VKM B-2474, VKPM 9905B",1,1,"Carboxydothermus siderophilus",Carboxydothermus,growth,positive,5.5-8.5
133257,Q15,"CICC 23923, KCTC 42707",1,1,"Carboxylicivirga flava",Carboxylicivirga,growth,positive,5.0-10.0
158815,JR1,"MCCC 1K03323, KCTC 52869",1,1,"Carboxylicivirga sediminis",Carboxylicivirga,growth,positive,6.0-8.5
164552,SCR17,"JCM 33426, MCCC 1K03732",1,1,"Carideicomes alvinocaridis",Carideicomes,growth,positive,5.5-8.5
158403,CP-1,"DSM 103363, CGMCC 1.15643",1,1,"Carnobacterium antarcticum",Carnobacterium,growth,positive,6-9.5
2271,MS3,"DSM 23388, JCM 15539, KCTC 13251",1,1,"Carnobacterium jeotgali",Carnobacterium,growth,positive,5.5-9.0
349,Ho-11,"DSM 22240, KCTC 12197, LMG 23411",1,1,"Castellaniella caeni",Castellaniella,growth,positive,5.0-8.5
351,MJ06,"DSM 25289, JCM 16240, KCTC 22454",1,1,"Castellaniella daejeonensis",Castellaniella,growth,positive,5.0-9.0
348,NKNTAU,"CIP 109221, DSM 11046, CCUG 39541",1,1,"Castellaniella denitrificans",Castellaniella,growth,positive,7
158759,CC-YTH191,"BCRC 81023, JCM 31755",1,1,"Castellaniella fermenti",Castellaniella,growth,positive,6.0-9.0
350,,"DSM 23970, JCM 15515, KCTC 22398, DCY 36",1,1,"Castellaniella ginsengisoli",Castellaniella,growth,positive,5.0-9.0
22904,E103,"DSM 25756, CCUG 62394, LMG 26910, CIP 110374",1,1,"Castellaniella hirudinis",Castellaniella,growth,positive,5.5-11
7856,2-70(23),"DSM 44899, JCM 12949, NBRC 107357, CGMCC 4.5498, CIP 109161",1,1,"Catellatospora bangladeshensis",Catellatospora,growth,positive,6.8-7.2
7857,2-25(1),"DSM 44900, JCM 12950, NBRC 107358, CGMCC 4.5499, CIP 109162",1,1,"Catellatospora chokoriensis",Catellatospora,growth,positive,06-09
7858,2-29(17),"DSM 44901, JCM 12951, NBRC 107359, CIP 109163",1,1,"Catellatospora coxensis",Catellatospora,growth,positive,06-09
140748,D2,"KCTC 42869, MCCC 1H00129",1,1,"Catenovulum sediminis",Catenovulum,growth,positive,6-9
17636,"ID 139908","DSM 44928, NRRL B-24433, JCM 14897, BCRC 16841, CIP 109381, NBRC 102108",1,1,"Catenulispora acidiphila",Catenulispora,growth,positive,4.3-6.8
141128,SA-246,"KACC 17878, NBRC 110074, DSM 108657",1,1,"Catenulispora fulva",Catenulispora,growth,positive,4.0-7.0
23350,BR-34,"DSM 45863, KACC 15070, NBRC 107755",1,1,"Catenulispora graminis",Catenulispora,growth,positive,04-06
17637,Aac-30,"DSM 44948, JCM 16000, NBRC 101179",1,1,"Catenulispora rubra",Catenulispora,growth,positive,04-06
17639,"TT N02-20","DSM 45250, KCTC 19327, NBRC 103397, JCM 16014",1,1,"Catenulispora yoronensis",Catenulispora,growth,positive,05-08
166388,Pan44,"DSM 29405, LMG 29788",1,1,"Caulifigura coniformis",Caulifigura,growth,positive,5.0-10.0
,,,,,,,growth,positive,8
133973,H-E3-2,"KCTC 32211, JCM 18689",1,1,"Caulobacter daechungensis",Caulobacter,growth,positive,06-09
140608,7F14,"CGMCC 1.15915, KCTC 52515",1,1,"Caulobacter rhizosphaerae",Caulobacter,growth,positive,6.0-9.0
24724,RQ-33,"DSM 21411, LMG 24596",1,1,"Cecembia calidifontis",Cecembia,growth,positive,7.5-10
133802,LW9,"CCUG 58316, KCTC 22772",1,1,"Cecembia lonarensis",Cecembia,growth,positive,7.5-10
23239,L-6,"DSM 27375, CCUG 60799, KCTC 23497",1,1,"Celeribacter baekdonensis",Celeribacter,growth,positive,05-08
13861,ZXM137,"DSM 26270, CGMCC 1.8891, LMG 24854",1,1,"Celeribacter halophilus",Celeribacter,growth,positive,06-09
13855,"H 14, H14","DSM 26471, CIP 109922, KMM 6012",1,1,"Celeribacter neptunius",Celeribacter,growth,positive,04-10
140857,SBU1,"MCCC 1A00672, DSM 100434",1,1,"Celeribacter persicus",Celeribacter,growth,positive,5-9
17835,S-G2-2,"DSM 18577, ATCC BAA-1368",1,1,"Celerinatantimonas diazotrophica",Celerinatantimonas,growth,positive,3.5-8.0
24746,C7,"DSM 21888, VKM B-2511",1,1,"Celerinatantimonas yamalensis",Celerinatantimonas,growth,positive,5.5-7.5
2373,5420S-23,"DSM 18649, KACC 20692, JCM 16376, NBRC 106308, CIP 110191",1,1,"Cellulomonas aerilata",Cellulomonas,growth,positive,07-09
166213,TKZ-21,"NBRC 112905, TBRC 8129",1,1,"Cellulomonas algicola",Cellulomonas,growth,positive,6-9.4
2369,69B4,"DSM 16987, CIP 108683, JCM 30720",1,1,"Cellulomonas bogoriensis",Cellulomonas,growth,positive,6.0-10.5
2375,T26,"DSM 26485, CCTCC AB 2010450, CGMCC 1.10786, KCTC 19824, JCM 19664, NBRC 110798",1,1,"Cellulomonas carbonis",Cellulomonas,growth,positive,06-10
2372,XBU-b,"DSM 17922, KCTC 19133, JCM 16927, NBRC 110799",1,1,"Cellulomonas chitinilytica",Cellulomonas,growth,positive,5-8.5
23832,FXJ8.089,"DSM 24960, CGMCC 4.6945, NBRC 110784, JCM 30777",1,1,"Cellulomonas marina",Cellulomonas,growth,positive,06-11
2376,Kc5,"DSM 24482, JCM 17534, NBRC 109435",1,1,"Cellulomonas oligotrophica",Cellulomonas,growth,positive,06-11
164249,NEAU-TCZ24,"JCM 32383, CCTCC AA 2018042",1,1,"Cellulomonas rhizosphaerae",Cellulomonas,growth,positive,6-10
2377,Kc1,"DSM 24484, JCM 17535, NBRC 109434",1,1,"Cellulomonas soli",Cellulomonas,growth,positive,06-11
159213,,"DSM 105430, KCTC 39974, CPCC 204705",1,1,"Cellulomonas telluris",Cellulomonas,growth,positive,6.0-8.0
133730,M-M6,"KCTC 23498, CCUG 60801",1,1,"Cellulophaga geojensis",Cellulophaga,growth,positive,05-08
133654,R3664,"JCM 11735, LMG 21938, KMM 3664, CIP 108317, NBRC 101531",1,1,"Cellulophaga pacifica",Cellulophaga,growth,positive,5.5-10
5503,EM41,"DSM 21164, KCTC 22297",1,1,"Cellulophaga tyrosinoxydans",Cellulophaga,growth,positive,6.5-9
133658,A6,"TISTR 1915, KCTC 5874",1,1,"Cellulosibacter alkalithermophilus",Cellulosibacter,growth,positive,08-10
133558,H1,"CGMCC 1.5065, JCM 14822, DSM 23859",1,1,"Cellulosilyticum ruminicola",Cellulosilyticum,growth,positive,6-7.8
12581,"C8821, W6122","DSM 16025, ATCC BAA-886, CCUG 50705, JCM 14302, CIP 108915, NBRC 104118, VTT E-072700",1,1,"Cellulosimicrobium funkei",Cellulosimicrobium,growth,positive,7
12582,DS-61,"DSM 18665, KCTC 19206, JCM 15619, NBRC 106259",1,1,"Cellulosimicrobium terreum",Cellulosimicrobium,growth,positive,06-09
140697,MVW-40,"BCRC 80977, LMG 29557, KCTC 52237",1,1,"Cellvibrio fontiphilus",Cellvibrio,growth,positive,6-9
140658,,"NCDO 2697, NCIMB 10462",1,1,"Cellvibrio japonicus",Cellvibrio,growth,positive,6-9
140168,CV41,"DSM 100879, ATCC TSD-39, NCIMB 15005",1,1,"Cephaloticoccus capnophilus",Cephaloticoccus,growth,positive,6.9-7.3
140800,CAG34,"NCIMB 15004, ATCC TSD-38",1,1,"Cephaloticoccus primus",Cephaloticoccus,growth,positive,6.9-7.7
1325,BLxT,"DSM 15825, IAM 15044, JCM 21507, KCTC 3815",1,1,"Cerasibacillus quisquiliarum",Cerasibacillus,growth,positive,7.5-10
134262,YM26-026,"MBIC 082805, KCTC 12870, CIP 109746, MBIC 08280",1,1,"Cerasicoccus arenae",Cerasicoccus,growth,positive,06-09
13656,JA139,"DSM 18774, CCUG 53722, JCM 14338, BCRC 80280, KCTC 5728",1,1,"Cereibacter changlensis",Cereibacter,growth,positive,06-09
,,,,,,,growth,positive,6.5-9.0
133666,311,"CCTCC AB 207142, KACC 15456",1,1,"Cesiribacter roseus",Cesiribacter,growth,positive,7.0-10.0
166151,PRB40,"MCC 3406, GDMCC 1.1197, KCTC 52678, LMG 29985",1,1,"Chakrabartia godavariana",Chakrabartia,growth,positive,6.0-9.0
158533,SM1355,"JCM 30336, CCTCC AB 2014246",1,1,"Changchengzhania lutea",Changchengzhania,growth,positive,6.0-8.5
133790,Nis3,"JCM 17863, KCTC 23707",1,1,"Chelativorans composti",Chelativorans,growth,positive,5.9-8.8
133085,PC-2,"DSM 101465, CGMCC 1.15283",1,1,"Chelatococcus composti",Chelatococcus,growth,positive,5.5-10.0
133219,B2974,"DSM 105737, JCM 30308, CGMCC 1.12919",1,1,"Chelatococcus reniformis",Chelatococcus,growth,positive,5.0-10.0
132989,,"DSM 100641, CCTCC AB 2015175, KCTC 42661, CHL 1",1,1,"Chenggangzhangella methanolivorans",Chenggangzhangella,growth,positive,6-8
166177,YPA3-1-1,"MCCC 1A14042, KCTC 43019",1,1,"Chengkuizengella marina",Chengkuizengella,growth,positive,6.0-10.0
24683,CC-YHH031,"DSM 24163, BCRC 80273, JCM 17639, CECT 9202, DSM 24137",1,1,"Chiayiivirga flava",Chiayiivirga,growth,positive,05-09
,,,,,,,growth,positive,6.0-8.0
10448,TNR-14,"DSM 22217, BCRC 17968, LMG 25206",1,1,"Chitinibacter alvei",Chitinibacter,growth,positive,06-08
133181,STM-7,"BCRC 80923, LMG 29289, KCTC 42982, DSM 107335",1,1,"Chitinibacter fontanus",Chitinibacter,growth,positive,6.0-8.0
10447,S1,"DSM 15459, BCRC 17254, CIP 108626, BCRC 17254 (S1)",1,1,"Chitinibacter tainanensis",Chitinibacter,growth,positive,5.5-9.0
10523,c14,"DSM 21506, BCRC 17533, LMG 23346",1,1,"Chitinilyticum aquatile",Chitinilyticum,growth,positive,07-11
10524,c1,"DSM 21440, BCRC 17609",1,1,"Chitinilyticum litopenaei",Chitinilyticum,growth,positive,07-11
1993,"R2A43-10, R2A 43-10","DSM 17726, KACC 11467, CIP 109380",1,1,"Chitinimonas koreensis",Chitinimonas,growth,positive,5.0-8.0
158568,H2,"KCTC 52574, LMG 29894",1,1,"Chitinimonas lacunae",Chitinimonas,growth,positive,5.5-10.5
23450,KL-9,"DSM 27165, BCRC 80168, LMG 25530",1,1,"Chitinivorax tropicus",Chitinivorax,growth,positive,07-09
166466,T22,"ACCC 60125, KCTC 62518",1,1,"Chitinophaga alhagiae",Chitinophaga,growth,positive,5-9
159860,13,"CICC 24262, KCTC 62265",1,1,"Chitinophaga caeni",Chitinophaga,growth,positive,6.0-9.0
133826,"R156-2, RI56-2","ACCC 05363, KCTC 23738",1,1,"Chitinophaga cymbidii",Chitinophaga,growth,positive,6.5-11
166493,XJ-2,"KCTC 62443, CCTCC AB 2018019",1,1,"Chitinophaga deserti",Chitinophaga,growth,positive,6-11
17747,M1-09,"DSM 18108, KCTC 12654, Gsoil 040",1,1,"Chitinophaga ginsengisegetis",Chitinophaga,growth,positive,5.5-8.5
158622,Ktm-2,"KEMB 9005-693, KACC 19388, JCM 32158",1,1,"Chitinophaga humicola",Chitinophaga,growth,positive,4.5-10
166525,ZY74,"CCTCC AB 2018369, KCTC 72039",1,1,"Chitinophaga lutea",Chitinophaga,growth,positive,5.0-10.0
17750,JS13-10,"DSM 24787, JCM 15440, KACC 12952, NBRC 106412, UCCCB101",1,1,"Chitinophaga niabensis",Chitinophaga,growth,positive,6.0-9.0
17751,JS16-4,"DSM 24859, JCM 15441, KACC 12954",1,1,"Chitinophaga niastensis",Chitinophaga,growth,positive,5.0-9.0
133769,YC7001,"KACC 14533, JCM 16595, NBRC 109756",1,1,"Chitinophaga oryziterrae",Chitinophaga,growth,positive,4.5-9
159794,LY-1,"CCTCC AB 2018018, KCTC 62444",1,1,"Chitinophaga parva",Chitinophaga,growth,positive,5-9
17740,,"DSM 2588, ATCC 43595, IFO 15968, NBRC 15968, UQM 2034, CIP 107364, ACM 2034, NCIMB 11800",1,1,"Chitinophaga pinensis",Chitinophaga,growth,positive,4-10
140710,T16R-86,"KACC 18790, JCM 31600",1,1,"Chitinophaga rhizosphaerae",Chitinophaga,growth,positive,6-9
17752,CS5-B1,"DSM 21039, KCTC 22170",1,1,"Chitinophaga rupis",Chitinophaga,growth,positive,5.1-10.1
140711,TFL-3,"ACCC 19966, KCTC 52590",1,1,"Chitinophaga sedimenti",Chitinophaga,growth,positive,6-9
166453,K20C18050901,"GDMCC 1.1411, KCTC 62860",1,1,"Chitinophaga silvisoli",Chitinophaga,growth,positive,5-9
17749,KP01,"DSM 23920, KCTC 12836, LMG 24015, CIP 109744",1,1,"Chitinophaga terrae",Chitinophaga,growth,positive,6.0-9.0
159706,10-7W-9003,"GDMCC 1.1252, KACC 19415, KCTC 52926",1,1,"Chitinophaga varians",Chitinophaga,growth,positive,6-10
24747,,"DSM 22607, JCM 16072, YIT 12065, KCTC 15498",1,1,"Christensenella minuta",Christensenella,growth,positive,6.0-9.0
133287,IITR-71,"MTCC 11059, JCM 30068, KCTC 52433",1,1,"Chromobacterium alkanivorans",Chromobacterium,growth,positive,5.0-10.0
10453,CC-SEYA-1,"DSM 19852, BCRC 17769, CCUG 55175",1,1,"Chromobacterium aquaticum",Chromobacterium,growth,positive,5-9.5
10454,,"DSM 23278, CCM 3329, LMG 3947, CCUG 30097",1,1,"Chromobacterium piscinae",Chromobacterium,growth,positive,5-9.5
133161,,"LAM 1188, ACCC 19900, JCM 31180",1,1,"Chromobacterium rhizoryzae",Chromobacterium,growth,positive,5.0-10.0
10451,PRAA4-1,"DSM 17043, NRRL B-30655",1,1,"Chromobacterium subtsugae",Chromobacterium,growth,positive,4.5-9.0
23150,MWU205,"DSM 25150, ATCC BAA-2314",1,1,"Chromobacterium vaccinii",Chromobacterium,growth,positive,6.5-8.5
134283,43,"CECT 7219, CCM 7416",1,1,"Chromohalobacter japonicus",Chromohalobacter,growth,positive,5.5-9.0
6001,"4N, LTS-4N","DSM 14323, CECT 5315",1,1,"Chromohalobacter nigrandesensis",Chromohalobacter,growth,positive,05-10
6000,LV4,"DSM 15547, ATCC BAA-761, CCUG 47987, CIP 108589",1,1,"Chromohalobacter sarecensis",Chromohalobacter,growth,positive,05-10
134065,KM,"ATCC BAA-2160, NRRL B-59516, KCTC 23297",1,1,"Chryseobacterium angstadtii",Chryseobacterium,growth,positive,5.5-8.5
134323,"Oct-46, 10-46","KCTC 12483, CECT 7302",1,1,"Chryseobacterium aquaticum",Chryseobacterium,growth,positive,06-08
134319,CW9,"KCTC 12894, JCM 14756, CIP 110377",1,1,"Chryseobacterium aquifrigidense",Chryseobacterium,growth,positive,06-09
23025,CC-VM-7,"DSM 25208, CCM 7645, CCUG 57618, CIP 110186, DSM 22218",1,1,"Chryseobacterium arthrosphaerae",Chryseobacterium,growth,positive,7
159792,F30,"KCTC 62135, MCCC 1K03457",1,1,"Chryseobacterium aurantiacum",Chryseobacterium,growth,positive,5-9
164468,17S1E7,"JCM 33165, KACC 19920",1,1,"Chryseobacterium aureum",Chryseobacterium,growth,positive,5.0-9.0
167682,lm2,"KCTC 72529, CCTCC AB 2019126",1,1,"Chryseobacterium binzhouense",Chryseobacterium,growth,positive,6.5-8.0
5691,H9,"DSM 19482, LMG 24227, CIP 110170",1,1,"Chryseobacterium bovis",Chryseobacterium,growth,positive,5-9.8
5741,HM0024,"DSM 22323, CECT 7503, KCTC 22689",1,1,"Chryseobacterium buanense",Chryseobacterium,growth,positive,06-08
5681,N4,"DSM 17710, CCBAU 10201, CIP 109625, KCTC 12506",1,1,"Chryseobacterium caeni",Chryseobacterium,growth,positive,06-10
168572,JC507,"MCC 4072, NBRC 113872, KCTC 52928",1,1,"Chryseobacterium candidae",Chryseobacterium,growth,positive,6.0-9.0
133363,,"KACC 18798, JCM 31422, GSE 06",1,1,"Chryseobacterium cucumeris",Chryseobacterium,growth,positive,5.0-8.0
5709,R4-1A,"DSM 23031, CCM 7716, LMG 25442, CCUG 58784, CIP 110213",1,1,"Chryseobacterium culicis",Chryseobacterium,growth,positive,7
5689,K105,"DSM 19388, JCM 14362, KCTC 12841, CIP 110016",1,1,"Chryseobacterium daeguense",Chryseobacterium,growth,positive,5-9.5
133361,CC-YTH209,"BCRC 80938, JCM 31226",1,1,"Chryseobacterium endophyticum",Chryseobacterium,growth,positive,6.0-8.0
132874,"CW-E 2","DSM 18973",1,1,"Chryseobacterium flavum",Chryseobacterium,growth,positive,5.0-9.0
24035,PB4,"DSM 26000, LMG 27025",1,1,"Chryseobacterium frigidisoli",Chryseobacterium,growth,positive,5.5-8.5
132418,D07,"DSM 100383, CCTCC AB 2011160, KCTC 42897",1,1,"Chryseobacterium frigidum",Chryseobacterium,growth,positive,6.0-9.0
133901,,"KCTC 23760, JCM 18019, DCY 63",1,1,"Chryseobacterium ginsengisoli",Chryseobacterium,growth,positive,5.0-8.5
158632,,"MTCC 12457, JCM 31156, KACC 19170, IHBB 10212",1,1,"Chryseobacterium glaciei",Chryseobacterium,growth,positive,6-8
134032,THG-A18,"KACC 16227, LMG 26579",1,1,"Chryseobacterium gwangjuense",Chryseobacterium,growth,positive,6.0-10.0
5687,H38,"DSM 19056, LMG 24029, CIP 110174",1,1,"Chryseobacterium haifense",Chryseobacterium,growth,positive,6.5-10.5
5510,H1,"DSM 19921, LMG 24401",1,1,"Chryseobacterium halperniae",Chryseobacterium,growth,positive,04-08
24039,AG13,"DSM 25574, CCUG 63019",1,1,"Chryseobacterium hispalense",Chryseobacterium,growth,positive,5.0-8.0
