ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,"Voges-Proskauer-test (Acetoin)"
4357,2-78,"DSM 13771, ATCC 33379, CIP 78.56, JCM 1679, NCTC 12121, CCUG 14800, NBRC 105699",1,1,"Edwardsiella hoshinae",Edwardsiella,hoshinae,-
4356,"GA 77-52, 1976-78","CCUG 18764, CECT 885, DSM 13697, ATCC 33202, CDC 1976-78, JCM 16934, JCM 1680, CGMCC 1.1873, CIP 81.96, KCTC 12264, LMG 7860, NBRC 105724, NCIMB 13272, NCTC 12122",1,1,"Edwardsiella ictaluri",Edwardsiella,ictaluri,-
132153,ET883,"DSM 104083, CCUG 62929, NCIMB 14824",1,1,"Edwardsiella piscicida",Edwardsiella,piscicida,-
4355,"K 349, K349, 4-78, 1483-59","DSM 30052, NBRC 105688, ATCC 15947, ATCC 23656, CCM 2238, NCTC 10396, CCUG 1638, LMG 2793, CIP 78.61, JCM 1656, NCDC 1483-59, BCRC 10670, CDC 1483-59, CECT 849",1,1,"Edwardsiella tarda",Edwardsiella,tarda,-
10458,333/54-55,"DSM 8340, ATCC 23834, KCTC 15198, CCUG 2138, JCM 12952, CIP 70.75, LMG 15557, LMG 3978, LMG 7827, NCTC 10596",1,1,"Eikenella corrodens",Eikenella,corrodens,-
3788,"Fx a2, NZ-1","DSM 3317, ATCC 23112, IAM 14319, IFO 15055, NBRC 15055, JCM 21159, ATCC 19594, ATCC 23180, CIP 104801, LMG 10750, LMG 3988, NCIMB 1385",1,1,"Eisenibacter elegans",Eisenibacter,elegans,-
5507,W3-B1,"CCUG 58416, JCM 11413, DSM 14571, CIP 108250, GTC 862, KCTC 12492, BCRC 17371",1,1,"Elizabethkingia miricola",Elizabethkingia,miricola,-
140756,TH019,"CGMCC 1.15802, LMG 29721",1,1,"Elstera cyanobacteriorum",Elstera,cyanobacteriorum,-
16401,KM-4927,"DSM 41855, CIP 108319, JCM 11712, NRRL B-24202, NBRC 100760",1,1,"Embleya scabrispora",Embleya,scabrispora,-
159732,ZYL,"KCTC 62328, JCM 32378, MCCC 1K03526",1,1,"Paremcibacter congregatus",Paremcibacter,congregatus,+
133290,,"YIC 4027, HAMBI 3655, LMG 29286",1,1,"Ensifer alkalisoli",Ensifer,alkalisoli,-
13570,MexA1,"DSM 15007, ATCC BAA-532, CIP 108390, CFNEI 156",1,1,"Sinorhizobium americanum",Sinorhizobium,americanum,-
13548,,"DSM 5851, ATCC 35423, LMG 6217, USDA 205, CCUG 27877, JCM 20967, HAMBI 2075, IAM 13625, ICMP 11139, IFO 14780, NBRC 14780, NCIMB 12104, NRRL B-14241, NRRL B-14594, OUT 30005, CIP 107333, ORS 669T",1,1,"Ensifer fredii",Ensifer,fredii,-
140805,,"LMG 29231, HAMBI 3645, CCBAU 23380",1,1,"Ensifer glycinis",Ensifer,glycinis,-
134680,,"CIP 108026, CCBAU 71714, AS 1.3046",1,1,"Ensifer kummerowiae",Ensifer,kummerowiae,-
13546,3D0a2,"DSM 30135, ATCC 9930, CCUG 27879, LMG 6133, JCM 20682, CFBP 5561, HAMBI 2148, IAM 12611, ICMP 12623, IFO 14782, NBRC 14782, NCAIM B.01520, NRRL L-45, NZP 4027, OUT 30010, USDA 1002, CIP 107332, ORS 665T",1,1,"Ensifer meliloti",Ensifer,meliloti,-
13551,,"DSM 11273, LMG 7837, ORS 609, CIP 107336, ATCC 51690, ORS 609T",1,1,"Ensifer saheli",Ensifer,saheli,-
13552,,"DSM 11282, LMG 7834, ORS 1009, CIP 107335, ATCC 51692, ORS 1009T",1,1,"Ensifer terangae",Ensifer,terangae,-
4374,,"DSM 17506, ATCC 35953, CCUG 25714, CDC 1497-78, CIP 103358, JCM 6051, NCTC 12123, CCUG 25588, HUT 8116, KCTC 23920, NBRC 109912, CCM 8619",1,1,"Enterobacter asburiae",Enterobacter,asburiae,+
132404,"247, 247BMC, EB-247","DSM 29888, NCCB 100573",1,1,"Enterobacter bugandensis",Enterobacter,bugandensis,+
,,,,,,,,-
4375,A-1,"DSM 17580, ATCC 33241, CCM 2421, LMG 2693, NCPPB 2176, CCUG 25231, PDDCC 5706, CIP 103787",1,1,"Enterobacter cancerogenus",Enterobacter,cancerogenus,+
166451,"GDMCC1.1427, 90028","CCTCC AB 2018173, CNCTC 7649",1,1,"Enterobacter chuandaensis",Enterobacter,chuandaensis,+
4373,,"DSM 30054, ATCC 13047, CIP 60.85, IFO 13535, NBRC 13535, NCTC 10005, WDCM 00083, NCDC 279-56, JCM 1232, ACM 1975, BCRC 10401, CCUG 28448, CCUG 29301, CCUG 6323, CDC 442-68, CECT 194, HAMBI 1295, HAMBI 96, HUT 8108, IAM 12349, KCTC 2361, LMG 2783, NCIMB 10101, VTT E-84198",1,1,"Enterobacter cloacae",Enterobacter,cloacae,+
4371,"W-4, 8122-86","DSM 16657, ATCC 23373, CIP 105586, ICMP 1570, NCPPB 1850, NRRL B-154, CCUG 25230, LMG 2683, JCM 6049, ICPB ED 105, ICPB 1570",1,1,"Enterobacter cloacae subsp. dissolvens",Enterobacter,cloacae,+
130939,EN-114,"DSM 14563, LMG 30171",1,1,"Enterobacter hormaechei subsp. hoffmannii",Enterobacter,hormaechei,+
4368,992-77,"DSM 12409, ATCC 49162, CCUG 26642, CCUG 27126, CIP 103441, CCM 8620",1,1,"Enterobacter hormaechei",Enterobacter,hormaechei,-
131087,EN-314,"DSM 16687, CCM 8660, CCUG 53905, CIP 108490",1,1,"Enterobacter hormaechei subsp. oharae",Enterobacter,hormaechei,+
131104,EN-562,"DSM 16691, CCM 8661, CCUG 53904, CIP 108489",1,1,"Enterobacter hormaechei subsp. steigerwaltii",Enterobacter,hormaechei,+
,,,,,,,,-
132178,10-17,"DSM 101093, CCUG 62994, LMG 27195, NCIMB 14836",1,1,"Enterobacter hormaechei subsp. xiangfangensis",Enterobacter,hormaechei,+
166452,"GDMCC1.1426, 90008","CCTCC AB 2018174, CNCTC 7648",1,1,"Enterobacter huaxiensis",Enterobacter,huaxiensis,+
131083,,"DSM 13645, CCUG 49023, JCM 8580, NIH 1485-79, ATCC BAA-260, CIP 105566, DSM 27110, VTT E-052846",1,1,"Enterobacter kobei",Enterobacter,kobei,+
,,,,,,,,-
4372,EN-119,"CCUG 51323, DSM 16688, CCM 8602, CIP 108491, KCTC 23921",1,1,"Enterobacter ludwigii",Enterobacter,ludwigii,+
4384,R18-2,"DSM 26271, CGMCC 1.10322, LMG 25706",1,1,"Enterobacter mori",Enterobacter,mori,+
132602,,"DSM 28020, CGMCC 1.15707, KACC 17832, KCTC 42694, YIM Hb-3, JCM 19646",1,1,"Enterobacter mori",Enterobacter,mori,+
159819,GDMCC1.1217,"CCTCC AB 2017104, KCTC 52994, WCHECl WCHECL1597",1,1,"Enterobacter sichuanensis",Enterobacter,sichuanensis,+
133990,L34,"CCM 8433, LMG 27164, DSM 107709",1,1,"Enterococcus alcedinis",Enterococcus,alcedinis,-
5346,,"DSM 17690, CCM 7283, CCUG 51308, CIP 108926, LMG 16607, API 8407116",1,1,"Enterococcus aquimarinus",Enterococcus,aquimarinus,-
5334,,"DSM 11492, CCUG 44928, CIP 108239, AS 2",1,1,"Enterococcus asini",Enterococcus,asini,+
,,,,,,,,-
5270,"E6844, W17","DSM 20679, ATCC 14025, NCDO 2369, NCTC 9938, CCUG 7983, JCM 8722, BCRC 10801, BCRC 14728, CCM 4049, CECT 968, CIP 103019, LMG 10744, NBRC 100477, NCIMB 702369, VKM B-1673, VTT E-97804, IMET 3257",1,1,"Enterococcus avium",Enterococcus,avium,+
,,,,,,,,-
5351,"SS-1777, SS 1777, 2215-02","DSM 19114, ATCC BAA-1240, CCUG 51564, CCM 7399, CIP 109321",1,1,"Enterococcus caccae",Enterococcus,caccae,+
5347,"Devriese S33, S33","DSM 21207, CCM 7285, LMG 13590, JCM 19616, CCUG 37857, CCUG 51312, CIP 108927",1,1,"Enterococcus canintestini",Enterococcus,canintestini,+
5343,,"DSM 17029, CCUG 46666, CIP 108093, LMG 12316, NBRC 100695",1,1,"Enterococcus canis",Enterococcus,canis,-
5276,"20, W 99","DSM 20680, ATCC 25788, CCM 2478, NCDO 2372, NCIB 11449, CCUG 18657, NCTC 12361, JCM 8723, CECT 969, CGMCC 1.9124, CIP 103018, KCTC 3638, LMG 10745, NBRC 100478, NCIMB 11449, NRRL B-3502, VTT E-97775",1,1,"Enterococcus casseliflavus",Enterococcus,casseliflavus,+
5321,"A60, A 60","DSM 20682, ATCC 43198, NCDO 2674, CCUG 27299, JCM 8724, CCM 3659, CECT 4088, CGMCC 1.2139, CIP 103676, KCTC 3642, LMG 12902, NBRC 100674, NCIMB 702674, NCTC 12421, NCFB 2674",1,1,"Enterococcus cecorum",Enterococcus,cecorum,+
5328,,"DSM 7374, ATCC 51263, NCIMB 13013, CCUG 27894, STR 345, CIP 103675, LMG 11740",1,1,"Enterococcus columbae",Enterococcus,columbae,+
,,,,,,,,-
140476,ETRF1,"LMG 28312, CCUG 65857",1,1,"Enterococcus crotali",Enterococcus,crotali,+
5348,"L. Devriese M 52, M 52","DSM 22802, CCM 7299, CCUG 37865, LMG 14595, CIP 109076",1,1,"Enterococcus devriesei",Enterococcus,devriesei,+
24004,ORL-24,"DSM 29072, JCM 18359, KACC 16708",1,1,"Enterococcus diestrammenae",Enterococcus,diestrammenae,-
5324,E18-1,"DSM 6630, ATCC 51266, NCFB 2821, NCIMB 13000, CCUG 33309, CIP 103646, CCM 4282",1,1,"Enterococcus dispar",Enterococcus,dispar,+
166242,63-4,"NCIMB 15178, CCM 8922",1,1,"Enterococcus dongliensis",Enterococcus,dongliensis,-
5278,"98 D, D3","DSM 20633, ATCC 19432, CCM 5612, NCDO 596, NCTC 8307, JCM 8725, BCRC 10790, CCUG 7972, CECT 411, CGMCC 1.2284, CIP 55.125, LMG 10746, LMG 12691, NBRC 100479, NCAIM B.02010, NCIMB 700596, VTT E-97805",1,1,"Enterococcus durans",Enterococcus,durans,+
132912,PC4B,"DSM 105068, CCUG 61259, NRRL B-59662, CCM 8483",1,1,"Enterococcus eurekensis",Enterococcus,eurekensis,-
5292,Tissier,"DSM 20478, ATCC 19433, NCDO 581, NCIB 775, NCTC 775, WDCM 00009, CCUG 19916, JCM 8726, JCM 5803, BCRC 10066, CCM 7000, CECT 481, CGMCC 1.2135, CIP 103015, HAMBI 1711, KCTC 3206, KCTC 3512, LMG 7937, NBIMCC 3360, NBRC 100480, NBRC 100481, NCAIM B.01312, NCIMB 775, VTT E-93203",1,1,"Enterococcus faecalis",Enterococcus,faecalis,+
5301,,"DSM 20477, ATCC 19434, NCDO 942, NCTC 7171, WDCM 00010, CCUG 542, LMG 8149, LMG 11423, CCM 7167, JCM 5804, BCRC 10067, CECT 410, CFBP 4248, CGMCC 1.2136, CIP 103014, HAMBI 1710, JCM 8727, NBRC 100485, NBRC 100486, NCIMB 11508, VTT E-93204",1,1,"Enterococcus faecium",Enterococcus,faecium,+
5314,"F87/276, PB21","DSM 24841, ATCC 49573, JCM 8728, CCUG 18658, NCTC 12359, NCDO 2313, BCRC 15477, CCM 4054, CECT 970, CGMCC 1.2517, CGMCC 1.9125, CIP 103013, DSM 20628, LMG 13129, NBRC 100675, NCIMB 702313, NCTC 11428, VTT E-97776, LMG 11207",1,1,"Enterococcus gallinarum",Enterococcus,gallinarum,+
,,,,,,,,-
5337,PQ1,"DSM 15689, ATCC BAA-350, CCUG 45553, CIP 107662, CCM 7168, NBRC 100696",1,1,"Enterococcus gilvus",Enterococcus,gilvus,+
,,,,,,,,-
5341,"Svec 440, 440","CCUG 45916, DSM 15920, CCM 4851, LMG 19487, CIP 107129",1,1,"Enterococcus haemoperoxidus",Enterococcus,haemoperoxidus,+
5344,,"DSM 17122, CCUG 48100, CIP 108559, LMG 12317",1,1,"Enterococcus hermanniensis",Enterococcus,hermanniensis,+
5316,,"DSM 20160, ATCC 8043, CCM 2423, CCUG 18659, CIP 53.48, CIP 82.112, JCM 8729, LMG 6399, NCDO 1258, NCIMB 6459, WDCM 00089, ATCC 9790, BCRC 11054, BCRC 12496, BCRC 80016, CCUG 1332, CCUG 19917, CECT 279, CECT 294, CECT 302, CFBP 4250, CGMCC 1.2140, HAMBI 1709, HAMBI 644, IAM 1262, IFO 3181, KCTC 2022, KCTC 3616, NBRC 3181, NCCB 46070, NCCB 58005, NCIMB 8123, NCIMB 8191, NCTC 12367, VKM B-2107, VTT E-97046, NCDO 997, NCTC 6459",1,1,"Enterococcus hirae",Enterococcus,hirae,+
,,,,,,,,-
166241,190-7,"NCIMB 15200, CCM 8949",1,1,"Enterococcus hulanensis",Enterococcus,hulanensis,-
5342,"TP 1.5","DSM 15952, CCUG 50447, LMG 22039, CIP 108583",1,1,"Enterococcus italicus",Enterococcus,italicus,+
5362,BT159,"DSM 23655, LMG 25958",1,1,"Enterococcus lactis",Enterococcus,lactis,+
132913,PC32,"DSM 105069, NRRL B-59661, CCM 8482, CCUG 61260",1,1,"Enterococcus lemanii",Enterococcus,lemanii,-
5317,6,"DSM 20681, ATCC 43197, NCDO 846, CCUG 30572, CCM 4056, JCM 8730, BCRC 17125, CECT 971, CGMCC 1.2493, CIP 103012, HAMBI 1569, KCTC 3641, LMG 10747, NBRC 100489, NCIMB 700846, NCTC 12365",1,1,"Enterococcus malodoratus",Enterococcus,malodoratus,+
5340,"Svec 330, 330","DSM 15919, CCM 4856, LMG 19486, CCUG 45913, CIP 107130",1,1,"Enterococcus moraviensis",Enterococcus,moraviensis,+
5318,"W 102","DSM 4838, ATCC 43186, NCDO 2375, MUTK 559, CCUG 18656, JCM 8731, BCRC 17141, BCRC 17356, CCM 4058, CECT 972, CIP 103010, HAMBI 1570, KCTC 3630, LMG 10748, NBRC 100490, NCIMB 13132, NCIMB 702375, NCTC 12363",1,1,"Enterococcus mundtii",Enterococcus,mundtii,+
166240,94-2,"NCIMB 15180, CCM 8920, LMG 31180",1,1,"Enterococcus nangangensis",Enterococcus,nangangensis,+
24005,IGG16.11,"DSM 25431, CCM 8603, CECT 8063",1,1,"Enterococcus olivae",Enterococcus,olivae,-
5338,PQ2,"CIP 107663, CCM 7169, NBRC 100697, DSM 15690, ATCC BAA-351, CCUG 45554",1,1,"Enterococcus pallens",Enterococcus,pallens,+
5335,JLB-1,"CCUG 48923, KCTC 3818, DSM 14726, ATCC BAA-412, CIP 108361, NBRC 100711",1,1,"Enterococcus phoeniculicola",Enterococcus,phoeniculicola,+
,,,,,,,,-
164673,241-2-2,"JCM 33833, CCM 8921, LMG 31181, NCIMB 15185",1,1,"Enterococcus pingfangensis",Enterococcus,pingfangensis,-
5361,C27,"DSM 26408, CCM 7889, LMG 26214",1,1,"Enterococcus plantarum",Enterococcus,plantarum,+
5325,47-16,"CCUG 33310, CIP 103647, DSM 5632, ATCC 49372, NCDO 2138, JCM 8732, CCM 4215, CECT 4075, CGMCC 1.2487, LMG 11426, NBRC 100491, NCFB 2138, NCIMB 13084, VTT E-97811",1,1,"Enterococcus pseudoavium",Enterococcus,pseudoavium,+
5358,"CCRI-16985, EN-66","DSM 23327, CCUG 59306, LMG 26306",1,1,"Enterococcus quebecensis",Enterococcus,quebecensis,-
5326,"1789/79, 1789-79","DSM 5633, ATCC 49427, NCTC 12192, CCUG 29292, CIP 103329, LMG 12888, JCM 8733, NBRC 100492, CCM 4216, CDC 1789-79, NCAIM B.02061, NCIMB 12901, VTT E-97812",1,1,"Enterococcus raffinosus",Enterococcus,raffinosus,+
5336,"DS 2705-87","DSM 15687, ATCC 700914, CCUG 43228, CDC 2705-87, CIP 107173, NCIMB 13635",1,1,"Enterococcus ratti",Enterococcus,ratti,+
,,,,,,,,-
132904,S299,"DSM 104544, CCM 7986, HAMBI 3055, LMG 25899",1,1,"Enterococcus rivorum",Enterococcus,rivorum,+
132142,"strain 1971","DSM 102982, CCM 4630, CCUG 61593, LMG 26678",1,1,"Enterococcus rotai",Enterococcus,rotai,+
5323,"HF 62","DSM 20726, ATCC 43076, CCUG 27643, CCUG 33311, CIP 103246, JCM 8734, LMG 11427, NBRC 100493, NCDO 2594, NCIMB 702594, CCM 4377, CECT 4309, CGMCC 1.2485, HAMBI 1576, KACC 10783, KCTC 3643",1,1,"Enterococcus saccharolyticus",Enterococcus,saccharolyticus,+
,,,,,,,,-
130321,812,"DSM 100210, BCRC 80575, NBRC 109476",1,1,"Enterococcus saccharolyticus subsp. taiwanensis",Enterococcus,saccharolyticus,+
133150,VE80,"JCM 31193, CCUG 68827, CCM 8834",1,1,"Enterococcus saigonensis",Enterococcus,saigonensis,+
5349,W442,"DSM 22801, CCM 7319, CCUG 53830, CIP 109179, LMG 23085",1,1,"Enterococcus silesiacus",Enterococcus,silesiacus,+
164674,85-4,"JCM 33834, CCM 8923, LMG 31183, NCIMB 15179",1,1,"Enterococcus songbeiensis",Enterococcus,songbeiensis,+
5327,,"CCUG 30571, CCM 4283, NCIMB 13117, DSM 6905, ATCC 49903, CIP 104373, NCDO 2379, MUTK 31, CCUG 33313",1,1,"Enterococcus sulfureus",Enterococcus,sulfureus,+
5350,"C.J. Portricus UAD1, UAD1","CCM 7300, DSM 22803, CCUG 53831, CIP 109180, LMG 8895",1,1,"Enterococcus termitis",Enterococcus,termitis,-
5352,FP48-3,"DSM 21767, CCM 7793, KCTC 13134, NBRC 101867, NRIC 0107, PCU 282, TISTR 933",1,1,"Enterococcus thailandicus",Enterococcus,thailandicus,+
5360,"CCRI-16986, EN-67","DSM 23328, CCUG 59304, LMG 26304",1,1,"Enterococcus ureasiticus",Enterococcus,ureasiticus,+
132143,,"DSM 102981, CCM 4629, CCUG 48799, LMG 26676",1,1,"Enterococcus ureilyticus",Enterococcus,ureilyticus,+
5357,IE3.2,"DSM 24043, LMG 26075",1,1,"Enterococcus viikkiensis",Enterococcus,viikkiensis,+
135017,88-5474,"CIP 107282, LMG 12287, CCM 4887, CCUG 45025, NBRC 100699, JCM 11557, KCTC 13904",1,1,"Enterococcus villorum",Enterococcus,villorum,-
158309,MN05,"DSM 104047, CGMCC 1.15942",1,1,"Enterococcus wangshanyuanii",Enterococcus,wangshanyuanii,+
132922,11097,"DSM 105127, CCM 8607, LMG 27495, NCIMB 14834",1,1,"Enterococcus xiangfangensis",Enterococcus,xiangfangensis,+
17215,"RE35/F12, RE35F12","DSM 14347, ATCC BAA-606, CCUG 48319 B, CECT 7414, CIP 107077, CCUG 48319",1,1,"Enterovibrio calviensis",Enterovibrio,calviensis,-
17216,R-3710,"DSM 15893, LMG 19839, CCUG 47417, CAIM 430, CIP 108237",1,1,"Enterovibrio norvegicus",Enterovibrio,norvegicus,-
164343,F02,"JCM 32722, FBCC 500047, KCTC 62567",1,1,"Ephemeroptericola cinctiostellae",Ephemeroptericola,cinctiostellae,-
230,M1832/95/2,"CIP 106310, ATCC BAA-57, CCM 4939, DSM 15696, CCUG 38207",1,1,"Eremococcus coleocola",Eremococcus,coleocola,-
4403,X001,"DSM 19347, IAM 14479, JCM 21238, CFBP 6829, CIP 106296, LMG 24877, NBRC 102417",1,1,"Erwinia aphidicola",Erwinia,aphidicola,+
4398,E63,"DSM 17872, LMG 2613, NCPPB 661, CIP 106121",1,1,"Erwinia billingiae",Erwinia,billingiae,+
4388,"AM1, AM-1","DSM 4565, ATCC 29573, NCPPB 2851, PDDCC 5705, CIP 105197, CFBP 2503",1,1,"Erwinia mallotivora",Erwinia,mallotivora,-
4396,MTQ2-1,"DSM 16540, CFBP 5189, NCPPB 4294, CIP 108341",1,1,"Erwinia papayae",Erwinia,papayae,+
4402,"HK 204, 9108-82","DSM 19328, ATCC 35998, CDC 9108-82, IAM 12843, JCM 3704, AJ 2716, CFBP 3622, CIP 105199, ICMP 12532, LMG 11254, NBRC 102418, NCIMB 13181, NCPPB 3774",1,1,"Erwinia persicina",Erwinia,persicina,+
4397,,"DSM 17597, LMG 7039, NCPPB 3555, IBSBF 435, PDDCC 8426, CIP 105200, CFBP 3627, ICMP 8426",1,1,"Erwinia psidii",Erwinia,psidii,-
4393,"Ep16/96, Ep 16/96","DSM 12163, CIP 106111, CFBP 4172",1,1,"Erwinia pyrifoliae",Erwinia,pyrifoliae,+
4389,"CP/28, CP 28","DSM 4484, ATCC 29283, ICPB ER 102, NCPPB 1578, CIP 105202, CFBP 3618, ICMP 1582",1,1,"Erwinia rhapontici",Erwinia,rhapontici,+
4400,Et1/99,"DSM 17950, CIP 109463, NCPPB 4357",1,1,"Erwinia tasmaniensis",Erwinia,tasmaniensis,+
4401,A37,"DSM 18073, ATCC 700880, CECT 5263, CFBP 6631, CIP 108675",1,1,"Winslowiella toletana",Winslowiella,toletana,+
4390,52,"DSM 21139, CFPB 2355, CIP 105205, LMG 2906, NCPPB 2452",1,1,"Erwinia tracheiphila",Erwinia,tracheiphila,-
5372,"02-143, MF-EP02","DSM 15511, CIP 107935",1,1,"Erysipelothrix inopinata",Erysipelothrix,inopinata,-
5367,,"DSM 5055, ATCC 19414, NCTC 8163, CCUG 221, CIP 105957",1,1,"Erysipelothrix rhusiopathiae",Erysipelothrix,rhusiopathiae,-
5371,T-305,"DSM 14972, ATCC 43339, CCUG 31352, CIP 105960, JCM 8533",1,1,"Erysipelothrix tonsillarum",Erysipelothrix,tonsillarum,-
134092,"SW110, SW-110","KCCM 41818, JCM 12189, CGMCC 1.8484, CIP 108636",1,1,"Qipengyuania aquimaris",Qipengyuania,aquimaris,-
5382,RE35F/1,"DSM 14432, CIP 107092, JCM 21816, CGMCC 1.8703, CGMCC 1.8709, IAM 15372, KCTC 12214",1,1,"Qipengyuania citrea",Qipengyuania,citrea,-
5385,SW-46,"DSM 16421, JCM 11808, KCCM 41642, CIP 108097",1,1,"Qipengyuania flava",Qipengyuania,flava,-
5380,,"DSM 6997, ATCC 33941, IAM 14242, IFO 14126, JCM 6170, NBRC 14126, OCh 101, CECT 5010, CGMCC 1.8459, CIP 104268, KCTC 2829, LMG 3982, LMG 5510, NCIMB 2174",1,1,"Erythrobacter longus",Erythrobacter,longus,-
5387,E5,"DSM 8510, IAM 14333, NCIMB 13404, JCM 10282, ATCC 700003, CIP 106927, NBRC 102621",1,1,"Erythrobacter ramosus",Erythrobacter,ramosus,-
4932,19982,"DSM 17582, CCUG 46494, CIP 107988, LMG 20976, CCM 7160, JCM 17328, CIP 107-988, NBRC 107761",1,1,"Escherichia albertii",Escherichia,albertii,-
4907,"U5/41, U 5/41","DSM 30083, ATCC 11775, CCM 5172, CIP 54.8, IAM 12119, JCM 1649, NCDO 1989, NCTC 9001, WDCM 00090, BCRC 10675, CCUG 24, CCUG 29300, CECT 515, CGMCC 1.2993, KCTC 2441, LMG 2092, NBRC 102203, NCIMB 11943, VTT E-94564, UCCCB113, WDCM 00155",1,1,"Escherichia coli",Escherichia,coli,-
4930,568-73,"DSM 13698, ATCC 35469, CDC 0568-73, CCUG 18766, JCM 21226, CIP 103357, CIP 104947, IAM 14443, LMG 7866, NBRC 102419, NCTC 12128",1,1,"Escherichia fergusonii",Escherichia,fergusonii,-
4927,980-72,"DSM 4560, ATCC 33650, CIP 103176, CCUG 15714, CDC 980-72, JCM 1473, BCRC 13982, CGMCC 1.3439, CGMCC 1.6766, HAMBI 1693, LMG 7867, NBRC 105704, NCTC 12129",1,1,"Escherichia hermannii",Escherichia,hermannii,+
,,,,,,,,-
131363,HT073016,"DSM 28771, CGMCC 1.12862",1,1,"Escherichia marmotae",Escherichia,marmotae,-
5437,D6A-5,"DSM 3993, ATCC 33099, CCUG 15996, JCM 14550, VPI D6 A-5, CIP 104213, JCM 9977, VPI D6A-5",1,1,"Eubacterium nodatum",Eubacterium,nodatum,-
143604,,"CCUG 20560, ATCC 35585, KCTC 15025, VPI D45A.29A",1,1,"Eubacterium sulci",Eubacterium,sulci,-
1132,"PN 102, VP 395","DSM 8720, ATCC 700162, CIP 105301",1,1,"Evansella clarkii",Evansella,clarkii,+
1111,"JaH, Ja H","DSM 9768, ATCC 700130, CIP 105292",1,1,"Evansella vedderi",Evansella,vedderi,-
18107,H2,"DSM 14480, CIP 107163, KCTC 3809, CCUG 47137",1,1,"Exiguobacterium antarcticum",Exiguobacterium,antarcticum,+
18105,"BL 77/1","DSM 6208, ATCC 35652, NCDO 2321, NCIB 11798, CCUG 44910, NCIMB 11798, IFO 14763, CIP 103353",1,1,"Exiguobacterium aurantiacum",Exiguobacterium,aurantiacum,+
18117,8N,"DSM 16483, CIP 108859, CCUG 55490",1,1,"Exiguobacterium mexicanum",Exiguobacterium,mexicanum,-
18115,T-2-2,"DSM 17272, JCM 12280, NCIMB 13980, CCUG 51936, CIP 108684, CIP 108634",1,1,"Exiguobacterium oxidotolerans",Exiguobacterium,oxidotolerans,+
18108,L2,"CCUG 47136, DSM 14481, CIP 107162, KCTC 3810",1,1,"Exiguobacterium undae",Exiguobacterium,undae,+
166289,,"DSM 103991, KCTC 52556, SYSU SYW-5",1,1,"Facilibium subflavum",Facilibium,subflavum,+
138280,,"CIP 105962, CCUG 36813, CCM 4931",1,1,"Facklamia hominis",Facklamia,hominis,-
137693,164/97,"CCM 4932, CIP 105583, CCUG 37419, ATCC 700631",1,1,"Facklamia ignava",Facklamia,ignava,-
138281,1144-97,"CCM 4946, CIP 105964, CCUG 37842",1,1,"Facklamia languida",Facklamia,languida,-
132842,"strain A/G13/99/2","ATCC BAA-466, DSM 104273, CCUG 42728, CIP 106764",1,1,"Facklamia miroungae",Facklamia,miroungae,-
132843,M13582,"DSM 104271, CIP 105940, CCUG 28783 A, ATCC 700629, LMG 18982, Str 2/84",1,1,"Facklamia sourekii",Facklamia,sourekii,-
132844,GF112B,"DSM 104272, CCUG 30090, CIP 106117, ATCC 700838, CCM 4934",1,1,"Facklamia tabacinasalis",Facklamia,tabacinasalis,-
14741,60B,"DSM 20574, ATCC 29734, LMG 17756, NCTC 11087, CCUG 11733, EBF 61/608, JCM 10414, CECT 992, KCTC 3656, NCFB 2494, NCIMB 702494",1,1,"Faecalicoccus pleomorphus",Faecalicoccus,pleomorphus,-
7586,M597/99/10,"DSM 13988, CCUG 42953, CIP 107054, JCM 11677",1,1,"Falsarthrobacter nasiphocae",Falsarthrobacter,nasiphocae,-
1409,"CW 7","DSM 25281, CCTCC AB 207188, KCTC 13200, LMG 24451, CIP 109936, BCRC 80032",1,1,"Falsibacillus pallidus",Falsibacillus,pallidus,+
3043,,"DSM 15829, ATCC BAA-55, CCUG 38953, CIP 106431, KCTC 15240",1,1,"Fannyhessea vaginae",Fannyhessea,vaginae,-
141069,IEB3,"JCM 30817, NCIMB 14984",1,1,"Fermentibacillus polygoni",Fermentibacillus,polygoni,-
158767,GDSW-R2A3,"VTCC B-910015, CCM 8782",1,1,"Fictibacillus aquaticus",Fictibacillus,aquaticus,-
1205,"V2-BIII-A2, V<SUB>2</SUB>-BIII-A<SUB>2</SUB>","DSM 14730, CCM 4982, CIP 108015",1,1,"Fictibacillus barbaricus",Fictibacillus,barbaricus,-
1326,"SH 714","DSM 13259, ATCC 700960, JCM 12288, CIP 107088",1,1,"Filobacillus milosensis",Filobacillus,milosensis,-
133199,YS-17,"CCTCC AB 2016053, KCTC 52205",1,1,"Flavihumibacter stibioxidans",Flavihumibacter,stibioxidans,-
159790,RB1R16,"CGMCC 1.16126, NBRC 113112",1,1,"Flavipsychrobacter stenotrophus",Flavipsychrobacter,stenotrophus,-
166534,X7X,"KCTC 62326, CGMCC 16451",1,1,"Flavisolibacter nicotianae",Flavisolibacter,nicotianae,+
132986,TMd3a3,"DSM 100880, JCM 30987, BCRC 81042",1,1,"Flavobacterium aquicola",Flavobacterium,aquicola,-
158661,SYP-B1015,"CGMCC 1.16115, KCTC 62025",1,1,"Flavobacterium artemisiae",Flavobacterium,artemisiae,-
